gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors	
HILPDA	0	0	0	0	0	0	0	0	0	0	1.171317775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317775	TRANSCRIPTOMICS: Bharracharya_22723293	
CA12	0	0	0	0	0	0	0	0	0	0	1.171317725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317725	TRANSCRIPTOMICS: Bharracharya_22723293	
SFRP2	0	0	0	0	0	0	0	0	0	0	1.171317715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317715	TRANSCRIPTOMICS: Bharracharya_22723293	
KRT17	0	0	0	0	0	0	0	0	0	0	1.171317705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317705	TRANSCRIPTOMICS: Bharracharya_22723293	
TARP	0	0	0	0	0	0	0	0	0	0	1.171317685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317685	TRANSCRIPTOMICS: Bharracharya_22723293	
SKA1	0	0	0	0	0	0	0	0	0	0	1.171317675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317675	TRANSCRIPTOMICS: Bharracharya_22723293	
DLGAP5	0	0	0	0	0	0	0	0	0	0	1.171317645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317645	TRANSCRIPTOMICS: Bharracharya_22723293	
CDCP1	0	0	0	0	0	0	0	0	0	0	1.171317635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317635	TRANSCRIPTOMICS: Bharracharya_22723293	
ANLN	0	0	0	0	0	0	0	0	0	0	1.171317615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317615	TRANSCRIPTOMICS: Bharracharya_22723293	
PCLAF	0	0	0	0	0	0	0	0	0	0	1.171317595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317595	TRANSCRIPTOMICS: Bharracharya_22723293	
LIPG	0	0	0	0	0	0	0	0	0	0	1.171317575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317575	TRANSCRIPTOMICS: Bharracharya_22723293	
MS4A2	0	0	0	0	0	0	0	0	0	0	1.171317555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317555	TRANSCRIPTOMICS: Bharracharya_22723293	
IL17RB	0	0	0	0	0	0	0	0	0	0	1.171317525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317525	TRANSCRIPTOMICS: Bharracharya_22723293	
KIF23	0	0	0	0	0	0	0	0	0	0	1.171317475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317475	TRANSCRIPTOMICS: Bharracharya_22723293	
HS3ST2	0	0	0	0	0	0	0	0	0	0	1.171317465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317465	TRANSCRIPTOMICS: Bharracharya_22723293	
MND1	0	0	0	0	0	0	0	0	0	0	1.171317455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317455	TRANSCRIPTOMICS: Bharracharya_22723293	
POSTN	0	0	0	0	0	0	0	0	0	0	1.171317435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317435	TRANSCRIPTOMICS: Bharracharya_22723293	
HLA‐DRB4	0	0	0	0	0	0	0	0	0	0	1.171317425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317425	TRANSCRIPTOMICS: Bharracharya_22723293	
ADCYAP1	0	0	0	0	0	0	0	0	0	0	1.171317415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317415	TRANSCRIPTOMICS: Bharracharya_22723293	
CCD102B	0	0	0	0	0	0	0	0	0	0	1.171317405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317405	TRANSCRIPTOMICS: Bharracharya_22723293	
SIGLEC1	0	0	0	0	0	0	0	0	0	0	1.171317385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317385	TRANSCRIPTOMICS: Bharracharya_22723293	
TPX2	0	0	0	0	0	0	0	0	0	0	1.171317355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317355	TRANSCRIPTOMICS: Bharracharya_22723293	
IGF1	0	0	0	0	0	0	0	0	0	0	1.171317345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317345	TRANSCRIPTOMICS: Bharracharya_22723293	
CDKN3	0	0	0	0	0	0	0	0	0	0	1.171317325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317325	TRANSCRIPTOMICS: Bharracharya_22723293	
DHRS9	0	0	0	0	0	0	0	0	0	0	1.171317315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317315	TRANSCRIPTOMICS: Bharracharya_22723293	
CYP24A1	0	0	0	0	0	0	0	0	0	0	1.171317305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317305	TRANSCRIPTOMICS: Bharracharya_22723293	
LIF	0	0	0	0	0	0	0	0	0	0	1.171317285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317285	TRANSCRIPTOMICS: Bharracharya_22723293	
SH3RF2	0	0	0	0	0	0	0	0	0	0	1.171317275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317275	TRANSCRIPTOMICS: Bharracharya_22723293	
TMEM158	0	0	0	0	0	0	0	0	0	0	1.171317265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317265	TRANSCRIPTOMICS: Bharracharya_22723293	
DIAPH3	0	0	0	0	0	0	0	0	0	0	1.171317255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317255	TRANSCRIPTOMICS: Bharracharya_22723293	
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	1.171317215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317215	TRANSCRIPTOMICS: Bharracharya_22723293	
CA4	0	0	0	0	0	0	0	0	0	0	1.171317205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317205	TRANSCRIPTOMICS: Bharracharya_22723293	
LRRC15	0	0	0	0	0	0	0	0	0	0	1.171317195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317195	TRANSCRIPTOMICS: Bharracharya_22723293	
AGER	0	0	0	0	0	0	0	0	0	0	1.171317175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317175	TRANSCRIPTOMICS: Bharracharya_22723293	
COL4A6	0	0	0	0	0	0	0	0	0	0	1.171317165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317165	TRANSCRIPTOMICS: Bharracharya_22723293	
UGT2B17	0	0	0	0	0	0	0	0	0	0	1.171317155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317155	TRANSCRIPTOMICS: Bharracharya_22723293	
SOX11	0	0	0	0	0	0	0	0	0	0	1.171317125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317125	TRANSCRIPTOMICS: Bharracharya_22723293	
KCNJ16	0	0	0	0	0	0	0	0	0	0	1.171317115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317115	TRANSCRIPTOMICS: Bharracharya_22723293	
HHIP	0	0	0	0	0	0	0	0	0	0	1.171317105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317105	TRANSCRIPTOMICS: Bharracharya_22723293	
ALPP	0	0	0	0	0	0	0	0	0	0	1.171317095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317095	TRANSCRIPTOMICS: Bharracharya_22723293	
SLC27A6	0	0	0	0	0	0	0	0	0	0	1.171317065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317065	TRANSCRIPTOMICS: Bharracharya_22723293	
PRND	0	0	0	0	0	0	0	0	0	0	1.171317055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317055	TRANSCRIPTOMICS: Bharracharya_22723293	
TTLL6	0	0	0	0	0	0	0	0	0	0	1.171317035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317035	TRANSCRIPTOMICS: Bharracharya_22723293	
CSMD1	0	0	0	0	0	0	0	0	0	0	1.171317015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317015	TRANSCRIPTOMICS: Bharracharya_22723293	
CCL22	0	0	0	0	0	0	0	0	0	0	1.171317005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171317005	TRANSCRIPTOMICS: Bharracharya_22723293	
AADAC	0	0	0	0	0	0	0	0	0	0	1.171316995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316995	TRANSCRIPTOMICS: Bharracharya_22723293	
APOH	0	0	0	0	0	0	0	0	0	0	1.171316975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316975	TRANSCRIPTOMICS: Bharracharya_22723293	
GPIHBP1	0	0	0	0	0	0	0	0	0	0	1.171316965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316965	TRANSCRIPTOMICS: Bharracharya_22723293	
LRRC2	0	0	0	0	0	0	0	0	0	0	1.171316955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316955	TRANSCRIPTOMICS: Bharracharya_22723293	
GSTT1	0	0	0	0	0	0	0	0	0	0	1.171316945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316945	TRANSCRIPTOMICS: Bharracharya_22723293	
PLPPR1	0	0	0	0	0	0	0	0	0	0	1.171316935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316935	TRANSCRIPTOMICS: Bharracharya_22723293	
SOSTDC1	0	0	0	0	0	0	0	0	0	0	1.171316915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316915	TRANSCRIPTOMICS: Bharracharya_22723293	
UPK3B	0	0	0	0	0	0	0	0	0	0	1.171316895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316895	TRANSCRIPTOMICS: Bharracharya_22723293	
SLCO1A2	0	0	0	0	0	0	0	0	0	0	1.171316885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316885	TRANSCRIPTOMICS: Bharracharya_22723293	
OLFM3	0	0	0	0	0	0	0	0	0	0	1.171316875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316875	TRANSCRIPTOMICS: Bharracharya_22723293	
VGLL1	0	0	0	0	0	0	0	0	0	0	1.171316855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316855	TRANSCRIPTOMICS: Bharracharya_22723293	
EDN3	0	0	0	0	0	0	0	0	0	0	1.171316845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.171316845	TRANSCRIPTOMICS: Bharracharya_22723293	
TCL1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17111127	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17111127	TRANSCRIPTOMICS: Gong_32412065	
LOC100289370	0	0	0	0	0	0	1.170998065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170998065	GENOMICS: Wang_23897914	
ARRDC4	0	0	0	0	0	0	1.170998045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170998045	GENOMICS: Wang_23897914	
FAM169B	0	0	0	0	0	0	1.170998035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170998035	GENOMICS: Wang_23897914	
STXBP5	0	0	0	0	0	0	1.170998025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170998025	GENOMICS: Wang_23897914	
YAP1P1	0	0	0	0	0	0	1.170998015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170998015	GENOMICS: Wang_23897914	
LOC145837	0	0	0	0	0	0	1.170998005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170998005	GENOMICS: Wang_23897914	
LINC00593	0	0	0	0	0	0	1.170997995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997995	GENOMICS: Wang_23897914	
ISCA1P1	0	0	0	0	0	0	1.170997985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997985	GENOMICS: Wang_23897914	
HTR1A	0	0	0	0	0	0	1.170997975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997975	GENOMICS: Wang_23897914	
CSMD3	0	0	0	0	0	0	1.170997965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997965	GENOMICS: Wang_23897914	
CTNNA3	0	0	0	0	0	0	1.170997945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997945	GENOMICS: Wang_23897914	
NIPA1	0	0	0	0	0	0	1.170997925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997925	GENOMICS: Wang_23897914	
PRR16	0	0	0	0	0	0	1.170997915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997915	GENOMICS: Wang_23897914	
FTMT	0	0	0	0	0	0	1.170997905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997905	GENOMICS: Wang_23897914	
CARD17	0	0	0	0	0	0	1.170997885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997885	GENOMICS: Wang_23897914	
CASP1P1	0	0	0	0	0	0	1.170997875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997875	GENOMICS: Wang_23897914	
BICC1	0	0	0	0	0	0	1.170997865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997865	GENOMICS: Wang_23897914	
COL23A1	0	0	0	0	0	0	1.170997855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997855	GENOMICS: Wang_23897914	
CHST9	0	0	0	0	0	0	1.170997835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997835	GENOMICS: Wang_23897914	
LOC729992	0	0	0	0	0	0	1.170997825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997825	GENOMICS: Wang_23897914	
LOC100288243	0	0	0	0	0	0	1.170997815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170997815	GENOMICS: Wang_23897914	
FAM114A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170743805	1.170743805	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ZNF155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170382793	1.170382793	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MS4A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170195599	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170195599	TRANSCRIPTOMICS: Gong_32412065	
MEF2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170038985	0	1.170038985	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
POM121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.170024448	1.170024448	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
FOXM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.169668751	1.169668751	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CDCA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.169315681	1.169315681	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ENC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.168965218	1.168965218	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MIR600HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.168403892	0	0	0	0	0	0	0	0	0	0	0	0	0	1.168403892	TRANSCRIPTOMICS: Gong_32412065	
INO80C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.168272035	1.168272035	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
THNSL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.167929276	1.167929276	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
HECW2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.167589045	1.167589045	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
DENND5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.167527474	0	0	0	0	0	0	0	0	0	0	0	0	0	1.167527474	TRANSCRIPTOMICS: Gong_32412065	
PLEKHA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.166916092	1.166916092	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
PSAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.166663764	0	0	0	0	0	0	0	0	0	0	0	0	0	1.166663764	TRANSCRIPTOMICS: Gong_32412065	
LINC02314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.166408364	0	1.166408364	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
KRBA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164653243	0	1.164653243	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TBC1D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164637621	1.164637621	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MME	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16432164	1.16432164	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CD22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164147045	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164147045	TRANSCRIPTOMICS: Gong_32412065	
RPL4P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164007983	1.164007983	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
RTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.163387573	1.163387573	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
LINC02325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.163080784	1.163080784	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
FYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16277625	1.16277625	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CLEC10A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.162473952	1.162473952	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ATP1B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.162173875	1.162173875	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CCDC134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.161876002	1.161876002	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
STAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.161738215	0	0	0	0	0	0	0	0	0	0	0	0	0	1.161738215	TRANSCRIPTOMICS: Gong_32412065	
VWCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.161580314	1.161580314	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CFAP70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.161286797	1.161286797	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MBTPS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.161258962	0	1.161258962	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CFAP298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.160995432	1.160995432	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CD19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.160958441	0	0	0	0	0	0	0	0	0	0	0	0	0	1.160958441	TRANSCRIPTOMICS: Gong_32412065	
ATP5MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.160419098	1.160419098	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
RN7SL444P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.160134095	1.160134095	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
NFIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.159618092	0	1.159618092	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
HMGXB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.159570339	1.159570339	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
HVCN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.159432648	0	0	0	0	0	0	0	0	0	0	0	0	0	1.159432648	TRANSCRIPTOMICS: Gong_32412065	
PHF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.159014809	1.159014809	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
H4C12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.158740091	1.158740091	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MMP11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.158686302	0	0	0	0	0	0	0	0	0	0	0	0	0	1.158686302	TRANSCRIPTOMICS: Gong_32412065	
SETD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.158196667	1.158196667	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MORN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.157950778	0	0	0	0	0	0	0	0	0	0	0	0	0	1.157950778	TRANSCRIPTOMICS: Gong_32412065	
AC073210.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.157927932	1.157927932	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
RN7SL630P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15739634	1.15739634	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ADAM28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.157225918	0	0	0	0	0	0	0	0	0	0	0	0	0	1.157225918	TRANSCRIPTOMICS: Gong_32412065	
IFITM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.157133454	1.157133454	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ZIK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.156872486	1.156872486	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
MOSPD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.156613425	1.156613425	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
CREB3L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.156356253	1.156356253	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
ESPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.156100958	1.156100958	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
SMIM14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155807574	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155807574	TRANSCRIPTOMICS: Gong_32412065	
KCNK5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155731481	0	0	0	0	0	0	0	1.155731481	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
LIN28B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155628291	0	0	0	0	0	0	0	1.155628291	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
CPPED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155595939	1.155595939	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
SLC22A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155525101	0	0	0	0	0	0	0	1.155525101	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
CHMP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155346187	1.155346187	TRANSCRIPTOMICS: Yuon_chou_37507442_deg_day14	
SLC28A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15531872	0	0	0	0	0	0	0	1.15531872	TRANSCRIPTOMICS: Pietrzyk_24194948_up_day5	
SLC9A7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155113787	0	0	0	0	0	0	0	0	0	0	0	0	0	1.155113787	TRANSCRIPTOMICS: Gong_32412065	
