Gene_symbol;NAME;Foldchange NOXvsHYX;Pvalue NOXvsHYX;FDR NOXvsHYX
Nxn;nucleoredoxin;-1,18909029;0,029446328;0,071700293
Nxnl2;nucleoredoxin-like 2;-1,558427605;0,069869527;0,143063852
Nxpe2;"neurexophilin and PC-esterase domain family; member 2";-2,077205672;2,62E-06;2,18E-05
Nxpe3;"neurexophilin and PC-esterase domain family; member 3";-1,289902804;0,05349202;0,115936249
Nxpe4;"neurexophilin and PC-esterase domain family; member 4";-2,390677107;3,02E-22;2,27E-20
Nxph3;neurexophilin 3;1,290567159;0,106656576;0,199970858
Nxt1;NTF2-related export protein 1;-1,046986762;0,576595061;0,702077698
Nxt2;nuclear transport factor 2-like export factor 2;1,084642265;0,394814067;0,536895904
Nyap1;neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1;-1,007110056;0,956242495;0,973762657
Nynrin;NYN domain and retroviral integrase containing;-1,403039257;1,41E-07;1,54E-06
Oacyl;O-acyltransferase like;3,210600355;1,76E-11;3,83E-10
Oaf;OAF homolog (Drosophila);-1,308330158;0,000251141;0,001249999
Oard1;O-acyl-ADP-ribose deacylase 1;-1,034477832;0,701711356;0,797774141
Oas1a;2'-5' oligoadenylate synthetase 1A;2,673098491;4,57E-05;0,000278417
Oas1b;2'-5' oligoadenylate synthetase 1B;1,1196544;0,503911901;0,637845007
Oas1c;2'-5' oligoadenylate synthetase 1C;1,049496334;0,691438543;0,790023795
Oas1g;2'-5' oligoadenylate synthetase 1G;2,702876119;0,001682733;0,006530214
Oas2;2'-5' oligoadenylate synthetase 2;1,487068221;0,16600685;0,280883132
Oas3;2'-5' oligoadenylate synthetase 3;1,125636906;0,550207239;0,679618723
Oasl1;2'-5' oligoadenylate synthetase-like 1;1,627665638;0,057126284;0,121959967
Oasl2;2'-5' oligoadenylate synthetase-like 2;1,422945289;0,034650902;0,081978826
Oat;ornithine aminotransferase;1,183485731;0,003403551;0,01188113
Oaz1;ornithine decarboxylase antizyme 1;-1,222463946;0,06608427;0,136840883
Oaz1-ps;"ornithine decarboxylase antizyme 1; pseudogene";1,039652483;0,907459465;0,940933696
Oaz2;ornithine decarboxylase antizyme 2;-1,654711616;1,44E-12;3,81E-11
Obfc1;oligonucleotide/oligosaccharide-binding fold containing 1;-1,025319656;0,750704769;0,832332709
Obscn;"obscurin; cytoskeletal calmodulin and titin-interacting RhoGEF";2,119408611;0,004300873;0,014490633
Obsl1;obscurin-like 1;-1,788917162;6,67E-20;4,10E-18
Ocel1;occludin/ELL domain containing 1;-1,369091974;0,022436969;0,057455087
Ociad1;OCIA domain containing 1;1,087365103;0,093701783;0,180597171
Ociad2;OCIA domain containing 2;1,414458024;4,16E-06;3,31E-05
Ocln;occludin;1,259651744;0,000452021;0,002085693
Ocrl;oculocerebrorenal syndrome of Lowe;-1,106718879;0,053632507;0,116154947
Odc1;"ornithine decarboxylase; structural 1";2,010571882;1,61E-14;5,53E-13
Odf2;outer dense fiber of sperm tails 2;1,016803311;0,766842144;0,845052556
Odf2l;outer dense fiber of sperm tails 2-like;1,333416897;0,007065485;0,021983007
Odf3b;outer dense fiber of sperm tails 3B;1,389058636;0,105817103;0,198676181
Ofd1;oral-facial-digital syndrome 1 gene homolog (human);1,05893284;0,493392944;0,628379018
Ogdh;oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide);1,150480919;0,017729929;0,047248683
Ogdhl;oxoglutarate dehydrogenase-like;2,85576788;8,58E-13;2,36E-11
Ogfod1;2-oxoglutarate and iron-dependent oxygenase domain containing 1;1,037916655;0,665244669;0,771364094
Ogfod2;2-oxoglutarate and iron-dependent oxygenase domain containing 2;-1,061091488;0,626799768;0,740859755
Ogfod3;2-oxoglutarate and iron-dependent oxygenase domain containing 3;-1,043826049;0,657257029;0,765072555
Ogfr;opioid growth factor receptor;-1,038867489;0,559938528;0,687748147
Ogfrl1;opioid growth factor receptor-like 1;-1,553400212;6,24E-07;6,01E-06
Ogg1;8-oxoguanine DNA-glycosylase 1;1,10384096;0,313427218;0,454204984
Ogn;osteoglycin;-1,339729046;0,006742787;0,021190413
Ogt;O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase);-1,317094857;0,001519999;0,00596974
Oip5;Opa interacting protein 5;-1,14014016;0,385849312;0,528575013
Oit1;oncoprotein induced transcript 1;1,692029133;0,053733771;0,116277376
Oit3;oncoprotein induced transcript 3;-1,469563823;0,032728467;0,078174312
Ola1;Obg-like ATPase 1;1,368494657;1,48E-07;1,61E-06
Olfm1;olfactomedin 1;-1,338500202;4,17E-05;0,000257336
Olfm2;olfactomedin 2;2,539018627;0,00397635;0,013565445
Olfm4;olfactomedin 4;2,506780663;0,003651309;0,012591225
Olfml1;olfactomedin-like 1;1,02507344;0,747429962;0,830270258
Olfml2a;olfactomedin-like 2A;-1,141805935;0,231437633;0,361456561
Olfml2b;olfactomedin-like 2B;1,075444795;0,374089048;0,517245439
Olfml3;olfactomedin-like 3;1,093113371;0,291064491;0,429571013
Olfr1033;olfactory receptor 1033;1,136148214;0,402294829;0,544294332
Olfr1342;olfactory receptor 1342;1,37549883;0,230947699;0,36088345
Olfr1372-ps1;"olfactory receptor 1372; pseudogene 1";-1,03377877;0,85313198;0,904284154
Olfr558;olfactory receptor 558;-2,176268493;0,004112143;0,013960544
Olfr613;olfactory receptor 613;-1,070484614;0,618367281;0,734759333
Olfr78;olfactory receptor 78;1,26989982;0,283185963;0,420778495
Olfr856-ps1;"olfactory receptor 856; pseudogene 1";-1,20381421;0,390544118;0,533065474
Olfr920;olfactory receptor 920;1,233588566;0,365449377;0,508269072
Olr1;oxidized low density lipoprotein (lectin-like) receptor 1;2,400109243;4,53E-06;3,57E-05
Oma1;"OMA1 homolog; zinc metallopeptidase (S. cerevisiae)";1,025615339;0,794107673;0,864195052
Omd;osteomodulin;-1,623718711;0,001917037;0,007266517
Ooep;oocyte expressed protein;1,308669163;0,164026012;0,278494986
Opa1;optic atrophy 1;1,171827725;0,003830313;0,013122153
Opa3;optic atrophy 3;1,103416212;0,183683876;0,303615356
Opcml;opioid binding protein/cell adhesion molecule-like;-1,270443011;0,020687353;0,053634696
Ophn1;oligophrenin 1;-1,070320021;0,434919134;0,574612353
Oplah;5-oxoprolinase (ATP-hydrolysing);1,176244564;0,018048204;0,047896781
Opn3;opsin 3;1,261227475;0,11613601;0,213972928
Optn;optineurin;1,598831694;1,62E-12;4,25E-11
Orai1;ORAI calcium release-activated calcium modulator 1;-1,006484031;0,92721478;0,954490017
Orai2;ORAI calcium release-activated calcium modulator 2;1,752891679;4,11E-17;1,92E-15
Orai3;ORAI calcium release-activated calcium modulator 3;-1,232746237;0,001483879;0,005856679
Oraov1;oral cancer overexpressed 1;-1,058281134;0,538701826;0,669366396
Orc1;"origin recognition complex; subunit 1";1,073439778;0,669822325;0,774724439
Orc2;"origin recognition complex; subunit 2";1,153590628;0,011730684;0,033644317
Orc3;"origin recognition complex; subunit 3";-1,084389656;0,218100257;0,345965953
Orc4;"origin recognition complex; subunit 4";1,070791181;0,19575458;0,318698073
Orc5;"origin recognition complex; subunit 5";1,018948763;0,800360342;0,868551682
Orc6;"origin recognition complex; subunit 6";-1,048674844;0,614263837;0,73152287
Ormdl1;ORM1-like 1 (S. cerevisiae);1,373453344;9,51E-06;6,93E-05
Ormdl2;ORM1-like 2 (S. cerevisiae);1,13340048;0,251801402;0,385264023
Ormdl3;ORM1-like 3 (S. cerevisiae);-1,059564236;0,305646661;0,446022223
Os9;amplified in osteosarcoma;-1,132874626;0,008679039;0,026133234
Osbp;oxysterol binding protein;-1,038786802;0,424176878;0,565059292
Osbpl10;oxysterol binding protein-like 10;1,362250786;0,004463735;0,014943276
Osbpl11;oxysterol binding protein-like 11;-1,159917815;0,022268878;0,057084426
Osbpl1a;oxysterol binding protein-like 1A;1,08575499;0,176536644;0,294823831
Osbpl2;oxysterol binding protein-like 2;-1,370933105;2,08E-06;1,78E-05
Osbpl3;oxysterol binding protein-like 3;2,089781737;2,65E-15;1,00E-13
Osbpl5;oxysterol binding protein-like 5;1,076625219;0,253237126;0,386533689
Osbpl6;oxysterol binding protein-like 6;1,499428812;1,23E-07;1,37E-06
Osbpl7;oxysterol binding protein-like 7;1,009993349;0,895339231;0,933312911
Osbpl8;oxysterol binding protein-like 8;1,121989436;0,060838973;0,128119629
Osbpl9;oxysterol binding protein-like 9;1,0378983;0,48204849;0,618818679
Oscp1;organic solute carrier partner 1;1,362671773;0,030701431;0,074092451
Oser1;oxidative stress responsive serine rich 1;-1,217351193;0,007328102;0,022646427
Osgep;O-sialoglycoprotein endopeptidase;-1,225295412;0,002914877;0,010408855
Osgepl1;O-sialoglycoprotein endopeptidase-like 1;1,263634362;0,004357808;0,014645469
Osgin1;oxidative stress induced growth inhibitor 1;2,258555603;5,97E-05;0,000351366
Osgin2;oxidative stress induced growth inhibitor family member 2;1,427292553;4,30E-07;4,25E-06
Osm;oncostatin M;2,378593408;0,011255006;0,03248901
Osmr;oncostatin M receptor;2,409960536;7,19E-26;8,58E-24
Osr1;odd-skipped related 1 (Drosophila);1,184689203;0,089209725;0,173788409
Osr2;odd-skipped related 2;2,765223836;0,001711021;0,00661724
Ost4;oligosaccharyltransferase 4 homolog (S. cerevisiae);1,131359706;0,07051179;0,143817
Ostc;oligosaccharyltransferase complex subunit;1,017554721;0,741247977;0,825214839
Ostf1;osteoclast stimulating factor 1;-1,095833002;0,080956168;0,160674942
Ostm1;osteopetrosis associated transmembrane protein 1;1,303675075;2,76E-07;2,84E-06
Otof;otoferlin;-2,786934268;6,40E-15;2,29E-13
Otub1;"OTU domain; ubiquitin aldehyde binding 1";1,151977316;0,006509823;0,020603676
Otub2;"OTU domain; ubiquitin aldehyde binding 2";-1,243618819;0,062607126;0,131083669
Otud1;OTU domain containing 1;1,140292802;0,149851733;0,260518304
Otud3;OTU domain containing 3;1,281303599;0,011386602;0,032804951
Otud4;OTU domain containing 4;1,161488194;0,006187521;0,019708156
Otud5;OTU domain containing 5;-1,271336572;8,47E-06;6,24E-05
Otud6b;OTU domain containing 6B;1,088633125;0,220457967;0,348612971
Otud7b;OTU domain containing 7B;1,095227326;0,103551924;0,195247671
Otulin;OTU deubiquitinase with linear linkage specificity;1,024203423;0,742433318;0,826346361
Otx1;orthodenticle homolog 1;2,427387175;0,007320811;0,022628661
Ovca2;candidate tumor suppressor in ovarian cancer 2;1,014399284;0,866861204;0,913622644
Ovgp1;oviductal glycoprotein 1;-1,169021004;0,437683042;0,577529072
Ovol1;OVO homolog-like 1 (Drosophila);-1,399421728;0,066375386;0,137308056
Ovol2;ovo-like 2 (Drosophila);1,209263102;0,227140406;0,356033163
Oxa1l;oxidase assembly 1-like;-1,177446954;0,0091221;0,027199467
Oxct1;3-oxoacid CoA transferase 1;1,327029792;0,000296954;0,001446614
Oxld1;oxidoreductase like domain containing 1;1,011083154;0,941364638;0,964368033
Oxnad1;oxidoreductase NAD-binding domain containing 1;1,310783626;0,005183537;0,016958315
Oxr1;oxidation resistance 1;1,056293131;0,426033977;0,566275478
Oxsm;"3-oxoacyl-ACP synthase; mitochondrial";1,028031194;0,700323794;0,796886469
Oxsr1;oxidative-stress responsive 1;-1,076744883;0,152292768;0,263519741
P2rx1;"purinergic receptor P2X; ligand-gated ion channel; 1";-1,428723855;0,114671441;0,212124818
P2rx2;"purinergic receptor P2X; ligand-gated ion channel; 2";1,564198882;0,025056944;0,062837213
P2rx4;"purinergic receptor P2X; ligand-gated ion channel 4";1,122531044;0,092065544;0,178169048
P2rx5;"purinergic receptor P2X; ligand-gated ion channel; 5";1,245922205;0,159013909;0,272062859
P2rx6;"purinergic receptor P2X; ligand-gated ion channel; 6";1,222750942;0,254014315;0,387478121
P2rx7;"purinergic receptor P2X; ligand-gated ion channel; 7";-1,128191981;0,082771025;0,163635038
P2ry1;"purinergic receptor P2Y; G-protein coupled 1";-1,225328108;0,158319605;0,271129334
P2ry10;"purinergic receptor P2Y; G-protein coupled 10";-1,156779537;0,333951725;0,475980383
P2ry12;"purinergic receptor P2Y; G-protein coupled 12";1,31625364;0,034505148;0,081726237
P2ry13;"purinergic receptor P2Y; G-protein coupled 13";1,363005417;0,089108503;0,17361427
P2ry14;"purinergic receptor P2Y; G-protein coupled; 14";-2,603131506;7,08E-28;1,04E-25
P2ry2;"purinergic receptor P2Y; G-protein coupled 2";1,500620849;0,000277132;0,001362262
P2ry6;"pyrimidinergic receptor P2Y; G-protein coupled; 6";1,450906617;0,003201133;0,011271951
P4ha1;"procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); alpha 1 polypeptide";-1,093597684;0,336189963;0,478320113
P4ha2;"procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); alpha II polypeptide";1,339842708;0,000402246;0,001883266
P4ha3;"procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); alpha polypeptide III";-1,574168486;5,24E-12;1,25E-10
P4hb;"prolyl 4-hydroxylase; beta polypeptide";1,039632872;0,576935523;0,702287617
P4htm;"prolyl 4-hydroxylase; transmembrane (endoplasmic reticulum)";-1,00890418;0,935384738;0,960215412
Pa2g4;proliferation-associated 2G4;1,101007471;0,044521439;0,100249823
Pabpc1;"poly(A) binding protein; cytoplasmic 1";1,089886173;0,288427562;0,426708774
Pabpc1l;"poly(A) binding protein; cytoplasmic 1-like";1,006244992;0,981749923;0,989777148
Pabpc4;"poly(A) binding protein; cytoplasmic 4";1,242509386;0,000524576;0,002370529
Pabpc4l;"poly(A) binding protein; cytoplasmic 4-like";-1,627850566;0,000448614;0,002073724
Pabpn1;"poly(A) binding protein; nuclear 1";-1,169251424;0,24174409;0,373537387
Pacrg;PARK2 co-regulated;1,461594125;0,020902687;0,054129217
Pacrgl;PARK2 co-regulated-like;1,073124359;0,424304728;0,565059292
Pacs1;phosphofurin acidic cluster sorting protein 1;-1,267655747;0,011879487;0,034024538
Pacs2;phosphofurin acidic cluster sorting protein 2;1,09369887;0,279981506;0,417200024
Pacsin1;protein kinase C and casein kinase substrate in neurons 1;1,085692532;0,698210742;0,795222092
Pacsin2;protein kinase C and casein kinase substrate in neurons 2;1,046701584;0,348971861;0,491690428
Pacsin3;protein kinase C and casein kinase substrate in neurons 3;-1,037056148;0,718912029;0,810059607
Padi2;"peptidyl arginine deiminase; type II";1,253145763;0,067861433;0,13973208
Padi3;"peptidyl arginine deiminase; type III";-2,149061256;0,000207558;0,001053808
Padi4;"peptidyl arginine deiminase; type IV";-2,15958557;0,000206451;0,001049639
Paf1;"Paf1; RNA polymerase II associated factor; homolog (S. cerevisiae)";-1,137130092;0,014815555;0,040885582
Pafah1b1;"platelet-activating factor acetylhydrolase; isoform 1b; subunit 1";1,019747299;0,787473114;0,859524883
Pafah1b2;"platelet-activating factor acetylhydrolase; isoform 1b; subunit 2";1,035477545;0,568097589;0,694872952
Pafah1b3;"platelet-activating factor acetylhydrolase; isoform 1b; subunit 3";1,110060609;0,272616747;0,408966928
Pafah2;platelet-activating factor acetylhydrolase 2;1,025481455;0,737325297;0,822532813
Pag1;phosphoprotein associated with glycosphingolipid microdomains 1;-1,602811363;5,58E-07;5,42E-06
Pagr1a;PAXIP1 associated glutamate rich protein 1A;-1,441114246;2,02E-05;0,000135335
Paics;"phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoribosylaminoimidazole; succinocarboxamide synthetase";1,065446569;0,204409864;0,329630282
Paip1;polyadenylate binding protein-interacting protein 1;-1,048792497;0,369986416;0,512926179
Paip2;polyadenylate-binding protein-interacting protein 2;-1,08482902;0,135063584;0,2400963
Paip2b;poly(A) binding protein interacting protein 2B;1,028652759;0,622835077;0,738153832
Pak1;p21 protein (Cdc42/Rac)-activated kinase 1;1,246378183;0,009721656;0,028695606
Pak1ip1;PAK1 interacting protein 1;1,291608453;0,000186913;0,000962646
Pak2;p21 protein (Cdc42/Rac)-activated kinase 2;1,047185884;0,428894617;0,568899902
Pak3;p21 protein (Cdc42/Rac)-activated kinase 3;1,023489131;0,857044252;0,90659724
Pak4;p21 protein (Cdc42/Rac)-activated kinase 4;-1,21360903;0,000431805;0,002004279
Pak6;p21 protein (Cdc42/Rac)-activated kinase 6;1,808611769;0,001217553;0,004921531
Palb2;partner and localizer of BRCA2;-1,285944813;0,067939165;0,139872508
Pald1;"phosphatase domain containing; paladin 1";-1,50721608;6,20E-10;1,05E-08
Palld;"palladin; cytoskeletal associated protein";-1,20279351;0,097087646;0,185562985
Palm;paralemmin;-1,488149977;8,31E-12;1,90E-10
Palm2;paralemmin 2;1,188332561;0,153820682;0,265490703
Palm3;paralemmin 3;-1,345667673;0,093081739;0,179614461
Palmd;palmdelphin;-2,652036428;3,03E-20;1,90E-18
Pam;peptidylglycine alpha-amidating monooxygenase;-1,394638698;8,41E-07;7,85E-06
Pam16;presequence translocase-asssociated motor 16 homolog (S. cerevisiae);1,067779846;0,547938702;0,67759692
Pamr1;peptidase domain containing associated with muscle regeneration 1;-1,144608772;0,072399396;0,146992712
Pan2;PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae);-1,252570741;0,00069714;0,003046198
Pan3;PAN3 polyA specific ribonuclease subunit homolog (S. cerevisiae);-1,263189049;0,000163914;0,000856826
Pank1;pantothenate kinase 1;-1,340598468;0,000496063;0,002259071
Pank2;pantothenate kinase 2;1,008854705;0,865938311;0,912994198
Pank3;pantothenate kinase 3;-1,00968686;0,935685961;0,960313071
Pank4;pantothenate kinase 4;-1,081629571;0,239362834;0,370822711
Panx1;pannexin 1;-1,074183495;0,331634797;0,473445941
Paox;polyamine oxidase (exo-N4-amino);1,324114003;0,000696745;0,003045378
Papd4;PAP associated domain containing 4;1,116536113;0,090139448;0,175227361
Papd5;PAP associated domain containing 5;-1,018200693;0,75086949;0,832436227
Papd7;PAP associated domain containing 7;-1,139696059;0,023231828;0,059038867
Papln;"papilin; proteoglycan-like sulfated glycoprotein";-1,002215844;0,992598881;0,996265365
Papola;poly (A) polymerase alpha;1,027001176;0,655957047;0,764302212
Papolg;poly(A) polymerase gamma;-1,19972374;0,008623052;0,026002063
Pappa;pregnancy-associated plasma protein A;1,184406265;0,164493614;0,279005257
Pappa2;pappalysin 2;1,783992626;0,000160321;0,00084134
Papss1;3'-phosphoadenosine 5'-phosphosulfate synthase 1;-1,115301201;0,036472896;0,085339947
Papss2;3'-phosphoadenosine 5'-phosphosulfate synthase 2;1,015683879;0,868285667;0,914664053
Paqr3;progestin and adipoQ receptor family member III;-1,101284048;0,548949445;0,678522046
Paqr4;progestin and adipoQ receptor family member IV;-1,425177703;1,28E-07;1,42E-06
Paqr5;progestin and adipoQ receptor family member V;2,049540962;5,49E-07;5,35E-06
Paqr6;progestin and adipoQ receptor family member VI;-1,513626143;0,00465791;0,015488898
Paqr7;progestin and adipoQ receptor family member VII;-1,094628835;0,214889326;0,342275955
Paqr8;progestin and adipoQ receptor family member VIII;1,006968017;0,930370474;0,95671217
Paqr9;progestin and adipoQ receptor family member IX;1,197650593;0,5555172;0,683588047
Pard3;par-3 family cell polarity regulator;-1,150796252;0,020141777;0,052382187
Pard3b;par-3 family cell polarity regulator beta;-1,051341482;0,415401335;0,556637789
Pard6a;par-6 family cell polarity regulator alpha;-1,069403753;0,629247397;0,742843566
Pard6b;par-6 family cell polarity regulator beta;1,520040613;7,36E-06;5,51E-05
Pard6g;par-6 family cell polarity regulator gamma;-1,297965349;0,00014864;0,000787648
Parg;poly (ADP-ribose) glycohydrolase;-1,090827619;0,075068947;0,151116293
Park2;"Parkinson disease (autosomal recessive; juvenile) 2; parkin";-1,087173342;0,592470228;0,71469981
Park7;"Parkinson disease (autosomal recessive; early onset) 7";1,016218079;0,765001563;0,843467683
Parl;"presenilin associated; rhomboid-like";1,167065193;0,093210928;0,179816454
Parm1;prostate androgen-regulated mucin-like protein 1;-1,265353238;0,02461231;0,061944499
Parn;poly(A)-specific ribonuclease (deadenylation nuclease);-1,031357505;0,6132085;0,730918629
Parp1;"poly (ADP-ribose) polymerase family; member 1";-1,045287762;0,627541545;0,7413185
Parp10;"poly (ADP-ribose) polymerase family; member 10";1,230955005;0,037604377;0,087554589
Parp11;"poly (ADP-ribose) polymerase family; member 11";-1,114604975;0,339904915;0,482063099
Parp12;"poly (ADP-ribose) polymerase family; member 12";-1,000975207;0,989442774;0,99485753
Parp14;"poly (ADP-ribose) polymerase family; member 14";-1,01436866;0,90446374;0,939087521
Parp16;"poly (ADP-ribose) polymerase family; member 16";-1,015276085;0,877809075;0,921047815
Parp2;"poly (ADP-ribose) polymerase family; member 2";-1,092365077;0,159713062;0,273099843
Parp3;"poly (ADP-ribose) polymerase family; member 3";1,48942784;1,60E-07;1,74E-06
Parp4;"poly (ADP-ribose) polymerase family; member 4";1,119888099;0,123131532;0,223907419
Parp6;"poly (ADP-ribose) polymerase family; member 6";-1,166736239;0,017919673;0,047643171
Parp8;"poly (ADP-ribose) polymerase family; member 8";-1,040094141;0,57139794;0,697862658
Parp9;"poly (ADP-ribose) polymerase family; member 9";1,034241911;0,676063727;0,779191192
Parpbp;PARP1 binding protein;-1,209062684;0,344514643;0,487188064
Pars2;prolyl-tRNA synthetase (mitochondrial)(putative);1,073216962;0,559381326;0,687247944
Parva;"parvin; alpha";-1,045079907;0,537923118;0,6689811
Parvb;"parvin; beta";1,015184576;0,858094422;0,907250285
Parvg;"parvin; gamma";-1,023248225;0,837843254;0,89350055
Pask;PAS domain containing serine/threonine kinase;-1,000532871;0,996544861;0,998245681
Patl1;protein associated with topoisomerase II homolog 1 (yeast);1,027468709;0,668996163;0,774146743
Patz1;POZ (BTB) and AT hook containing zinc finger 1;-1,409917261;6,46E-10;1,10E-08
Pawr;"PRKC; apoptosis; WT1; regulator";1,376189079;6,57E-07;6,27E-06
Pax5;paired box 5;-1,377516607;0,130614154;0,234119409
Paxbp1;PAX3 and PAX7 binding protein 1;-1,126655188;0,201513868;0,32610709
Paxip1;PAX interacting (with transcription-activation domain) protein 1;1,033168212;0,650462062;0,760375225
Pbdc1;polysaccharide biosynthesis domain containing 1;1,200384558;0,054343713;0,117262545
Pbk;PDZ binding kinase;-1,20029439;0,219424519;0,347353108
Pbld1;phenazine biosynthesis-like protein domain containing 1;1,04149335;0,81642413;0,879232244
Pbld2;phenazine biosynthesis-like protein domain containing 2;1,25935188;0,129524274;0,232677481
Pbrm1;polybromo 1;-1,061946973;0,27891072;0,416183035
Pbx1;pre B cell leukemia homeobox 1;-1,095923697;0,221643118;0,349846114
Pbx2;pre B cell leukemia homeobox 2;-1,25806971;0,000480058;0,00219299
Pbx3;pre B cell leukemia homeobox 3;-1,144161574;0,02394273;0,060570979
Pbx4;pre B cell leukemia homeobox 4;1,951405301;0,001148919;0,004680203
Pbxip1;pre B cell leukemia transcription factor interacting protein 1;1,073391127;0,207416082;0,333123486
Pcbd1;pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1;1,605388844;0,000190786;0,000978813
Pcbd2;pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2;1,240351701;0,053325099;0,1156428
Pcbp1;poly(rC) binding protein 1;1,01054422;0,841378221;0,89606726
Pcbp2;poly(rC) binding protein 2;-1,052586848;0,481334011;0,618226011
Pcbp3;poly(rC) binding protein 3;-1,394132682;2,23E-06;1,89E-05
Pcbp4;poly(rC) binding protein 4;-1,097485583;0,141082749;0,248601798
Pcca;"propionyl-Coenzyme A carboxylase; alpha polypeptide";1,170546561;0,039802292;0,091663482
Pccb;"propionyl Coenzyme A carboxylase; beta polypeptide";1,090370011;0,147588286;0,257529185
Pcdh1;protocadherin 1;-1,05099873;0,726534122;0,815454385
Pcdh12;protocadherin 12;-1,390687402;0,015382666;0,042189474
Pcdh17;protocadherin 17;-1,356470422;0,000808054;0,003459752
Pcdh18;protocadherin 18;-1,285302587;0,016590297;0,044813959
Pcdh19;protocadherin 19;1,594518367;1,83E-06;1,58E-05
Pcdh20;protocadherin 20;1,717037878;0,000200395;0,001023458
Pcdh7;protocadherin 7;1,261079896;0,007638752;0,023468049
Pcdh9;protocadherin 9;1,988841467;4,88E-06;3,81E-05
Pcdha10;protocadherin alpha 10;-1,115056357;0,761596684;0,840661111
Pcdhac2;"protocadherin alpha subfamily C; 2";-1,543328017;0,000458045;0,002106862
Pcdhb10;protocadherin beta 10;-1,345720005;0,096520665;0,184744027
Pcdhb11;protocadherin beta 11;-1,415612198;0,03997971;0,091990323
Pcdhb12;protocadherin beta 12;-1,278416299;0,160924202;0,274626753
Pcdhb13;protocadherin beta 13;1,287413412;0,234066306;0,364475741
Pcdhb14;protocadherin beta 14;-1,036387569;0,812687145;0,876999227
Pcdhb15;protocadherin beta 15;-1,127745183;0,476562097;0,61365473
Pcdhb16;protocadherin beta 16;1,150070972;0,330703783;0,472484577
Pcdhb17;protocadherin beta 17;1,043874056;0,553500361;0,681849618
Pcdhb18;protocadherin beta 18;1,045898054;0,707327107;0,80174667
Pcdhb19;protocadherin beta 19;-1,367213268;0,040623552;0,093223237
Pcdhb2;protocadherin beta 2;-1,082063157;0,720231934;0,811168205
Pcdhb20;protocadherin beta 20;-1,044832877;0,658225742;0,765977358
Pcdhb21;protocadherin beta 21;1,05029053;0,832325012;0,890203725
Pcdhb22;protocadherin beta 22;-1,30972762;0,009660056;0,028564782
Pcdhb3;protocadherin beta 3;-1,250410123;0,091229601;0,17680781
Pcdhb4;protocadherin beta 4;-1,225368739;0,19969084;0,323907108
Pcdhb5;protocadherin beta 5;-1,218190709;0,175839478;0,293860211
Pcdhb7;protocadherin beta 7;-1,111911517;0,398993828;0,540825537
Pcdhb8;protocadherin beta 8;-1,185922779;0,416900222;0,558187514
Pcdhb9;protocadherin beta 9;-1,064578673;0,602027748;0,722376543
Pcdhga1;"protocadherin gamma subfamily A; 1";1,098506292;0,492847471;0,627956838
Pcdhga10;"protocadherin gamma subfamily A; 10";1,139774939;0,174729331;0,29233791
Pcdhga11;"protocadherin gamma subfamily A; 11";-1,142265171;0,279896757;0,417169134
Pcdhga12;"protocadherin gamma subfamily A; 12";-1,101819773;0,459815754;0,598477455
Pcdhga2;"protocadherin gamma subfamily A; 2";-1,226592205;0,081022374;0,160762853
Pcdhga3;"protocadherin gamma subfamily A; 3";-1,17440919;0,210474646;0,337039669
Pcdhga4;"protocadherin gamma subfamily A; 4";-1,118769223;0,318176305;0,459183272
Pcdhga5;"protocadherin gamma subfamily A; 5";-1,223560706;0,050139579;0,110134438
Pcdhga6;"protocadherin gamma subfamily A; 6";-1,025334886;0,74822844;0,830905615
Pcdhga7;"protocadherin gamma subfamily A; 7";1,039194163;0,760709351;0,839871204
Pcdhga8;"protocadherin gamma subfamily A; 8";-1,095605649;0,48175415;0,618549058
Pcdhga9;"protocadherin gamma subfamily A; 9";1,186130893;0,166738711;0,281828948
Pcdhgb1;"protocadherin gamma subfamily B; 1";-1,223614721;0,113596128;0,210586984
Pcdhgb2;"protocadherin gamma subfamily B; 2";-1,292514432;0,042768548;0,097097772
Pcdhgb4;"protocadherin gamma subfamily B; 4";-1,567454126;5,87E-05;0,00034603
Pcdhgb5;"protocadherin gamma subfamily B; 5";-1,326954369;0,03827801;0,088855124
Pcdhgb6;"protocadherin gamma subfamily B; 6";-1,242823534;0,025307042;0,063280544
Pcdhgb7;"protocadherin gamma subfamily B; 7";-1,084528736;0,467564299;0,605522592
Pcdhgb8;"protocadherin gamma subfamily B; 8";1,358794873;0,068698315;0,14111863
Pcdhgc3;"protocadherin gamma subfamily C; 3";-1,20311099;0,119625933;0,218970973
