Mouse Genes,Human Ortholog Symbol,Identity
Irx3,ENSG00000177508,85.2295
Tmem238,ENSG00000233493,85.2273
Ppapdc1b,ENSG00000147535,85.2273
Iqgap3,ENSG00000183856,85.2238
Gpx1,ENSG00000233276,85.2217
Arrdc1,ENSG00000197070,85.2194
Uchl3,ENSG00000118939,85.2174
Adamtsl3,ENSG00000156218,85.2159
Nrn1,ENSG00000124785,85.2113
Klf10,ENSG00000155090,85.2083
Armc9,ENSG00000135931,85.2078
Phlpp1,ENSG00000081913,85.2068
Prrt4,ENSG00000224940,85.2058
Cbr3,ENSG00000159231,85.1986
Spon2,ENSG00000159674,85.1964
Gstz1,ENSG00000100577,85.1852
Dnajb2,ENSG00000135924,85.1852
Cenpl,ENSG00000120334,85.1744
Slc15a1,ENSG00000088386,85.1695
Rassf5,ENSG00000266094,85.1675
Pcca,ENSG00000175198,85.1648
2410004B18Rik,ENSG00000162642,85.1648
Nid1,ENSG00000116962,85.1644
Gtf3c5,ENSG00000148308,85.1638
Tarsl2,ENSG00000185418,85.1621
Vipr2,ENSG00000106018,85.1598
Rgs14,ENSG00000169220,85.159
Cntd1,ENSG00000176563,85.1515
Zfp82,ENSG00000181007,85.1504
Pqlc3,ENSG00000162976,85.1485
Fignl2,ENSG00000261308,85.1455
Fars2,ENSG00000145982,85.1441
Coro2a,ENSG00000106789,85.1429
Tprkb,ENSG00000144034,85.1429
Ezh1,ENSG00000108799,85.1406
Lxn,ENSG00000079257,85.1351
Mycn,ENSG00000134323,85.1293
Tmem67,ENSG00000164953,85.1256
Ldhd,ENSG00000166816,85.124
Dnajc21,ENSG00000168724,85.1224
Slc22a4,ENSG00000197208,85.118
Nipal2,ENSG00000104361,85.1175
Slc10a3,ENSG00000126903,85.1153
Rhot2,ENSG00000140983,85.1133
Specc1,ENSG00000128487,85.1124
Msra,ENSG00000175806,85.1064
Tmem242,ENSG00000215712,85.1064
Adam9,ENSG00000168615,85.1038
Klf15,ENSG00000163884,85.0962
Zbtb4,ENSG00000174282,85.0938
Ttll12,ENSG00000100304,85.0932
Plekhg5,ENSG00000171680,85.0895
Gnl2,ENSG00000134697,85.0889
Cdkl2,ENSG00000138769,85.0877
Cttnbp2,ENSG00000077063,85.0872
Myo3b,ENSG00000071909,85.0858
Wdr46,ENSG00000227057,85.082
Tmem100,ENSG00000166292,85.0746
Spdef,ENSG00000124664,85.0746
Pcdhga5,ENSG00000253485,85.0698
Psmg1,ENSG00000183527,85.0694
Tcp11l1,ENSG00000176148,85.0688
Adh1,ENSG00000248144,85.0667
Gpatch2l,ENSG00000089916,85.0622
Grhpr,ENSG00000137106,85.061
Terf2,ENSG00000132604,85.0554
Recql,ENSG00000004700,85.0539
Mtmr11,ENSG00000014914,85.0494
Gcnt1,ENSG00000187210,85.0467
Lnp,ENSG00000144320,85.0467
Dnajc14,ENSG00000135392,85.0427
Pdhx,ENSG00000110435,85.0299
Spryd4,ENSG00000176422,85.0242
Osgepl1,ENSG00000128694,85.0242
Tm2d1,ENSG00000162604,85.0242
Mcmdc2,ENSG00000178460,85.022
Stx11,ENSG00000135604,85.0174
Spire2,ENSG00000204991,85.014
Zfp365,ENSG00000138311,85.0123
Clybl,ENSG00000125246,85.0
Fam195a,ENSG00000172366,85.0
Rfxank,ENSG00000064490,85.0
Tmem234,ENSG00000160055,85.0
Spata5,ENSG00000145375,84.9944
Nbr1,ENSG00000188554,84.9896
Kcnk6,ENSG00000099337,84.984
Chodl,ENSG00000154645,84.9817
1700021K19Rik,ENSG00000145016,84.9794
Capn12,ENSG00000182472,84.9791
Chmp4c,ENSG00000164695,84.9785
Cdc42bpg,ENSG00000171219,84.9774
Lpxn,ENSG00000110031,84.9741
Prmt7,ENSG00000132600,84.9711
Arl16,ENSG00000214087,84.9711
Dnajb6,ENSG00000105993,84.9693
Oxsm,ENSG00000151093,84.9673
Fbln7,ENSG00000144152,84.9658
Gjc2,ENSG00000198835,84.9658
Terf2ip,ENSG00000166848,84.9624
Gpr137b,ENSG00000077585,84.9624
Cyp4b1,ENSG00000142973,84.9609
Hexim1,ENSG00000186834,84.9582
Tjp2,ENSG00000119139,84.958
P2ry10,ENSG00000078589,84.9557
Acot8,ENSG00000101473,84.953
Rltpr,ENSG00000159753,84.9477
Fras1,ENSG00000138759,84.9452
Itih3,ENSG00000162267,84.9438
Wdr75,ENSG00000115368,84.9398
Diablo,ENSG00000184047,84.9372
Znrf3,ENSG00000183579,84.9359
Kmt2c,ENSG00000055609,84.9318
Tmem125,ENSG00000179178,84.9315
Echdc2,ENSG00000121310,84.9315
Rspo3,ENSG00000146374,84.9265
S1pr5,ENSG00000180739,84.9246
Abcc10,ENSG00000124574,84.9196
Lrch4,ENSG00000077454,84.9195
Syne1,ENSG00000131018,84.9153
Kank1,ENSG00000107104,84.9112
Fbxo40,ENSG00000163833,84.9083
Setd2,ENSG00000181555,84.9064
Cox16,ENSG00000133983,84.9057
Eea1,ENSG00000102189,84.9043
Bag4,ENSG00000156735,84.9015
Dync2li1,ENSG00000138036,84.9003
Rai14,ENSG00000039560,84.898
Ap5m1,ENSG00000053770,84.898
Dact3,ENSG00000197380,84.8967
Ears2,ENSG00000103356,84.8948
Akr7a5,ENSG00000211454,84.8943
Lemd2,ENSG00000161904,84.8907
Grpel2,ENSG00000164284,84.8889
Smco3,ENSG00000179256,84.8889
Dtx2,ENSG00000091073,84.8875
Itga4,ENSG00000115232,84.8837
Pcdh1,ENSG00000156453,84.8828
Ccdc112,ENSG00000164221,84.8771
Pdp2,ENSG00000172840,84.8771
Cpm,ENSG00000135678,84.8758
Bnipl,ENSG00000163141,84.8739
Frmd7,ENSG00000165694,84.8739
Pcdhga3,ENSG00000254245,84.8712
Bag3,ENSG00000151929,84.8696
Prkag3,ENSG00000115592,84.8671
Evi5,ENSG00000067208,84.8668
Pdgfd,ENSG00000170962,84.8649
Pef1,ENSG00000162517,84.8592
Ankrd9,ENSG00000156381,84.858
Trim55,ENSG00000147573,84.854
Tmem14a,ENSG00000096092,84.8485
Nnmt,ENSG00000166741,84.8485
Pik3ap1,ENSG00000155629,84.8447
Clpp,ENSG00000125656,84.8375
Mettl7a1,ENSG00000185432,84.8361
Fam73a,ENSG00000180488,84.8333
Npm3,ENSG00000107833,84.8315
Camsap1,ENSG00000130559,84.8315
Moxd1,ENSG00000079931,84.8287
Mrpl14,ENSG00000180992,84.8276
Usp19,ENSG00000172046,84.8266
Tmem14c,ENSG00000111843,84.8214
Nol6,ENSG00000165271,84.8168
Spi1,ENSG00000066336,84.8148
Acsl1,ENSG00000151726,84.8138
Atp2b4,ENSG00000058668,84.8133
Rxfp1,ENSG00000171509,84.8085
Mmp28,ENSG00000271447,84.8077
Bbx,ENSG00000114439,84.8034
Slc24a5,ENSG00000188467,84.8
Pyroxd1,ENSG00000121350,84.8
Cnp,ENSG00000173786,84.7981
Dnaic2,ENSG00000171595,84.7934
4930402H24Rik,ENSG00000088854,84.7918
Arhgef19,ENSG00000142632,84.788
Gdpd2,ENSG00000130055,84.7866
Ccdc28a,ENSG00000024862,84.7826
Fam151b,ENSG00000152380,84.7826
Zfp30,ENSG00000120784,84.7784
Zfp644,ENSG00000122482,84.7777
Atf6,ENSG00000118217,84.7761
Armcx1,ENSG00000126947,84.7682
Tmppe,ENSG00000188167,84.7682
Aagab,ENSG00000103591,84.7619
Chst3,ENSG00000122863,84.7599
Wbp1,ENSG00000239779,84.7584
Cebpd,ENSG00000221869,84.7584
Mocs1,ENSG00000124615,84.7484
Arg2,ENSG00000081181,84.7458
Adck4,ENSG00000123815,84.7426
Cpxm1,ENSG00000088882,84.7411
Mitd1,ENSG00000158411,84.739
Atg2a,ENSG00000110046,84.7265
Hspb11,ENSG00000081870,84.7222
Slc25a45,ENSG00000162241,84.7222
Hinfp,ENSG00000172273,84.7195
Htra2,ENSG00000115317,84.7162
Stk36,ENSG00000163482,84.7148
Yif1b,ENSG00000167645,84.7134
Rapgef5,ENSG00000136237,84.7112
Plce1,ENSG00000138193,84.7089
E130309D14Rik,ENSG00000277200,84.7059
Slc16a6,ENSG00000108932,84.7036
Hsf1,ENSG00000185122,84.6881
Pgap3,ENSG00000161395,84.6875
Arhgef7,ENSG00000102606,84.6868
Sgpl1,ENSG00000166224,84.6831
Vipr1,ENSG00000114812,84.6827
Rmdn3,ENSG00000137824,84.6809
Upf3b,ENSG00000125351,84.6791
Ybx3,ENSG00000060138,84.6774
Socs4,ENSG00000170677,84.6729
Socs6,ENSG00000170677,84.6729
Tatdn3,ENSG00000203705,84.6715
Snapc3,ENSG00000164975,84.6715
Tpgs2,ENSG00000134779,84.6667
Med26,ENSG00000105085,84.6667
Gga2,ENSG00000103365,84.6656
Vkorc1,ENSG00000167397,84.6626
Zc3hc1,ENSG00000091732,84.6614
Ttc37,ENSG00000198677,84.6547
Rgs16,ENSG00000143333,84.6535
Casp6,ENSG00000138794,84.6416
Ebna1bp2,ENSG00000117395,84.6405
Arhgap28,ENSG00000088756,84.6365
Cnppd1,ENSG00000115649,84.6341
Mpi,ENSG00000178802,84.6336
Mfsd4,ENSG00000174514,84.6303
Sass6,ENSG00000156876,84.6271
Dlc1,ENSG00000164741,84.6204
Alkbh3,ENSG00000166199,84.6154
Nxnl2,ENSG00000130045,84.6154
Hmgn3,ENSG00000118418,84.6154
Rsad1,ENSG00000136444,84.6154
Pcdhgb5,ENSG00000276547,84.6154
Nmral1,ENSG00000153406,84.6154
Cyba,ENSG00000051523,84.6154
Spata2,ENSG00000158480,84.6154
Zfyve21,ENSG00000100711,84.6154
Scaf1,ENSG00000126461,84.6037
Ncf2,ENSG00000116701,84.6008
Pisd,ENSG00000241878,84.5966
Aurkb,ENSG00000178999,84.593
Tmem51,ENSG00000171729,84.585
Ttc27,ENSG00000018699,84.5789
Armc4,ENSG00000169126,84.5785
Lamc2,ENSG00000058085,84.5767
Xbp1,ENSG00000100219,84.5745
Ddx10,ENSG00000178105,84.5714
Mrpl17,ENSG00000158042,84.5714
Arhgef11,ENSG00000132694,84.5711
Atp2c2,ENSG00000064270,84.5666
Rasgrf1,ENSG00000058335,84.5664
Tbc1d32,ENSG00000146350,84.5664
Plekhj1,ENSG00000104886,84.5638
Dtwd2,ENSG00000169570,84.5638
Ddx54,ENSG00000123064,84.563
Kcnk13,ENSG00000152315,84.5588
Ngly1,ENSG00000151092,84.5566
Ubxn2a,ENSG00000173960,84.556
Kcne2,ENSG00000159197,84.5528
Nfkbib,ENSG00000104825,84.5506
1700007G11Rik,ENSG00000197826,84.5494
Pcdhga7,ENSG00000253537,84.5494
Chchd5,ENSG00000125611,84.5455
Ffar2,ENSG00000126262,84.5455
Tpd52,ENSG00000076554,84.5411
Efhc1,ENSG00000096093,84.5312
Dtd2,ENSG00000129480,84.5238
Grtp1,ENSG00000139835,84.5238
Clec11a,ENSG00000105472,84.5201
Adap2,ENSG00000184060,84.5144
Ermp1,ENSG00000099219,84.5133
Plch1,ENSG00000114805,84.5104
Pyroxd2,ENSG00000119943,84.5095
Galnt12,ENSG00000119514,84.5095
Chchd10,ENSG00000250479,84.507
Pigyl,ENSG00000255072,84.507
Adprm,ENSG00000170222,84.5029
Peo1,ENSG00000107815,84.5029
Commd7,ENSG00000149600,84.5
Rhbg,ENSG00000132677,84.4978
Cox5b,ENSG00000135940,84.4961
Fbln1,ENSG00000077942,84.495
Nars2,ENSG00000137513,84.4864
Fam178a,ENSG00000119906,84.4842
Kdm4c,ENSG00000107077,84.4697
Gpatch2,ENSG00000092978,84.4697
Prr15l,ENSG00000167183,84.466
S100a16,ENSG00000188643,84.466
Dpp4,ENSG00000197635,84.4648
Arhgap18,ENSG00000146376,84.4646
Fgfr1op,ENSG00000213066,84.4612
Mypop,ENSG00000176182,84.4612
Coq10b,ENSG00000115520,84.4538
Arhgap17,ENSG00000140750,84.4495
Stox2,ENSG00000173320,84.4492
Ado,ENSG00000181915,84.4444
Azi2,ENSG00000163512,84.4388
Irf5,ENSG00000128604,84.4358
Best3,ENSG00000127325,84.4311
Pnp,ENSG00000198805,84.4291
Dcxr,ENSG00000169738,84.4262
Abi3,ENSG00000108798,84.4262
Tiam2,ENSG00000146426,84.4209
Nup210,ENSG00000132182,84.4197
Alg6,ENSG00000088035,84.4181
Cog2,ENSG00000135775,84.4173
Ociad2,ENSG00000145247,84.4156
Nfil3,ENSG00000165030,84.4156
Lipt2,ENSG00000175536,84.4156
Nit1,ENSG00000158793,84.4037
Bcl2l12,ENSG00000126453,84.4
Ddrgk1,ENSG00000198171,84.3949
Enkd1,ENSG00000124074,84.3931
Mto1,ENSG00000135297,84.3931
Hspb1,ENSG00000106211,84.3902
Ppp1r2,ENSG00000184203,84.3902
Tgfb1i1,ENSG00000140682,84.3818
Snx29,ENSG00000048471,84.3788
Erap1,ENSG00000164307,84.3783
Dusp9,ENSG00000130829,84.375
Mfsd12,ENSG00000161091,84.375
Syap1,ENSG00000169895,84.375
Mrpl28,ENSG00000086504,84.375
Zfp467,ENSG00000181444,84.3698
Nrip1,ENSG00000180530,84.3696
Tmem200b,ENSG00000253304,84.3648
Baz2b,ENSG00000123636,84.3635
Gstcd,ENSG00000138780,84.3602
Zfp182,ENSG00000147118,84.3548
Spib,ENSG00000269404,84.3511
Nif3l1,ENSG00000196290,84.3501
Ogg1,ENSG00000114026,84.3478
E2f6,ENSG00000169016,84.3416
Vps13a,ENSG00000197969,84.3415
Racgap1,ENSG00000161800,84.3354
Zfhx2,ENSG00000136367,84.3313
Rom1,ENSG00000149489,84.3305
Ccdc18,ENSG00000122483,84.3299
Bod1,ENSG00000145919,84.3243
Ccna1,ENSG00000133101,84.323
Dnah11,ENSG00000105877,84.3224
Btd,ENSG00000169814,84.3212
Glyctk,ENSG00000168237,84.3212
Mall,ENSG00000144063,84.3137
Psmd9,ENSG00000110801,84.3049
Lemd3,ENSG00000174106,84.303
Sdr39u1,ENSG00000100445,84.3003
Osbpl5,ENSG00000021762,84.3003
Arhgef38,ENSG00000236699,84.2986
Rpp40,ENSG00000124787,84.2975
Tti1,ENSG00000101407,84.2975
Rfc4,ENSG00000163918,84.2975
Dnajc1,ENSG00000136770,84.296
Qpctl,ENSG00000011478,84.2932
Rdh13,ENSG00000160439,84.29
Cltb,ENSG00000175416,84.2795
Tceal1,ENSG00000172465,84.2767
Tdrd3,ENSG00000083544,84.2742
Slc16a10,ENSG00000112394,84.2718
Adra1d,ENSG00000171873,84.2657
Adra1a,ENSG00000171873,84.2657
Zfp3,ENSG00000180787,84.2629
Mrpl2,ENSG00000112651,84.2623
Abcb8,ENSG00000197150,84.2618
Ccna2,ENSG00000145386,84.2593
Ripk2,ENSG00000104312,84.2593
Sncg,ENSG00000173267,84.252
Ccdc64b,ENSG00000162069,84.252
Sytl5,ENSG00000147041,84.2466
Ganc,ENSG00000214013,84.2451
Nhsl2,ENSG00000204131,84.2449
Cramp1l,ENSG00000007545,84.2396
Sepn1,ENSG00000162430,84.2373
Pard3b,ENSG00000116117,84.2324
Sypl,ENSG00000008282,84.2324
Ptpn12,ENSG00000127947,84.2308
Gna15,ENSG00000060558,84.2246
Lig1,ENSG00000105486,84.222
Shf,ENSG00000138606,84.2213
Nt5m,ENSG00000205309,84.2105
Gfm2,ENSG00000164347,84.2105
Nsmce2,ENSG00000156831,84.2105
Thap2,ENSG00000173451,84.2105
Trim10,ENSG00000204613,84.1996
Atm,ENSG00000149311,84.195
Rufy3,ENSG00000018189,84.1936
Oxr1,ENSG00000164830,84.1924
Gpatch3,ENSG00000198746,84.1905
Hars2,ENSG00000112855,84.1897
A630007B06Rik,ENSG00000165813,84.1871
Tbrg1,ENSG00000154144,84.1849
Ttc22,ENSG00000006555,84.1828
Figf,ENSG00000165197,84.1808
Acp1,ENSG00000143727,84.1772
Lrch3,ENSG00000186001,84.1699
Prdm2,ENSG00000116731,84.1676
Klhl38,ENSG00000175946,84.1652
Cdc25a,ENSG00000164045,84.1603
Il17d,ENSG00000172458,84.1584
Hcls1,ENSG00000180353,84.1564
Begain,ENSG00000183092,84.1503
Mustn1,ENSG00000272573,84.1463
Sqle,ENSG00000104549,84.1463
Lysmd1,ENSG00000163155,84.141
Tsku,ENSG00000182704,84.136
Nol3,ENSG00000140939,84.1346
Tgm2,ENSG00000198959,84.1339
Cby1,ENSG00000100211,84.127
Uqcr10,ENSG00000184076,84.127
Il11ra1,ENSG00000137070,84.1232
Tars2,ENSG00000143374,84.1226
Hexa,ENSG00000213614,84.121
Pcdhga9,ENSG00000261934,84.1202
Gprc5b,ENSG00000167191,84.1191
Slc2a12,ENSG00000146411,84.1167
Tigd5,ENSG00000179886,84.1122
Mreg,ENSG00000118242,84.1122
Cd36,ENSG00000135218,84.1102
Dohh,ENSG00000129932,84.106
G6pc3,ENSG00000141349,84.104
Tfb1m,ENSG00000029639,84.104
B3gntl1,ENSG00000175711,84.104
Gpatch1,ENSG00000076650,84.1031
Lurap1,ENSG00000171357,84.1004
Paxip1,ENSG00000157212,84.0973
Tmem143,ENSG00000161558,84.0959
Glis3,ENSG00000107249,84.086
Ep400,ENSG00000183495,84.0858
Dhrs13,ENSG00000167536,84.0849
Iyd,ENSG00000009765,84.083
Mdm4,ENSG00000198625,84.0816
Sdc2,ENSG00000169439,84.0796
Plxnb3,ENSG00000198753,84.0754
Acat1,ENSG00000075239,84.0749
Snx11,ENSG00000002919,84.0741
Scarf2,ENSG00000244486,84.0647
Gpr107,ENSG00000148358,84.058
Mpdz,ENSG00000107186,84.058
Gas1,ENSG00000180447,84.058
Map3k14,ENSG00000006062,84.0549
Aph1b,ENSG00000138613,84.0467
Nox1,ENSG00000007952,84.0426
Trpm5,ENSG00000070985,84.0343
Tmbim4,ENSG00000155957,84.0336
Mrpl39,ENSG00000154719,84.0237
Sugct,ENSG00000175600,84.0183
Ogfod3,ENSG00000181396,84.0125
Zscan25,ENSG00000197037,84.0074
Ddx59,ENSG00000118197,84.0065
Mttp,ENSG00000138823,84.0045
Mvd,ENSG00000167508,84.0
Mrps6,ENSG00000243927,84.0
4930430F08Rik,ENSG00000133641,84.0
Ccdc80,ENSG00000091986,84.0
Sorbs2,ENSG00000154556,84.0
Slc4a11,ENSG00000088836,84.0
Trmt13,ENSG00000122435,83.9917
Slc38a6,ENSG00000139974,83.9912
E2f1,ENSG00000101412,83.9817
Car14,ENSG00000118298,83.9763
Tcirg1,ENSG00000110719,83.9759
Txnrd2,ENSG00000184470,83.9695
Emc10,ENSG00000161671,83.9695
Rgs12,ENSG00000159788,83.9668
Rdh11,ENSG00000072042,83.9623
Dqx1,ENSG00000144045,83.9609
Ndc80,ENSG00000080986,83.9564
Vezt,ENSG00000028203,83.9538
Smtnl2,ENSG00000188176,83.9479
Gstm2,ENSG00000134184,83.945
Dnmt3b,ENSG00000088305,83.939
Ppp2r5c,ENSG00000078304,83.9378
Faah,ENSG00000117480,83.9378
Rev1,ENSG00000135945,83.9329
Itih2,ENSG00000151655,83.9324
Uqcr11,ENSG00000127540,83.9286
Rusc1,ENSG00000160753,83.9246
Gal3st1,ENSG00000128242,83.9243
Ctns,ENSG00000040531,83.9237
AU022252,ENSG00000164008,83.9196
Aldh3a2,ENSG00000072210,83.9175
Exo5,ENSG00000164002,83.9142
Obsl1,ENSG00000124006,83.9135
Scnn1b,ENSG00000168447,83.9062
Nsun5,ENSG00000130305,83.9056
Hnmt,ENSG00000150540,83.9041
Fbxo16,ENSG00000214050,83.9041
Hebp2,ENSG00000051620,83.9024
Wdyhv1,ENSG00000156795,83.9024
Hmces,ENSG00000183624,83.8983
Pear1,ENSG00000187800,83.8959
Traf1,ENSG00000056558,83.8942
4930453N24Rik,ENSG00000179021,83.8906
Igf2,ENSG00000167244,83.8889
M6pr,ENSG00000167244,83.8889
Mrps7,ENSG00000125445,83.8843
Nhlrc2,ENSG00000196865,83.8843
Ppp6r1,ENSG00000105063,83.882
Kazald1,ENSG00000107821,83.8816
Lrrc45,ENSG00000169683,83.8806
Gpr157,ENSG00000180758,83.8806
Tdrd7,ENSG00000196116,83.8798
Iah1,ENSG00000134330,83.871
Id1,ENSG00000125968,83.871
Prc1,ENSG00000198901,83.871
Dennd1b,ENSG00000213047,83.871
Fmo5,ENSG00000131781,83.8649
Uevld,ENSG00000151116,83.8641
Vps37b,ENSG00000139722,83.8596
Pcdhgb4,ENSG00000253953,83.857
Myadm,ENSG00000179820,83.8509
Cbs,ENSG00000160200,83.8475
A330021E22Rik,ENSG00000105792,83.847
Focad,ENSG00000188352,83.8423
Pus1,ENSG00000177192,83.8408
Larp4,ENSG00000161813,83.8398
Armc7,ENSG00000125449,83.8384
Sema4a,ENSG00000196189,83.8371
Rgs18,ENSG00000150681,83.8298
Naprt1,ENSG00000147813,83.829
Nsd1,ENSG00000165671,83.8279
Chst12,ENSG00000136213,83.8164
Heatr1,ENSG00000119285,83.8153
Gstp2,ENSG00000084207,83.8095
Slk,ENSG00000065613,83.8057
Mkl2,ENSG00000186260,83.8035
Sirt1,ENSG00000096717,83.8019
Tmub2,ENSG00000168591,83.8006
Dot1l,ENSG00000104885,83.7996
Vegfa,ENSG00000112715,83.7975
Eif4g3,ENSG00000075151,83.7904
Pde3a,ENSG00000172572,83.7862
Dok1,ENSG00000115325,83.7838
Ssbp1,ENSG00000106028,83.7838
Asb3,ENSG00000115239,83.7838
1500015O10Rik,ENSG00000119147,83.7838
Filip1l,ENSG00000168386,83.7815
Ank2,ENSG00000145362,83.7756
Nfatc1,ENSG00000131196,83.7752
Oaz1,ENSG00000104904,83.7719
Ifitm10,ENSG00000244242,83.7719
Lhfpl2,ENSG00000145685,83.7719
Cbfa2t3,ENSG00000129993,83.7672
Isca2,ENSG00000165898,83.7662
Nubp2,ENSG00000095906,83.7638
Letm1,ENSG00000168924,83.7618
Fam13c,ENSG00000148541,83.7607
Mesdc2,ENSG00000117899,83.7607
Ghr,ENSG00000157017,83.7607
Aldh3b1,ENSG00000006534,83.7607
Ube2t,ENSG00000077152,83.7563
Gpx4,ENSG00000167468,83.7563
Tmem219,ENSG00000149932,83.75
Atrx,ENSG00000085224,83.748
Heatr6,ENSG00000068097,83.7426
Dennd1a,ENSG00000119522,83.7383
Fstl4,ENSG00000053108,83.7292
Stap1,ENSG00000035720,83.7288
Ccdc174,ENSG00000154781,83.7259
Cox6b1,ENSG00000126267,83.7209
Golga5,ENSG00000066455,83.7209
Snx16,ENSG00000104497,83.7209
Snap29,ENSG00000099940,83.7209
Pdcd2,ENSG00000071994,83.7209
Tekt2,ENSG00000092850,83.7209
Fam196a,ENSG00000188916,83.7161
Tbx6,ENSG00000149922,83.7156
Slc35e4,ENSG00000100036,83.7143
Fam105a,ENSG00000145569,83.7079
Ung,ENSG00000076248,83.7061
Cth,ENSG00000116761,83.7037
Ptprb,ENSG00000127329,83.702
Cryl1,ENSG00000165475,83.6991
Fam135a,ENSG00000082269,83.6964
Lrrc20,ENSG00000172731,83.6957
Popdc2,ENSG00000121577,83.6957
Zmynd15,ENSG00000141497,83.6927
H6pd,ENSG00000049239,83.6915
Layn,ENSG00000204381,83.6898
Mmachc,ENSG00000132763,83.6879
Rnase4,ENSG00000258818,83.6735
Cog1,ENSG00000166685,83.6735
Zfp346,ENSG00000113761,83.6735
Txnrd3,ENSG00000197763,83.6703
Spats2,ENSG00000123352,83.6697
Mrpl16,ENSG00000166902,83.6653
Baz2a,ENSG00000076108,83.6574
Wash,ENSG00000181404,83.6559
Rabep2,ENSG00000177548,83.6555
Lyrm7,ENSG00000186687,83.6538
Wisp1,ENSG00000104415,83.6512
Diap2,ENSG00000147202,83.6512
Maml2,ENSG00000184384,83.6505
Yars2,ENSG00000139131,83.6478
Atp10b,ENSG00000118322,83.6413
Dph2,ENSG00000132768,83.6401
1110065P20Rik,ENSG00000197982,83.6364
Esyt3,ENSG00000158220,83.6343
Col6a3,ENSG00000163359,83.6324
Sox8,ENSG00000005513,83.6323
F2rl1,ENSG00000164251,83.6272
Adarb2,ENSG00000185736,83.6265
Aptx,ENSG00000137074,83.6257
Upk3a,ENSG00000100373,83.6237
Rsf1,ENSG00000048649,83.6225
AU019823,ENSG00000150776,83.6177
Pdss1,ENSG00000148459,83.6145
Dcbld2,ENSG00000057019,83.6129
Cerk,ENSG00000100422,83.6127
Sc5d,ENSG00000109929,83.612
Cntrob,ENSG00000170037,83.6102
Zfp263,ENSG00000006194,83.6018
Camkmt,ENSG00000143919,83.5913
Mipep,ENSG00000027001,83.5905
Col4a2,ENSG00000134871,83.5864
Farp2,ENSG00000006607,83.5863
Zfp383,ENSG00000188283,83.5789
Carns1,ENSG00000172508,83.5789
Rrp7a,ENSG00000189306,83.5714
Tpbg,ENSG00000146242,83.5714
Acot13,ENSG00000112304,83.5714
1700123O20Rik,ENSG00000179933,83.5714
Hhat,ENSG00000054392,83.57
Zfp628,ENSG00000197483,83.5694
Stard5,ENSG00000172345,83.5681
Sbk3,ENSG00000231274,83.5655
Fgr,ENSG00000000938,83.5539
Aldh5a1,ENSG00000112294,83.5514
Cspg4,ENSG00000173546,83.5487
Hltf,ENSG00000071794,83.5481
Slc14a1,ENSG00000141469,83.5476
Zfyve20,ENSG00000131381,83.5459
Slc43a1,ENSG00000149150,83.542
Vars2,ENSG00000137411,83.5372
B3glct,ENSG00000187676,83.5341
Mok,ENSG00000080823,83.5322
Gata6,ENSG00000141448,83.5294
Epg5,ENSG00000152223,83.5207
Zfp397,ENSG00000186812,83.5206
Wdr53,ENSG00000185798,83.5196
Pcolce,ENSG00000106333,83.5189
Iws1,ENSG00000163166,83.5165
Ephx1,ENSG00000143819,83.5165
Pnliprp1,ENSG00000187021,83.5118
Acadvl,ENSG00000072778,83.5115
Tnk1,ENSG00000174292,83.5098
Dab2,ENSG00000153071,83.5065
Sgcg,ENSG00000102683,83.5052
Afap1l2,ENSG00000169129,83.4963
Mxd3,ENSG00000213347,83.4951
Mgp,ENSG00000111341,83.4951
Mrps36,ENSG00000134056,83.4951
Fam26e,ENSG00000178033,83.4951
Stambp,ENSG00000124356,83.4906
Mak,ENSG00000111837,83.4877
Cox6a1,ENSG00000111775,83.4862
Hmga2,ENSG00000149948,83.4862
Sdc3,ENSG00000162512,83.4842
Ccbl2,ENSG00000137944,83.4802
Cwc22,ENSG00000163510,83.4802
Scfd2,ENSG00000184178,83.4795
Irak4,ENSG00000198001,83.4783
Tstd1,ENSG00000215845,83.4783
Yipf6,ENSG00000181704,83.4746
Znrf2,ENSG00000180233,83.4711
Olfml2b,ENSG00000162745,83.4667
Mrfap1,ENSG00000179010,83.4646
Chm,ENSG00000188419,83.461
Ccnf,ENSG00000162063,83.4606
Selm,ENSG00000198832,83.4483
Zbtb8a,ENSG00000160062,83.4467
Tigd3,ENSG00000173825,83.4395
Sned1,ENSG00000162804,83.4395
Slc39a3,ENSG00000141873,83.4395
Rsl24d1,ENSG00000137876,83.4356
Entpd2,ENSG00000054179,83.4343
Cgrrf1,ENSG00000100532,83.4337
Fam198b,ENSG00000164125,83.4297
Fzd6,ENSG00000164930,83.4278
Bcat2,ENSG00000105552,83.4184
Nipal4,ENSG00000172548,83.4158
Isoc2a,ENSG00000063241,83.4146
Scamp4,ENSG00000227500,83.4061
Nipsnap3b,ENSG00000136783,83.4008
Zcchc9,ENSG00000131732,83.3948
5430427O19Rik,ENSG00000120280,83.3887
Spdya,ENSG00000163806,83.3866
Spry1,ENSG00000164056,83.3856
Eri1,ENSG00000104626,83.3811
Klhdc9,ENSG00000162755,83.3811
Adal,ENSG00000168803,83.3803
Sirt6,ENSG00000077463,83.3803
Atp10d,ENSG00000145246,83.3801
Ikbke,ENSG00000263528,83.3799
Renbp,ENSG00000102032,83.3724
Lgmn,ENSG00000100600,83.3718
Agmo,ENSG00000187546,83.3708
Pcdhga8,ENSG00000253767,83.3691
