gene,Altemeir_16116230_Unranked,Bao_31411002_ranked,Deng_37674532_ranked,Feng_37553691,Hu_37081490_Unranked,Jia_34917127_ranked,Leikauf_21297076_Unranked,Leikauf_22447970,Leikauf_23590305_Unranked,Li_31106457_ranked,Lingappan_25003466,Lv_2621618_Unranked,Teng_33961683_ranked,Wang_30979832,Wang_37149072_Ranked,Yue_31373289_ranked,maic_score,contributors
RPS12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
TAPBP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Slfn1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
BST2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
LARS2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
RPS15A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
PLAC8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
TRAFD1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Tgtp1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
ATP5F1E,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
RPS17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
ISG20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
BOLA2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
RPL22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
UBE2L6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
SP100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
MT-ND3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
EEA1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
CFLAR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Ifi211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
CD274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
SLFN5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Ftl1-ps1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
TRIM5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
ATF4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
LY6E,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
TIFA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
H2-Q4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
TSPO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Trim30b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
PET100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
SNX10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Rnaset2a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
ROMO1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
CLEC4D,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
LST1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
ATF5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
ATP5ME,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
SOCS3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Mrgpra2b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
SARS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
ODC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Gm14005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
SPPL2A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Wfdc17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
EIF2S2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
C15orf48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
BATF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
SMPDL3B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
GLIPR1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
IL1A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Gm15340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
CREB5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
EIF3C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
C15orf39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
E030030I06Rik,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
ASPRV1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
KRTCAP2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
MGST1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
DEDD2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
CYP4F2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
E230032D23Rik,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
Gm12840,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
RGS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRANSCRIPTOMICS: Deng_37674532_ranked
AK230057D06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,TRANSCRIPTOMICS: Wang_30979832
CADM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NR1D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LOC101056653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
WFDC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SEC14L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Mup11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LOC100048884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Mup18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Mup2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Mup19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CYP2F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CRIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AKAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Gm20459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PALM2AKAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Pakap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SLC9A3R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Cbr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SCGB1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CLIC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MYH7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
COL4A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ANXA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
REG3G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CAVIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SFTPB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ASAH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SELENBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NPC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GSTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
COPS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SOD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
DPYSL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
EFEMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TPPP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GSTO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C16orf89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PRDX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CST3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ADH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CES1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GSTA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CTSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
BCAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SFTPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IL6ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FAM3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GPRC5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RNASE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
KRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ENPEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CTSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NT5E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
KRT76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
EZR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AMY2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
F2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CTSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FETUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SOD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
F13A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Cxcl15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CXCL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PON1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACTB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
WDR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
VCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MYH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ANXA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
XDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ITGB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AHCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Gm4737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CAPZA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACTN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ALDOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
APOBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TLN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ITIH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARPC1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TUBA4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igkv1-117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MACROH2A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CAPN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACTR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TGFBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPING1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ITIH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
APOA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RHOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
G6PD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPINA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TKT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PYGL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
YBX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARPC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Mug1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PCOLCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Gm5506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Eno1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARPC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HNRNPA2B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPINB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IL1RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PIGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PTPN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LSP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CD14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
VIM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
THBS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FLNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
BIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Fcna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TMSB4X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARPC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CD177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HNRNPAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SEMA4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LTA4H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CORO1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HCLS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AC16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AC8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
