Mouse Genes,Human Ortholog Symbol,Identity
Cox6b1,ENSG00000126267,83.7209
Tnfaip8,ENSG00000145779,93.4343
Ahcyl2,ENSG00000158467,99.1817
Ccna2,ENSG00000145386,84.2593
Top2a,ENSG00000131747,89.4187
Iba57,ENSG00000181873,70.5056
Dusp9,ENSG00000130829,84.375
Fancm,ENSG00000187790,64.5508
Tomm40l,ENSG00000158882,97.7273
Wiz,ENSG00000011451,75.3309
Zc3h6,ENSG00000188177,76.7031
Fkbp1a,ENSG00000088832,82.4074
Fkbp1a,ENSG00000198225,80.5556
Dsp,ENSG00000152591,45.1191
Timm8b,ENSG00000150779,97.5904
Slc25a26,ENSG00000144741,87.5912
Itk,ENSG00000113263,94.1936
Atp13a2,ENSG00000159363,85.4237
Map3k9,ENSG00000006432,94.7464
Ccng2,ENSG00000138764,88.9535
Vac14,ENSG00000103043,94.1176
Pld4,ENSG00000166428,73.913
Ucp2,ENSG00000175567,96.1165
E230016M11Rik,not found,
Ppp1r12a,ENSG00000058272,93.7864
Parpbp,ENSG00000185480,69.0846
Kcnk12,ENSG00000184261,99.0698
Morc2a,ENSG00000133422,90.8915
Gna13,ENSG00000120063,96.817
Tkt,ENSG00000163931,94.703
Ctsb,ENSG00000164733,78.7611
Tram1,ENSG00000067167,93.0481
Prdm15,ENSG00000141956,91.4987
Coq10a,ENSG00000135469,89.8785
Akap2,ENSG00000157654,68.7217
Fam188b,ENSG00000106125,74.1083
Dennd4c,ENSG00000137145,87.0787
1110008F13Rik,ENSG00000101084,98.4496
Qdpr,ENSG00000151552,92.6229
Cmtr2,ENSG00000180917,78.961
AW549542,not found,
Tnfsf18,ENSG00000120337,49.7175
1700016K19Rik,ENSG00000187624,33.3333
Utp14a,ENSG00000253797,74.6736
Utp14a,ENSG00000156697,76.524
Cd300lh,ENSG00000186074,30
Serpine2,ENSG00000135919,85.3904
Uck2,ENSG00000143179,98.0843
Cyp2r1,ENSG00000186104,88.6228
4930433N12Rik,not found,
Ccnf,ENSG00000162063,83.4606
Trim21,ENSG00000132109,68.2105
Szrd1,ENSG00000055070,97.3684
Fn1,ENSG00000115414,92.0065
Unkl,ENSG00000059145,87.176
Shc1,ENSG00000160691,94.3493
Psme4,ENSG00000068878,95.7135
Ccdc11,not found,
Klhl28,ENSG00000179454,97.0228
Atf3,ENSG00000162772,95.0276
2310034G01Rik,ENSG00000120055,53.9906
Dnmt3a,ENSG00000119772,95.943
Kdm4c,ENSG00000107077,84.4697
Gcsh,ENSG00000140905,80.3468
Mrps14,ENSG00000120333,86.7188
Esrra,ENSG00000173153,98.1087
Kansl3,ENSG00000114982,94.4191
Zfp488,ENSG00000265763,53.5294
Leprel1,ENSG00000090530,88.983
Btla,ENSG00000186265,54.3253
Aspscr1,ENSG00000169696,79.566
A830010M20Rik,ENSG00000189195,64.5647
Bgn,ENSG00000182492,95.9239
Bag6,ENSG00000204463,91.5663
Gstm6,ENSG00000134184,77.5229
Hoxa5,ENSG00000106004,97.4074
Rbm38,ENSG00000132819,94.5607
Pot1a,ENSG00000128513,75.7098
Ppp3cb,ENSG00000107758,99.2366
Mtus2,ENSG00000132938,69.9781
Elf4,ENSG00000102034,77.8281
Cmpk2,ENSG00000134326,74.1648
Lman2,ENSG00000169223,94.9438
Usp7,ENSG00000187555,97.1869
Dpp3,ENSG00000254986,92.9444
Zfp148,ENSG00000163848,97.6071
Arhgef2,ENSG00000116584,87.5254
Nudt2,ENSG00000164978,89.1156
Yaf2,ENSG00000015153,91.6667
Mta2,ENSG00000149480,98.503
Hip1,ENSG00000127946,87.946
Mfap1b,ENSG00000140259,99.5444
Mthfd2,ENSG00000065911,91.7143
Tdg,ENSG00000139372,88.2927
C330013F16Rik,not found,
Cdkal1,ENSG00000145996,90.5009
Cep162,ENSG00000135315,75.2673
Adamts17,ENSG00000140470,89.863
Kif2c,ENSG00000142945,87.4483
Foxd2os,not found,
Park2,ENSG00000185345,82.5806
Pdzd11,ENSG00000120509,97.1429
Khdrbs3,ENSG00000131773,96.5318
Babam1,ENSG00000105393,90.8815
Car3,ENSG00000164879,91.9231
Gpbp1,ENSG00000062194,95.3488
Atg10,ENSG00000152348,78.1818
Pcdhgb7,ENSG00000254122,82.1313
Rab8b,ENSG00000166128,98.5507
Snta1,ENSG00000101400,92.2772
B630005N14Rik,ENSG00000164603,94.0741
Nlgn3,ENSG00000196338,98.5849
Lonrf1,ENSG00000154359,87.4515
Egfl6,ENSG00000198759,77.9385
Gtf3c2,ENSG00000115207,88.3644
E030019B13Rik,not found,
Sgta,ENSG00000104969,88.8179
Fryl,ENSG00000075539,94.4905
Mrps2,ENSG00000122140,69.2568
Tmem175,ENSG00000127419,80.754
Fank1,ENSG00000203780,88.4058
Wars2,ENSG00000116874,86.3889
Phtf2,ENSG00000006576,93.3422
Atxn1l,ENSG00000224470,93.4688
Faim,ENSG00000158234,90.5473
Myo19,ENSG00000278259,81.6495
Taldo1,ENSG00000177156,94.362
Apoo,not found,
Ttll7,ENSG00000137941,88.8388
Adamtsl2,ENSG00000197859,88.4332
Coro2a,ENSG00000106789,85.1429
C2cd2l,ENSG00000172375,90.9348
Pold3,not found,
Cx3cr1,ENSG00000168329,82.5352
Pspc1,ENSG00000121390,97.5143
Zfp595,ENSG00000197124,46.988
Zfp595,ENSG00000214652,45.2906
Zfp595,ENSG00000196172,42.7907
Zfp595,ENSG00000181450,41.9048
Zfp595,ENSG00000105750,46.2185
Zfp595,ENSG00000234444,46.37
Zfp595,ENSG00000196081,47.8191
Zfp595,ENSG00000172687,36.2667
Zfp595,ENSG00000197472,44.0777
Cers5,ENSG00000139624,76.5306
Slc28a2,ENSG00000137860,80.3951
Abhd16a,ENSG00000204427,96.0574
Sep-15,error - retries exceeded,
Pnpla3,ENSG00000100344,57.1726
9930012K11Rik,ENSG00000241852,62.1918
Tspan7,ENSG00000156298,98.3936
Rims2,ENSG00000176406,91.7237
Cnpy2,ENSG00000257727,97.2527
Trp53i13,ENSG00000167543,68.1934
Arhgap42,ENSG00000165895,92.4485
Ptprv,not found,
Klhl25,ENSG00000183655,94.9066
Pdcd6ip,not found,
Mtx3,ENSG00000177034,90.0641
Cideb,ENSG00000136305,85.3881
Fam49b,ENSG00000153310,99.6914
F2rl2,ENSG00000164220,69.5187
C920006O11Rik,not found,
Shisa6,ENSG00000188803,88.7477
Tmem180,ENSG00000138111,88.9749
Myom2,ENSG00000036448,89.1468
Pex19,ENSG00000162735,90.6355
Mtfr1l,ENSG00000117640,94.863
Cog3,ENSG00000136152,95.7729
Kif17,ENSG00000117245,80.1556
Gm15706,not found,
Wasf1,ENSG00000112290,98.39
Atp10d,ENSG00000145246,83.3801
Rab1,ENSG00000138069,100
Ntm,ENSG00000182667,94.9296
Rgp1,ENSG00000107185,96.9309
Nom1,ENSG00000146909,71.5116
Foxq1,ENSG00000164379,78.4119
Pacrg,ENSG00000112530,86.3813
Ccna1,ENSG00000133101,84.323
Ndufaf1,ENSG00000137806,77.9817
Sec61g,ENSG00000132432,100
Wdr16,ENSG00000166596,90.8064
Adamtsl1,ENSG00000178031,90.4654
Ip6k1,ENSG00000176095,95.0113
Utp18,ENSG00000011260,80.2158
Tfrc,ENSG00000072274,76.5789
Txndc12,ENSG00000117862,90.1163
Ubl7,ENSG00000138629,97.3684
Pla2g12a,ENSG00000123739,89.418
D630045J12Rik,ENSG00000122778,72.4615
Kcnq1ot1,not found,
Nckap5l,ENSG00000167566,86.8816
Ncoa7,ENSG00000111912,82.0594
Smad1,ENSG00000170365,99.1398
Psmd14,ENSG00000115233,100
Zadh2,ENSG00000180011,88.0637
Usp3,ENSG00000140455,93.8462
2410004N09Rik,not found,
Kif5b,ENSG00000170759,97.0924
Klhdc7a,ENSG00000179023,68.9833
Sfrp1,ENSG00000104332,93.6306
Isoc2a,ENSG00000063241,83.4146
Rundc3b,ENSG00000105784,94.9561
Zfp618,ENSG00000157657,96.2264
Topors,ENSG00000197579,86.1244
Znrf2,ENSG00000180233,83.4711
Kctd5,ENSG00000167977,96.1538
Lgals12,ENSG00000133317,80.8917
Muc6,ENSG00000184956,56.2116
Gpr19,ENSG00000183150,89.1566
Epb4.1l1,ENSG00000088367,94.8922
Alg3,ENSG00000214160,88.8128
Mfsd7c,ENSG00000119686,86.692
Iars,ENSG00000196305,90.5705
Btbd8,ENSG00000189195,64.5647
Sycp1,ENSG00000198765,74.4877
Wipf2,ENSG00000171475,93.8636
Cbx4,ENSG00000141582,88.75
Brd2,ENSG00000204256,96.005
Gm15760,not found,
Rqcd1,ENSG00000144580,99.6656
Csnk2a1,ENSG00000101266,98.7212
Csnk2a1,ENSG00000254598,97.1867
Wdr59,ENSG00000103091,96.3039
Mrpl32,ENSG00000106591,71.2766
Lsp1,ENSG00000130592,65.4867
Mob3c,ENSG00000142961,97.6852
Mira,error - retries exceeded,
Ermard,ENSG00000130023,64.4543
Dtnb,not found,
Grb10,ENSG00000106070,76.936
Pcyox1,ENSG00000116005,78.8119
Mgme1,ENSG00000125871,69.4767
Dcxr,ENSG00000169738,84.4262
Igf1,ENSG00000017427,70.5882
1700019G17Rik,ENSG00000204872,55.9471
1700019G17Rik,ENSG00000144035,55.5066
Ppp2r5e,ENSG00000154001,99.7859
Ulk3,ENSG00000140474,94.0678
Jmjd4,ENSG00000081692,75.7794
Fastkd2,ENSG00000118246,63.9437
Serpina9,ENSG00000170054,65.4676
Ndufa6,ENSG00000184983,87.5
Mccc2,ENSG00000131844,88.8099
Rnf157,ENSG00000141576,92.9308
Aspm,ENSG00000066279,62.4676
Ankrd28,ENSG00000206560,97.5993
Rpl35a,not found,
Rrp12,ENSG00000052749,89.9769
Pir,ENSG00000087842,95.5172
Pfkl,ENSG00000141959,94.2308
Hspa2,ENSG00000126803,98.2786
Rhobtb2,ENSG00000008853,97.6616
Cdk7,ENSG00000134058,95.0867
Rassf2,ENSG00000101265,92.638
Tmem136,ENSG00000181264,92.6531
Rps24,not found,
A530054K11Rik,ENSG00000213799,43.0928
Krit1,ENSG00000001631,94.5652
Ssfa2,ENSG00000138434,81.7315
Mdm2,ENSG00000135679,80.4829
Kctd9,ENSG00000104756,98.4576
Il11ra1,ENSG00000137070,84.1232
Bfar,not found,
Nup133,ENSG00000069248,83.045
Rps6kb2,ENSG00000175634,93.1535
Abcd3,ENSG00000117528,95.4476
Kif14,ENSG00000118193,71.1772
Bre,ENSG00000158019,95.3003
Slc39a11,ENSG00000133195,90.4478
Vmac,ENSG00000187650,75.1479
1110032A03Rik,ENSG00000137720,74.6667
Nadk,ENSG00000008130,91.0314
Trim55,ENSG00000147573,84.854
Gabra3,ENSG00000011677,96.1382
Ankrd13d,ENSG00000172932,92.3967
Snx21,ENSG00000124104,91.4209
Pgp,ENSG00000085563,86.9531
Fgf13,ENSG00000129682,99.5918
Elp6,ENSG00000163832,79.3233
Zfp747,not found,
Clip2,ENSG00000106665,91.109
Ints5,ENSG00000185085,95.3876
Zswim3,ENSG00000132801,80.1724
Sipa1,ENSG00000213445,89.9232
Perm1,ENSG00000187642,50.3797
Ppp3r1,ENSG00000221823,100
Ndufs6,ENSG00000145494,77.4194
Rrp8,ENSG00000132275,70.614
Ap4s1,ENSG00000100478,95.8333
Ckm,ENSG00000104879,96.5879
Hnrnpab,ENSG00000197451,92.1687
Trp53inp2,ENSG00000078804,85.9091
Fgf1,ENSG00000113578,95.4839
Wdr41,ENSG00000164253,49.4553
Ecd,ENSG00000122882,78.2609
Ndufa4l2,ENSG00000185633,94.2529
9430020K01Rik,ENSG00000165757,52.7594
Mospd2,ENSG00000130150,89.7683
Fbxo27,ENSG00000161243,78.4452
Tubgcp5,ENSG00000275835,88.4766
Kbtbd8,ENSG00000163376,97.3378
Cops8,ENSG00000198612,95.2153
Cdipt,ENSG00000103502,67.6056
Efna5,ENSG00000184349,99.1228
D930020B18Rik,ENSG00000185306,75.2412
Ets1,ENSG00000134954,93.6082
Rem2,ENSG00000139890,92.6471
Eef1a2,ENSG00000101210,99.784
Gm3002,not found,
Rxfp1,ENSG00000171509,84.8085
Tmcc1,ENSG00000172765,94.9464
Pdcl,ENSG00000136940,92.0266
Slain1,ENSG00000139737,85.2542
Rad51b,ENSG00000182185,85.4286
Atg3,ENSG00000144848,97.4522
Kti12,ENSG00000198841,75.4237
Pmpcb,ENSG00000105819,90.1841
4931428F04Rik,ENSG00000196123,83.2272
Gstt2,ENSG00000099984,76.2295
Gstt2,ENSG00000133433,77.0492
Casq1,ENSG00000143318,94.697
Plekhb2,ENSG00000115762,90.0901
Gab3,ENSG00000160219,77.1721
Eif5b,ENSG00000158417,91.5574
Ndnf,ENSG00000173376,87.5
Fam154b,ENSG00000188659,72.0524
Cenpw,ENSG00000203760,70.4545
Gif,ENSG00000134812,81.7746
Trnp1,ENSG00000253368,86.3436
Polr2e,ENSG00000099817,96.1905
Ccdc85b,ENSG00000175602,98.5149
St3gal3,ENSG00000126091,97.0667
Them4,ENSG00000159445,66.6667
Cd164,ENSG00000135535,61.9289
Arid4b,ENSG00000054267,89.5579
Ssna1,ENSG00000176101,97.479
Apbb1,ENSG00000166313,94.6479
Sec24c,ENSG00000176986,91.4991
Letm1,ENSG00000168924,83.7618
Ttc21b,ENSG00000123607,85.7903
Phldb1,ENSG00000019144,94.3355
Psd,ENSG00000059915,92.0898
Ugt1a7c,ENSG00000167165,79.5113
Rsph9,ENSG00000172426,91.6667
Gnb2,ENSG00000172354,100
Ahcy,ENSG00000101444,96.9907
Agpat5,ENSG00000155189,81.8681
Lig3,ENSG00000005156,87.9088
Tmem79,ENSG00000163472,82.9949
Agmo,ENSG00000187546,83.3708
Slc8a2,ENSG00000118160,94.4625
Rrm2,ENSG00000171848,91.5167
Ryr2,ENSG00000198626,97.3626
Cd3d,ENSG00000167286,64.3275
Adh7,ENSG00000196344,88.7701
Ptgfr,ENSG00000122420,88.5794
Minpp1,ENSG00000107789,81.9302
Myo1d,ENSG00000176658,97.7137
Rsrc1,ENSG00000174891,91.9162
Rnpep,ENSG00000176393,88.6154
Slc36a1os,not found,
Zfp429,ENSG00000197013,28.9318
Lsr,ENSG00000105699,80.1997
Rb1,ENSG00000139687,90.5172
Pdzk1ip1,ENSG00000162366,82.4561
Cyp4f16,ENSG00000186526,70.7692
Tmem8b,ENSG00000137103,89.5022
Swsap1,ENSG00000173928,66.8
Tcf25,ENSG00000141002,90.0888
Zfp703,ENSG00000183779,95.0847
B9d2,ENSG00000123810,96.5714
Zfp560,ENSG00000197961,54.8718
Fancg,ENSG00000221829,71.7042
Perp,ENSG00000112378,90.6736
Gm1943,not found,
Cpm,ENSG00000135678,84.8758
Zfp791,ENSG00000173875,63.5417
Mier3,ENSG00000155545,92.5455
Pwp2,ENSG00000241945,89.3362
Zbtb8a,ENSG00000160062,83.4467
Cers2,ENSG00000143418,92.3684
Col27a1,ENSG00000196739,80.4301
2610018G03Rik,ENSG00000134602,98.0769
Bcl10,ENSG00000142867,90.9871
Smpx,ENSG00000091482,82.9545
Tmem159,ENSG00000011638,70.1863
Eln,not found,
Kctd18,ENSG00000155729,80.2817
Col16a1,ENSG00000084636,87.4688
Nr1d1,ENSG00000126368,94.7883
Ddx28,ENSG00000182810,80.5556
Rsph4a,ENSG00000111834,73.8827
Kifc1,ENSG00000237649,79.6434
Sos1,ENSG00000115904,96.7742
Phldb3,ENSG00000176531,78.9062
Dhrs3,ENSG00000162496,95.0331
Fah,ENSG00000103876,88.3055
Ubtd2,ENSG00000168246,97.0085
Uckl1os,not found,
Hhatl,ENSG00000010282,90.873
9430091E24Rik,not found,
Tubgcp4,ENSG00000137822,98.1982
Pdss2,ENSG00000164494,88.4712
Ccdc13,ENSG00000244607,77.3427
Zfp428,ENSG00000131116,90.4255
Nop56,ENSG00000101361,89.7306
Glrx3,ENSG00000108010,88.3582
Vwa5a,ENSG00000110002,67.5573
Tmem232,ENSG00000186952,65.1446
Kif11,ENSG00000138160,79.5455
Neu2,ENSG00000115488,68.6842
Cd72,ENSG00000137101,52.9248
Flrt3,ENSG00000125848,96.302
Pabpc4,ENSG00000090621,97.8788
Prkab1,ENSG00000111725,96.6667
Smad5,ENSG00000113658,98.9247
Amot,ENSG00000126016,85.8856
Agps,ENSG00000018510,89.5137
Snx25,ENSG00000109762,81.7729
Deb1,ENSG00000008324,63.6364
Ccdc28a,ENSG00000024862,84.7826
Dus2,ENSG00000167264,90.2637
Phactr1,ENSG00000112137,96.8966
Mir143hg,not found,
Plekhd1,ENSG00000175985,95.2569
AW112010,not found,
P4htm,ENSG00000178467,91.2351
Marveld1,ENSG00000155254,88.4393
Calcoco2,ENSG00000136436,29.148
Ube2d3,not found,
Mast4,ENSG00000069020,81.7385
Adamtsl3,ENSG00000156218,85.2159
Jrk,ENSG00000234616,75.8803
Hmgb3,not found,
Frem1,ENSG00000164946,78.0174
2700062C07Rik,ENSG00000141428,72.7273
Vps11,ENSG00000160695,97.5558
Snx33,ENSG00000173548,94.5993
Fbxo18,ENSG00000134452,89.837
Yipf5,ENSG00000145817,92.607
Mrps21,ENSG00000266472,89.6552
Ccdc50,ENSG00000152492,75.9336
Naif1,ENSG00000171169,93.8838
Plekho2,ENSG00000241839,77.551
Ptpre,ENSG00000132334,93.1429
Coq3,ENSG00000132423,72.3577
Dennd4b,ENSG00000198837,93.9171
B3galt5,ENSG00000183778,71.2903
Ppp2ca,ENSG00000113575,99.6764
Dact2,ENSG00000164488,55.168
Rapgef3,ENSG00000079337,90.8992
Ube2d2a,ENSG00000131508,100
Stim2,ENSG00000109689,93.5657
Ppp1r3e,ENSG00000235194,89.6057
Ceacam1,not found,
Pacs2,ENSG00000179364,92.9204
1700020I14Rik,not found,
Ubc,ENSG00000150991,99.854
Exoc4,ENSG00000131558,95.6879
Lsm6,ENSG00000164167,100
Nlk,ENSG00000087095,99.6205
Toe1,ENSG00000132773,81.7647
Surf1,ENSG00000148290,76
Epas1,ENSG00000116016,87.8161
Tmem71,ENSG00000165071,64.7458
Mfsd10,ENSG00000109736,80.2198
Zfp248,ENSG00000198105,74.7841
Frrs1l,ENSG00000260230,93.1741
Psmd13,ENSG00000185627,90.6915
Riok3,ENSG00000101782,93.6416
Ddx21,ENSG00000165732,83.2695
Fez1,ENSG00000149557,95.4082
Obfc1,ENSG00000107960,70.3804
Depdc5,ENSG00000100150,94.1984
Caskin2,ENSG00000177303,89.4343
Aamp,ENSG00000127837,98.6175
Arl8b,ENSG00000134108,100
Rnd2,ENSG00000108830,98.6784
Mief2,ENSG00000177427,79.7357
Ube2a,ENSG00000077721,100
Socs2,ENSG00000120833,93.9394
Arl5b,ENSG00000165997,100
Zmym2,ENSG00000121741,96.0058
Tfcp2,ENSG00000135457,92.6295
Fbxo8,ENSG00000164117,95.9248
Nup35,ENSG00000163002,92.3313
Thrb,ENSG00000151090,81.128
Peg10,ENSG00000242265,33.5888
Peg10,ENSG00000254656,5.37555
Slc16a7,ENSG00000118596,72.3849
Polr2d,ENSG00000144231,100
Mvb12a,ENSG00000141971,81.3187
Kdelr1,ENSG00000105438,99.5283
Tspan13,ENSG00000106537,95.5882
Gem,ENSG00000112312,77.512
Shb,ENSG00000107338,92.7308
Pcdhac2,ENSG00000243232,93.0487
Ar,ENSG00000137869,79.3241
Birc5,ENSG00000089685,82.3944
Notch4,not found,
Apbb2,ENSG00000163697,94.0711
Stx3,ENSG00000166900,97.9239
Psmb1,ENSG00000008018,92.9461
Cep128,ENSG00000100629,78.5192
Gas2,ENSG00000148935,97.4441
Tdrd3,ENSG00000083544,84.2742
Ppm1k,ENSG00000163644,90.3226
Epm2aip1,ENSG00000178567,88.9621
Tmem241,ENSG00000134490,82.0946
Ces1f,not found,
Ddx27,ENSG00000124228,92.0261
Ten1,ENSG00000257949,61.7886
Armc4,ENSG00000169126,84.5785
Gm10069,not found,
Fam187b,ENSG00000177558,47.4255
Atp5g1,not found,
Atmin,ENSG00000166454,79.2224
Poldip2,ENSG00000004142,95.1087
Tnfsf15,ENSG00000181634,66.5339
Map1s,ENSG00000130479,61.7564
Rbfox1,ENSG00000078328,96.4735
Dnttip1,ENSG00000101457,96.3526
2010300C02Rik,ENSG00000196872,63.5135
Tc2n,ENSG00000165929,87.551
Ccnt1,ENSG00000129315,89.9449
Leng1,ENSG00000105617,81.0606
Eaf2,ENSG00000145088,80.7692
Rufy3,ENSG00000018189,84.1936
Snx17,ENSG00000115234,98.5106
Serac1,ENSG00000122335,86.8502
Fam210a,ENSG00000177150,77.9412
Mpg,ENSG00000103152,70.6485
Me2,ENSG00000196628,97.9136
Hmox1,ENSG00000100292,81.9444
Lamtor1,ENSG00000149357,99.3789
Adprhl1,ENSG00000153531,40.0102
Fbxo3,ENSG00000110429,95.3291
Fnip1,ENSG00000217128,91.3379
Pcdhb12,ENSG00000113209,74.2138
Cd82,ENSG00000085117,76.4045
D7Ertd715e,not found,
Mus81,ENSG00000172732,81.4882
Ank2,ENSG00000145362,83.7756
Tlr4,ENSG00000136869,66.6269
Rad54l2,ENSG00000164080,95.91
Trpv2,ENSG00000187688,80.6283
Ensa,ENSG00000143420,98.3471
Ttpa,ENSG00000137561,89.2086
Egfl7,ENSG00000172889,76.5568
Ulbp1,not found,
Ccrl2,ENSG00000121797,51.7442
Hnrnph3,ENSG00000096746,99.422
Dhtkd1,ENSG00000181192,88.0305
Slc2a12,ENSG00000146411,84.1167
Scel,ENSG00000136155,63.9535
Akt3,ENSG00000117020,99.5825
Itch,ENSG00000078747,95.9397
Zfp873,not found,
Ppig,ENSG00000138398,93.1034
Ndufs1,ENSG00000023228,94.0853
Btbd9,ENSG00000183826,95.7516
Yipf1,ENSG00000058799,87.5817
Vdr,ENSG00000111424,88.0562
Hsd11b2,ENSG00000176387,82.4691
Dnm2,ENSG00000079805,98.1609
BC005537,ENSG00000112308,100
Mfng,ENSG00000100060,82.5545
Cuedc2,ENSG00000107874,86.7596
Pak6,ENSG00000137843,92.6579
Srgap3,ENSG00000196220,98.6351
Arl10,ENSG00000175414,87.2951
Haus7,ENSG00000213397,64.2458
Adarb2,ENSG00000185736,83.6265
Muc4,ENSG00000145113,18.034
Dgkz,ENSG00000149091,92.0259
Nup43,ENSG00000120253,93.6842
Ddi2,ENSG00000215695,54.6191
Fbp2,ENSG00000165457,76.4706
Zfp697,ENSG00000143067,89.7248
Rfwd3,ENSG00000168411,67.4419
Smg7,ENSG00000116698,91.5754
Rbbp5,ENSG00000117222,99.0706
Cckar,ENSG00000163394,90.4206
Grrp1,ENSG00000197245,86.7159
Rras,ENSG00000126458,94.4954
Nav1,ENSG00000134369,90.4806
Bmi1,ENSG00000168283,96.9325
Snx13,ENSG00000071189,97.1787
Meig1,ENSG00000197889,87.5
Rcbtb2,ENSG00000136161,95.0998
Rassf9,ENSG00000198774,85.2874
Slc9a7,ENSG00000065923,95.3168
Arhgdia,ENSG00000141522,97.0588
Gm9776,not found,
Chd7,ENSG00000170004,96.25
Hyal3,ENSG00000186792,77.9377
Knstrn,ENSG00000128944,67.7215
Spdl1,ENSG00000040275,73.8843
Caps2,ENSG00000180881,71.4542
Dmc1,ENSG00000100206,97.0588
Emc1,ENSG00000127463,93.3535
6820431F20Rik,not found,
1810009A15Rik,ENSG00000278615,81.3008
Sox21,ENSG00000100146,98.4979
Eral1,ENSG00000132591,78.2609
Ptger1,ENSG00000160951,85.3234
Acp6,ENSG00000162836,75
Tlr13,not found,
Lzts3,ENSG00000088899,95.0966
Phf7,ENSG00000010318,67.979
Jup,ENSG00000173801,98.3893
Mgst2,ENSG00000085871,74.8299
Cblc,ENSG00000142273,70.8861
Magt1,ENSG00000102158,93.7313
Marf1,ENSG00000166783,86.1653
Shroom1,ENSG00000164403,57.7465
Tbx6,ENSG00000149922,83.7156
Fxyd5,not found,
Dhrs13,ENSG00000167536,84.0849
Bscl2,ENSG00000168000,82.9004
Poldip3,ENSG00000100227,91.2114
Mad1l1,ENSG00000002822,80.7799
Slc29a3,ENSG00000198246,74.1053
Alg2,ENSG00000119523,80.5288
Prkg1,ENSG00000185532,99.5627
Lamp1,ENSG00000185896,66.9065
Epor,ENSG00000187266,81.2992
1810032O08Rik,not found,
Ccdc171,ENSG00000164989,86.9532
Fgfr3,ENSG00000068078,87.7171
AI837181,ENSG00000175573,93.5154
Ppip5k1,ENSG00000168781,86.7785
Atp2b4,ENSG00000058668,84.8133
Wdr90,ENSG00000161996,71.7963
B4galt2,ENSG00000117411,91.3979
Parp16,ENSG00000138617,90.3727
Rap1b,ENSG00000127314,100
Usp29,not found,
Arpc3,ENSG00000111229,97.7528
9530091C08Rik,error - retries exceeded,
Syn1,ENSG00000008056,96.3121
Plk3,ENSG00000173846,93.4985
Mtmr6,ENSG00000139505,90.1771
Bak1,ENSG00000030110,76.7773
Hacl1,ENSG00000182591,82.8221
Slc38a7,ENSG00000103042,95.0216
Fbxl5,ENSG00000118564,93.1983
Pkig,ENSG00000168734,90.7895
Fktn,ENSG00000106692,88.7202
Tep1,not found,
Ankrd39,ENSG00000213337,89.6175
Pih1d2,ENSG00000150773,72.381
Psmc4,ENSG00000013275,99.7608
Herc6,ENSG00000138642,65.6556
Begain,ENSG00000183092,84.1503
Brinp1,ENSG00000078725,98.6859
Aldh1b1,ENSG00000137124,94.0039
Tmem88,ENSG00000167874,88.6792
Eif2s2,ENSG00000125977,95.4955
Supv3l1,ENSG00000156502,87.659
Frrs1,ENSG00000156869,78.2095
Cpsf2,ENSG00000165934,97.954
Tor4a,ENSG00000198113,78.0142
Kif16b,not found,
Dnajb13,ENSG00000187726,89.8734
Lpxn,ENSG00000110031,84.9741
2610034B18Rik,ENSG00000242498,88.0531
Slc6a8,ENSG00000130821,98.8976
Slc6a8,ENSG00000273554,94.4882
Hspb11,ENSG00000081870,84.7222
Taf9,ENSG00000273841,95.0758
Eda,ENSG00000158813,94.6292
Cntrob,ENSG00000170037,83.6102
Mtmr3,ENSG00000100330,87.4791
Ptcd1,ENSG00000106246,73.2857
Gm16702,error - retries exceeded,
E030011O05Rik,error - retries exceeded,
Fam216a,ENSG00000204856,60.8059
Zfp524,ENSG00000171443,79.5455
Dcp2,ENSG00000172795,92.8571
D130020L05Rik,not found,
Bicc1,ENSG00000122870,92.5051
Ppp2r5c,ENSG00000078304,83.9378
Csde1,ENSG00000009307,98.4962
9930111J21Rik2,not found,
Ripk1,ENSG00000137275,69.8957
Sirt2,ENSG00000068903,87.6607
Dse,ENSG00000111817,93.737
Nup205,ENSG00000155561,92.9921
Wdr4,ENSG00000160193,74.0291
Gon4l,ENSG00000163374,71.6
Gon4l,ENSG00000116580,75.2789
Mettl10,ENSG00000203791,61.1684
Map3k5,ENSG00000197442,94.687
Lrrk2,ENSG00000188906,86.6245
Tbrg4,ENSG00000136270,75.5943
Zranb2,ENSG00000132485,96.3636
Snrk,ENSG00000163788,89.4118
Hepacam2,ENSG00000188175,85.4978
L1cam,ENSG00000198910,88.385
Traf2,ENSG00000127191,86.8263
Fcna,not found,
Ankrd29,ENSG00000154065,96.0133
Ccdc166,not found,
Echs1,ENSG00000127884,87.5862
Serpinb9,ENSG00000170542,68.883
Tfdp1,ENSG00000198176,94.8781
Exd2,ENSG00000081177,85.8293
Als2,ENSG00000003393,91.9734
Klrg2,ENSG00000188883,58.1907
Chchd7,ENSG00000170791,82.3529
Rin1,ENSG00000174791,79.1826
Amz2,ENSG00000196704,79.1667
Nle1,ENSG00000073536,95.2577
Ginm1,ENSG00000055211,72.4242
Igsf9,ENSG00000085552,87.7863
Grap2,ENSG00000100351,86.0606
Cmtm7,ENSG00000153551,79.4286
Dad1,ENSG00000129562,100
Mical1,ENSG00000135596,78.538
Dstn,ENSG00000125868,95.7576
Glb1,ENSG00000170266,72.969
Hr,ENSG00000168453,79.5627
Dram2,ENSG00000156171,86.0902
