Mouse Gene,Human Ortholog Gene Symbol,Type,Identity (%),Positivity (%)
Fancg,ENSG00000221829,ortholog_one2one,71.7042,79.9035
Perp,ENSG00000112378,ortholog_one2one,90.6736,94.3005
Gm1943,not found,,,
Cpm,ENSG00000135678,ortholog_one2one,84.8758,92.3251
Zfp791,ENSG00000173875,ortholog_one2one,63.5417,74.1319
Mier3,ENSG00000155545,ortholog_one2one,92.5455,97.2727
Pwp2,ENSG00000241945,ortholog_one2one,89.3362,95.7563
Zbtb8a,ENSG00000160062,ortholog_one2one,83.4467,88.8889
Cers2,ENSG00000143418,ortholog_one2one,92.3684,97.1053
Col27a1,ENSG00000196739,ortholog_one2one,80.4301,85.5914
2610018G03Rik,ENSG00000134602,ortholog_one2one,98.0769,99.2788
Bcl10,ENSG00000142867,ortholog_one2one,90.9871,93.5622
Smpx,ENSG00000091482,ortholog_one2one,82.9545,87.5
Tmem159,ENSG00000011638,ortholog_one2one,70.1863,83.2298
Eln,not found,,,
Kctd18,ENSG00000155729,ortholog_one2one,80.2817,85.446
Col16a1,ENSG00000084636,ortholog_one2one,87.4688,91.5835
Nr1d1,ENSG00000126368,ortholog_one2one,94.7883,96.4169
Ddx28,ENSG00000182810,ortholog_one2one,80.5556,88.5185
Rsph4a,ENSG00000111834,ortholog_one2one,73.8827,81.7039
Kifc1,ENSG00000237649,ortholog_one2many,79.6434,87.2214
Sos1,ENSG00000115904,ortholog_one2one,96.7742,98.1245
Phldb3,ENSG00000176531,ortholog_one2one,78.9062,85.7812
Dhrs3,ENSG00000162496,ortholog_one2one,95.0331,97.6821
Fah,ENSG00000103876,ortholog_one2one,88.3055,94.5107
Ubtd2,ENSG00000168246,ortholog_one2one,97.0085,98.2906
Uckl1os,not found,,,
Hhatl,ENSG00000010282,ortholog_one2one,90.873,96.0317
9430091E24Rik,not found,,,
Tubgcp4,ENSG00000137822,ortholog_one2one,98.1982,98.7988
Pdss2,ENSG00000164494,ortholog_one2one,88.4712,92.9825
Ccdc13,ENSG00000244607,ortholog_one2one,77.3427,87.2727
Zfp428,ENSG00000131116,ortholog_one2one,90.4255,93.0851
Nop56,ENSG00000101361,ortholog_one2one,89.7306,93.0976
Glrx3,ENSG00000108010,ortholog_one2one,88.3582,91.0448
Vwa5a,ENSG00000110002,ortholog_one2many,67.5573,80.5343
Tmem232,ENSG00000186952,ortholog_one2one,65.1446,78.5388
Kif11,ENSG00000138160,ortholog_one2one,79.5455,88.9205
Neu2,ENSG00000115488,ortholog_one2one,68.6842,81.5789
Cd72,ENSG00000137101,ortholog_one2one,52.9248,66.2953
Flrt3,ENSG00000125848,ortholog_one2one,96.302,97.9969
Pabpc4,ENSG00000090621,ortholog_one2one,97.8788,98.9394
Prkab1,ENSG00000111725,ortholog_one2one,96.6667,97.7778
Smad5,ENSG00000113658,ortholog_one2one,98.9247,99.1398
Amot,ENSG00000126016,ortholog_one2one,85.8856,89.1144
Agps,ENSG00000018510,ortholog_one2one,89.5137,93.617
Snx25,ENSG00000109762,ortholog_one2one,81.7729,87.4502
Deb1,ENSG00000008324,ortholog_one2one,63.6364,68.8312
Ccdc28a,ENSG00000024862,ortholog_one2one,84.7826,88.587
Dus2,ENSG00000167264,ortholog_one2one,90.2637,95.3347
Phactr1,ENSG00000112137,ortholog_one2one,96.8966,98.4483
Mir143hg,not found,,,
Plekhd1,ENSG00000175985,ortholog_one2one,95.2569,97.4308
AW112010,not found,,,
P4htm,ENSG00000178467,ortholog_one2one,91.2351,93.8247
Marveld1,ENSG00000155254,ortholog_one2one,88.4393,93.6416
Calcoco2,ENSG00000136436,ortholog_one2one,29.148,37.8924
Ube2d3,not found,,,
Mast4,ENSG00000069020,ortholog_one2one,81.7385,86.1228
Adamtsl3,ENSG00000156218,ortholog_one2one,85.2159,90.7747
Jrk,ENSG00000234616,ortholog_one2one,75.8803,84.331
Hmgb3,not found,,,
Frem1,ENSG00000164946,ortholog_one2one,78.0174,86.4158
2700062C07Rik,ENSG00000141428,ortholog_one2one,72.7273,83.1818
Vps11,ENSG00000160695,ortholog_one2one,97.5558,98.6185
Snx33,ENSG00000173548,ortholog_one2one,94.5993,97.3868
Fbxo18,ENSG00000134452,ortholog_one2one,89.837,93.4803
Yipf5,ENSG00000145817,ortholog_one2one,92.607,97.2763
Mrps21,ENSG00000266472,ortholog_one2one,89.6552,89.6552
Ccdc50,ENSG00000152492,ortholog_one2one,75.9336,82.5726
Naif1,ENSG00000171169,ortholog_one2one,93.8838,96.0245
Plekho2,ENSG00000241839,ortholog_one2one,77.551,84.0816
Ptpre,ENSG00000132334,ortholog_one2one,93.1429,97
Coq3,ENSG00000132423,ortholog_one2one,72.3577,80.4878
Dennd4b,ENSG00000198837,ortholog_one2one,93.9171,96.4572
B3galt5,ENSG00000183778,ortholog_one2one,71.2903,84.8387
Ppp2ca,ENSG00000113575,ortholog_one2one,99.6764,100
Dact2,ENSG00000164488,ortholog_one2one,55.168,65.2455
Rapgef3,ENSG00000079337,ortholog_one2one,90.8992,94.3662
Ube2d2a,ENSG00000131508,ortholog_one2one,100,100
Stim2,ENSG00000109689,ortholog_one2one,93.5657,96.3807
Ppp1r3e,ENSG00000235194,ortholog_one2one,89.6057,91.7563
Ceacam1,not found,,,
Pacs2,ENSG00000179364,ortholog_one2one,92.9204,95.1327
1700020I14Rik,not found,,,
Ubc,ENSG00000150991,ortholog_one2one,99.854,100
Exoc4,ENSG00000131558,ortholog_one2one,95.6879,97.7413
Lsm6,ENSG00000164167,ortholog_one2one,100,100
Nlk,ENSG00000087095,ortholog_one2one,99.6205,99.6205
Toe1,ENSG00000132773,ortholog_one2one,81.7647,88.6274
Surf1,ENSG00000148290,ortholog_one2one,76,84.3333
Epas1,ENSG00000116016,ortholog_one2one,87.8161,92.069
Tmem71,ENSG00000165071,ortholog_one2one,64.7458,74.9153
Mfsd10,ENSG00000109736,ortholog_one2one,80.2198,85.7143
Zfp248,ENSG00000198105,ortholog_one2one,74.7841,84.9741
Frrs1l,ENSG00000260230,ortholog_one2one,93.1741,94.8805
Psmd13,ENSG00000185627,ortholog_one2one,90.6915,92.2872
Riok3,ENSG00000101782,ortholog_one2one,93.6416,97.4952
Ddx21,ENSG00000165732,ortholog_one2one,83.2695,88.5057
Fez1,ENSG00000149557,ortholog_one2one,95.4082,98.4694
Obfc1,ENSG00000107960,ortholog_one2one,70.3804,81.5217
Depdc5,ENSG00000100150,ortholog_one2one,94.1984,96.1946
Caskin2,ENSG00000177303,ortholog_one2one,89.4343,91.7637
Aamp,ENSG00000127837,ortholog_one2one,98.6175,99.5392
Arl8b,ENSG00000134108,ortholog_one2one,100,100
Rnd2,ENSG00000108830,ortholog_one2one,98.6784,99.5595
Mief2,ENSG00000177427,ortholog_one2one,79.7357,84.5815
Ube2a,ENSG00000077721,ortholog_one2one,100,100
Socs2,ENSG00000120833,ortholog_one2one,93.9394,95.4545
Arl5b,ENSG00000165997,ortholog_one2one,100,100
Zmym2,ENSG00000121741,ortholog_one2one,96.0058,97.894
Tfcp2,ENSG00000135457,ortholog_one2one,92.6295,95.0199
Fbxo8,ENSG00000164117,ortholog_one2one,95.9248,98.1191
Nup35,ENSG00000163002,ortholog_one2one,92.3313,95.3988
Thrb,ENSG00000151090,ortholog_one2one,81.128,84.5987
Peg10,ENSG00000242265,ortholog_one2many,33.5888,39.3359
Peg10,ENSG00000254656,ortholog_one2many,5.37555,9.35199
Slc16a7,ENSG00000118596,ortholog_one2one,72.3849,85.5648
Polr2d,ENSG00000144231,ortholog_one2one,100,100
Mvb12a,ENSG00000141971,ortholog_one2one,81.3187,87.1795
Kdelr1,ENSG00000105438,ortholog_one2one,99.5283,100
Tspan13,ENSG00000106537,ortholog_one2one,95.5882,96.5686
Gem,ENSG00000112312,ortholog_one2one,77.512,86.6029
Shb,ENSG00000107338,ortholog_one2one,92.7308,95.2849
Pcdhac2,ENSG00000243232,ortholog_one2one,93.0487,96.5243
Ar,ENSG00000137869,ortholog_one2one,79.3241,90.8549
Birc5,ENSG00000089685,ortholog_one2one,82.3944,91.5493
Notch4,not found,,,
Apbb2,ENSG00000163697,ortholog_one2one,94.0711,96.1792
Stx3,ENSG00000166900,ortholog_one2one,97.9239,98.9619
Psmb1,ENSG00000008018,ortholog_one2one,92.9461,95.8506
Cep128,ENSG00000100629,ortholog_one2one,78.5192,88.117
Gas2,ENSG00000148935,ortholog_one2one,97.4441,98.4026
Tdrd3,ENSG00000083544,ortholog_one2one,84.2742,91.9355
Ppm1k,ENSG00000163644,ortholog_one2one,90.3226,95.1613
Epm2aip1,ENSG00000178567,ortholog_one2one,88.9621,95.3872
Tmem241,ENSG00000134490,ortholog_one2one,82.0946,90.5405
Ces1f,not found,,,
Ddx27,ENSG00000124228,ortholog_one2one,92.0261,95.2941
Ten1,ENSG00000257949,ortholog_one2one,61.7886,73.1707
Armc4,ENSG00000169126,ortholog_one2one,84.5785,90.4215
Gm10069,not found,,,
Fam187b,ENSG00000177558,ortholog_one2one,47.4255,64.4986
Atp5g1,not found,,,
Atmin,ENSG00000166454,ortholog_one2one,79.2224,86.6343
Poldip2,ENSG00000004142,ortholog_one2one,95.1087,95.6522
Tnfsf15,ENSG00000181634,ortholog_one2one,66.5339,77.6892
Map1s,ENSG00000130479,ortholog_one2one,61.7564,68.8385
Rbfox1,ENSG00000078328,ortholog_one2one,96.4735,97.4811
Dnttip1,ENSG00000101457,ortholog_one2one,96.3526,97.5684
2010300C02Rik,ENSG00000196872,ortholog_one2one,63.5135,71.7256
Tc2n,ENSG00000165929,ortholog_one2one,87.551,92.0408
Ccnt1,ENSG00000129315,ortholog_one2one,89.9449,93.1129
Leng1,ENSG00000105617,ortholog_one2one,81.0606,89.3939
Eaf2,ENSG00000145088,ortholog_one2one,80.7692,88.8462
Rufy3,ENSG00000018189,ortholog_one2one,84.1936,88.2258
Snx17,ENSG00000115234,ortholog_one2one,98.5106,98.9362
Serac1,ENSG00000122335,ortholog_one2one,86.8502,93.2722
Fam210a,ENSG00000177150,ortholog_one2one,77.9412,86.0294
Mpg,ENSG00000103152,ortholog_one2one,70.6485,77.1331
Me2,ENSG00000196628,ortholog_one2one,97.9136,98.8077
Hmox1,ENSG00000100292,ortholog_one2one,81.9444,90.9722
Lamtor1,ENSG00000149357,ortholog_one2one,99.3789,99.3789
Adprhl1,ENSG00000153531,ortholog_one2one,40.0102,49.4154
Fbxo3,ENSG00000110429,ortholog_one2one,95.3291,97.6645
Fnip1,ENSG00000217128,ortholog_one2one,91.3379,95.1115
Pcdhb12,ENSG00000113209,ortholog_one2many,74.2138,85.0314
Cd82,ENSG00000085117,ortholog_one2one,76.4045,86.1423
D7Ertd715e,not found,,,
Mus81,ENSG00000172732,ortholog_one2one,81.4882,87.6588
Ank2,ENSG00000145362,ortholog_one2one,83.7756,88.653
Tlr4,ENSG00000136869,ortholog_one2one,66.6269,78.7843
Rad54l2,ENSG00000164080,ortholog_one2one,95.91,97.3415
Trpv2,ENSG00000187688,ortholog_one2one,80.6283,87.6963
Ensa,ENSG00000143420,ortholog_one2one,98.3471,99.1736
Ttpa,ENSG00000137561,ortholog_one2one,89.2086,93.8849
Egfl7,ENSG00000172889,ortholog_one2one,76.5568,83.1502
Ulbp1,not found,,,
Ccrl2,ENSG00000121797,ortholog_one2one,51.7442,63.3721
Hnrnph3,ENSG00000096746,ortholog_one2one,99.422,99.711
Dhtkd1,ENSG00000181192,ortholog_one2one,88.0305,93.4712
Slc2a12,ENSG00000146411,ortholog_one2one,84.1167,91.41
Scel,ENSG00000136155,ortholog_one2one,63.9535,74.7093
Akt3,ENSG00000117020,ortholog_one2one,99.5825,99.7912
Itch,ENSG00000078747,ortholog_one2one,95.9397,97.9118
Zfp873,not found,,,
Ppig,ENSG00000138398,ortholog_one2one,93.1034,96.4191
Ndufs1,ENSG00000023228,ortholog_one2one,94.0853,97.6616
Btbd9,ENSG00000183826,ortholog_one2one,95.7516,97.8758
Yipf1,ENSG00000058799,ortholog_one2one,87.5817,93.7908
Vdr,ENSG00000111424,ortholog_one2one,88.0562,92.9742
Hsd11b2,ENSG00000176387,ortholog_one2one,82.4691,88.1481
Dnm2,ENSG00000079805,ortholog_one2one,98.1609,99.0805
BC005537,ENSG00000112308,ortholog_one2one,100,100
Mfng,ENSG00000100060,ortholog_one2one,82.5545,88.785
Cuedc2,ENSG00000107874,ortholog_one2one,86.7596,90.2439
Pak6,ENSG00000137843,ortholog_one2one,92.6579,95.7416
Srgap3,ENSG00000196220,ortholog_one2one,98.6351,99.727
Arl10,ENSG00000175414,ortholog_one2one,87.2951,94.6721
Haus7,ENSG00000213397,ortholog_one2one,64.2458,75.419
Adarb2,ENSG00000185736,ortholog_one2one,83.6265,89.5805
Muc4,ENSG00000145113,ortholog_one2one,18.034,23.2631
Dgkz,ENSG00000149091,ortholog_one2one,92.0259,95.3664
Nup43,ENSG00000120253,ortholog_one2one,93.6842,97.1053
Ddi2,ENSG00000215695,ortholog_one2many,54.6191,65.6402
Fbp2,ENSG00000165457,ortholog_one2one,76.4706,84.3137
Zfp697,ENSG00000143067,ortholog_one2one,89.7248,93.211
Rfwd3,ENSG00000168411,ortholog_one2one,67.4419,78.0362
Smg7,ENSG00000116698,ortholog_one2one,91.5754,93.7658
Rbbp5,ENSG00000117222,ortholog_one2one,99.0706,99.2565
Cckar,ENSG00000163394,ortholog_one2one,90.4206,94.6262
Grrp1,ENSG00000197245,ortholog_one2one,86.7159,88.1919
Rras,ENSG00000126458,ortholog_one2one,94.4954,97.2477
Nav1,ENSG00000134369,ortholog_one2one,90.4806,92.3752
Bmi1,ENSG00000168283,ortholog_one2one,96.9325,98.773
Snx13,ENSG00000071189,ortholog_one2one,97.1787,98.8506
Meig1,ENSG00000197889,ortholog_one2one,87.5,96.5909
Rcbtb2,ENSG00000136161,ortholog_one2one,95.0998,97.0962
Rassf9,ENSG00000198774,ortholog_one2one,85.2874,91.2644
Slc9a7,ENSG00000065923,ortholog_one2one,95.3168,96.9697
Arhgdia,ENSG00000141522,ortholog_one2one,97.0588,99.5098
Gm9776,not found,,,
Chd7,ENSG00000170004,ortholog_one2one,96.25,97.5
Hyal3,ENSG00000186792,ortholog_one2one,77.9377,84.1727
Knstrn,ENSG00000128944,ortholog_one2one,67.7215,78.1646
Spdl1,ENSG00000040275,ortholog_one2one,73.8843,82.8099
Caps2,ENSG00000180881,ortholog_one2one,71.4542,82.2262
Dmc1,ENSG00000100206,ortholog_one2one,97.0588,98.8235
Emc1,ENSG00000127463,ortholog_one2one,93.3535,96.3746
6820431F20Rik,not found,,,
1810009A15Rik,ENSG00000278615,ortholog_one2one,81.3008,89.4309
Sox21,ENSG00000100146,ortholog_one2one,98.4979,98.927
Eral1,ENSG00000132591,ortholog_one2one,78.2609,86.0412
Ptger1,ENSG00000160951,ortholog_one2one,85.3234,89.0547
Acp6,ENSG00000162836,ortholog_one2one,75,87.1495
Tlr13,not found,,,
Lzts3,ENSG00000088899,ortholog_one2one,95.0966,96.4339
Phf7,ENSG00000010318,ortholog_one2one,67.979,74.0157
Jup,ENSG00000173801,ortholog_one2one,98.3893,99.3289
Mgst2,ENSG00000085871,ortholog_one2one,74.8299,88.4354
Cblc,ENSG00000142273,ortholog_one2one,70.8861,79.1139
Magt1,ENSG00000102158,ortholog_one2one,93.7313,95.8209
Marf1,ENSG00000166783,ortholog_one2one,86.1653,91.8484
Shroom1,ENSG00000164403,ortholog_one2one,57.7465,65.0235
Tbx6,ENSG00000149922,ortholog_one2one,83.7156,87.844
Fxyd5,not found,,,
Dhrs13,ENSG00000167536,ortholog_one2one,84.0849,90.7162
Bscl2,ENSG00000168000,ortholog_one2one,82.9004,87.8788
Poldip3,ENSG00000100227,ortholog_one2one,91.2114,94.5368
Mad1l1,ENSG00000002822,ortholog_one2one,80.7799,90.5293
Slc29a3,ENSG00000198246,ortholog_one2one,74.1053,83.7895
Alg2,ENSG00000119523,ortholog_one2one,80.5288,90.3846
Prkg1,ENSG00000185532,ortholog_one2one,99.5627,99.8542
Lamp1,ENSG00000185896,ortholog_one2one,66.9065,77.9377
Epor,ENSG00000187266,ortholog_one2one,81.2992,86.0236
1810032O08Rik,not found,,,
Ccdc171,ENSG00000164989,ortholog_one2one,86.9532,92.5339
Fgfr3,ENSG00000068078,ortholog_one2one,87.7171,90.9429
AI837181,ENSG00000175573,ortholog_one2one,93.5154,95.5631
Ppip5k1,ENSG00000168781,ortholog_one2one,86.7785,89.7315
Atp2b4,ENSG00000058668,ortholog_one2one,84.8133,91.9502
Wdr90,ENSG00000161996,ortholog_one2one,71.7963,79.9199
B4galt2,ENSG00000117411,ortholog_one2one,91.3979,95.6989
Parp16,ENSG00000138617,ortholog_one2one,90.3727,93.4783
Rap1b,ENSG00000127314,ortholog_one2one,100,100
Usp29,not found,,,
Arpc3,ENSG00000111229,ortholog_one2one,97.7528,100
9530091C08Rik,error - retries exceeded,,,
Syn1,ENSG00000008056,ortholog_one2one,96.3121,97.1631
Plk3,ENSG00000173846,ortholog_one2one,93.4985,95.9752
Mtmr6,ENSG00000139505,ortholog_one2one,90.1771,94.847
Bak1,ENSG00000030110,ortholog_one2one,76.7773,86.2559
Hacl1,ENSG00000182591,ortholog_one2one,82.8221,88.9571
Slc38a7,ENSG00000103042,ortholog_one2one,95.0216,97.619
Fbxl5,ENSG00000118564,ortholog_one2one,93.1983,96.2373
Pkig,ENSG00000168734,ortholog_one2one,90.7895,93.4211
Fktn,ENSG00000106692,ortholog_one2one,88.7202,93.9262
Tep1,not found,,,
Ankrd39,ENSG00000213337,ortholog_one2one,89.6175,93.4426
Pih1d2,ENSG00000150773,ortholog_one2one,72.381,84.7619
Psmc4,ENSG00000013275,ortholog_one2one,99.7608,99.7608
Herc6,ENSG00000138642,ortholog_one2one,65.6556,75.5382
Begain,ENSG00000183092,ortholog_one2one,84.1503,89.3791
Brinp1,ENSG00000078725,ortholog_one2one,98.6859,99.6058
Aldh1b1,ENSG00000137124,ortholog_one2one,94.0039,96.9052
Tmem88,ENSG00000167874,ortholog_one2one,88.6792,92.4528
Eif2s2,ENSG00000125977,ortholog_one2one,95.4955,98.1982
Supv3l1,ENSG00000156502,ortholog_one2one,87.659,92.6209
Frrs1,ENSG00000156869,ortholog_one2one,78.2095,86.6554
Cpsf2,ENSG00000165934,ortholog_one2one,97.954,99.6164
Tor4a,ENSG00000198113,ortholog_one2one,78.0142,84.3972
Kif16b,not found,,,
Dnajb13,ENSG00000187726,ortholog_one2one,89.8734,96.8354
Lpxn,ENSG00000110031,ortholog_one2one,84.9741,90.6736
2610034B18Rik,ENSG00000242498,ortholog_one2one,88.0531,90.708
Slc6a8,ENSG00000130821,ortholog_one2many,98.8976,99.0551
Slc6a8,ENSG00000273554,ortholog_one2many,94.4882,96.063
Hspb11,ENSG00000081870,ortholog_one2one,84.7222,93.75
Taf9,ENSG00000273841,ortholog_one2many,95.0758,96.9697
Eda,ENSG00000158813,ortholog_one2one,94.6292,94.8849
Cntrob,ENSG00000170037,ortholog_one2one,83.6102,88.7043
Mtmr3,ENSG00000100330,ortholog_one2one,87.4791,91.4023
Ptcd1,ENSG00000106246,ortholog_one2one,73.2857,82.4286
Gm16702,error - retries exceeded,,,
E030011O05Rik,error - retries exceeded,,,
Fam216a,ENSG00000204856,ortholog_one2one,60.8059,70.696
Zfp524,ENSG00000171443,ortholog_one2one,79.5455,85.2273
Dcp2,ENSG00000172795,ortholog_one2one,92.8571,95.9524
D130020L05Rik,not found,,,
Bicc1,ENSG00000122870,ortholog_one2one,92.5051,95.7906
Ppp2r5c,ENSG00000078304,ortholog_one2one,83.9378,85.6649
Csde1,ENSG00000009307,ortholog_one2one,98.4962,99.1228
9930111J21Rik2,not found,,,
Ripk1,ENSG00000137275,ortholog_one2one,69.8957,80.924
Sirt2,ENSG00000068903,ortholog_one2one,87.6607,94.6015
Dse,ENSG00000111817,ortholog_one2one,93.737,97.286
Nup205,ENSG00000155561,ortholog_one2one,92.9921,96.4215
Wdr4,ENSG00000160193,ortholog_one2one,74.0291,82.0388
Gon4l,ENSG00000163374,ortholog_one2many,71.6,82.4
Gon4l,ENSG00000116580,ortholog_one2many,75.2789,84.6497
Mettl10,ENSG00000203791,ortholog_one2one,61.1684,67.6976
Map3k5,ENSG00000197442,ortholog_one2one,94.687,96.2882
Lrrk2,ENSG00000188906,ortholog_one2one,86.6245,93.1935
Tbrg4,ENSG00000136270,ortholog_one2one,75.5943,85.2615
Zranb2,ENSG00000132485,ortholog_one2one,96.3636,96.9697
Snrk,ENSG00000163788,ortholog_one2one,89.4118,92.549
Hepacam2,ENSG00000188175,ortholog_one2one,85.4978,92.2078
L1cam,ENSG00000198910,ortholog_one2one,88.385,93.7152
Traf2,ENSG00000127191,ortholog_one2one,86.8263,92.2156
Fcna,not found,,,
Ankrd29,ENSG00000154065,ortholog_one2one,96.0133,98.3389
Ccdc166,not found,,,
Echs1,ENSG00000127884,ortholog_one2one,87.5862,92.7586
Serpinb9,ENSG00000170542,ortholog_one2many,68.883,82.4468
Tfdp1,ENSG00000198176,ortholog_one2one,94.8781,97.8049
Exd2,ENSG00000081177,ortholog_one2one,85.8293,92.5926
Als2,ENSG00000003393,ortholog_one2one,91.9734,95.6548
Klrg2,ENSG00000188883,ortholog_one2one,58.1907,65.7702
Chchd7,ENSG00000170791,ortholog_one2one,82.3529,94.1176
Rin1,ENSG00000174791,ortholog_one2one,79.1826,85.3129
Amz2,ENSG00000196704,ortholog_one2one,79.1667,89.4444
Nle1,ENSG00000073536,ortholog_one2one,95.2577,97.9381
Ginm1,ENSG00000055211,ortholog_one2one,72.4242,82.1212
Igsf9,ENSG00000085552,ortholog_one2one,87.7863,92.0271
Grap2,ENSG00000100351,ortholog_one2one,86.0606,90
Cmtm7,ENSG00000153551,ortholog_one2one,79.4286,87.4286
Dad1,ENSG00000129562,ortholog_one2one,100,100
Mical1,ENSG00000135596,ortholog_one2one,78.538,85.7544
Dstn,ENSG00000125868,ortholog_one2one,95.7576,96.3636
Glb1,ENSG00000170266,ortholog_one2one,72.969,82.127
Hr,ENSG00000168453,ortholog_one2one,79.5627,85.45
Dram2,ENSG00000156171,ortholog_one2one,86.0902,93.2331
Mgrn1,ENSG00000102858,ortholog_one2one,85.2431,89.0625
Orai2,ENSG00000160991,ortholog_one2one,95.2756,97.2441
Abcf3,ENSG00000161204,ortholog_one2one,96.756,98.7306
Hddc3,ENSG00000184508,ortholog_one2one,94.9721,97.2067
Nkiras2,ENSG00000168256,ortholog_one2one,98.9529,100
Ugdh,ENSG00000109814,ortholog_one2one,97.7733,99.1903
Hfe2,ENSG00000168509,ortholog_one2one,87.0892,89.4366
Rnf169,ENSG00000166439,ortholog_one2one,78.5311,84.322
Spag6,ENSG00000077327,ortholog_one2many,91.3556,95.6778
Ik,not found,,,
St6galnac3,ENSG00000184005,ortholog_one2one,85.2459,92.7869
Dnah11,ENSG00000105877,ortholog_one2one,84.3224,91.2976
Ube2l6,ENSG00000156587,ortholog_one2one,76.4706,86.9281
Zdhhc24,ENSG00000174165,ortholog_one2one,87.3239,91.9014
Mon1a,ENSG00000164077,ortholog_one2one,94.2342,96.036
Nos2,ENSG00000188425,ortholog_one2one,74.6377,81.1594
Ccdc103,ENSG00000167131,ortholog_one2one,78.5124,84.7107
Stradb,ENSG00000082146,ortholog_one2one,90.9091,95.6938
Ppp1r2,ENSG00000184203,ortholog_one2many,84.3902,90.7317
Ppp1r2,ENSG00000231989,ortholog_one2many,82.439,89.2683
Bves,ENSG00000112276,ortholog_one2one,87.2222,92.7778
Col4a2,ENSG00000134871,ortholog_one2one,83.5864,89.0771
Nedd9,ENSG00000111859,ortholog_one2one,88.6091,92.6859
Stx1b,ENSG00000099365,ortholog_one2one,100,100
9530053A07Rik,not found,,,
Gle1,ENSG00000119392,ortholog_one2one,82.6648,89.3983
Tgfbr2,ENSG00000163513,ortholog_one2one,92.0635,96.649
Gpr141,ENSG00000187037,ortholog_one2one,80.9836,88.8525
Ccdc25,ENSG00000147419,ortholog_one2one,95.6731,98.0769
Trim67,ENSG00000119283,ortholog_one2one,92.0817,93.742
Psma2,ENSG00000106588,ortholog_one2one,99.5726,100
Cdca4,ENSG00000170779,ortholog_one2one,73.029,77.5934
Lsm11,ENSG00000155858,ortholog_one2one,88.6111,90.8333
Ppp1r9a,ENSG00000158528,ortholog_one2one,81.441,86.0262
Erbb2ip,ENSG00000112851,ortholog_one2one,88.8102,93.2011
Gm13251,ENSG00000196378,ortholog_one2many,41.0019,55.102
Tpm1,ENSG00000140416,ortholog_one2one,91.5493,95.4225
Hhat,ENSG00000054392,ortholog_one2one,83.57,90.2637
Insig2,ENSG00000125629,ortholog_one2one,96.8889,98.2222
Cep68,ENSG00000011523,ortholog_one2one,60.1057,70.2774
Ccdc121,not found,,,
Map2k3os,not found,,,
Kctd7,ENSG00000243335,ortholog_one2one,97.2318,97.9239
Slain2,ENSG00000109171,ortholog_one2one,93.9759,96.7298
Ncapd3,ENSG00000151503,ortholog_one2one,74.1656,84.2457
Tlr5,ENSG00000187554,ortholog_one2one,72.2611,81.8182
Dlg5,ENSG00000151208,ortholog_one2one,91.9229,95.3622
BC029214,error - retries exceeded,,,
Cyc1,ENSG00000179091,ortholog_one2one,90.4615,94.1538
Cdh1,ENSG00000039068,ortholog_one2one,81.0658,88.0952
Coil,ENSG00000121058,ortholog_one2one,65.7986,77.0833
Nsf,ENSG00000073969,ortholog_one2one,98.1183,99.7312
Rhbdd2,ENSG00000005486,ortholog_one2one,87.3626,93.956
Sap30l,ENSG00000164576,ortholog_one2one,96.7213,97.2678
Poll,ENSG00000166169,ortholog_one2one,82.2609,88.1739
Brap,ENSG00000089234,ortholog_one2one,90.8784,95.2703
Sik1,ENSG00000142178,ortholog_one2one,81.2261,85.9515
4921507P07Rik,ENSG00000153790,ortholog_one2one,73.7288,85.5932
Tnfaip8l1,ENSG00000185361,ortholog_one2one,81.7204,90.8602
Tmem55b,ENSG00000165782,ortholog_one2one,97.1119,97.8339
Pvt1,not found,,,
Atp8b2,ENSG00000143515,ortholog_one2one,97.0588,98.9076
Vwa8,ENSG00000102763,ortholog_one2one,86.0892,93.8583
Abhd14a,ENSG00000248487,ortholog_one2one,73.4317,78.2288
Trmt112,ENSG00000173113,ortholog_one2one,80.8,90.4
Ngef,ENSG00000066248,ortholog_one2one,86.338,91.4084
Tiprl,ENSG00000143155,ortholog_one2one,96.6912,98.1618
Ap3s1,ENSG00000177879,ortholog_one2one,100,100
Fbxl12os,not found,,,
Trim44,ENSG00000166326,ortholog_one2one,90.1163,93.6047
Cyb5r3,ENSG00000100243,ortholog_one2one,68.7708,77.7409
Ticam1,ENSG00000127666,ortholog_one2one,55.7584,67.6966
Ncor1,ENSG00000141027,ortholog_one2one,90.9016,94.1803
Pcm1,ENSG00000078674,ortholog_one2one,88.3399,93.083
Gcn1l1,ENSG00000089154,ortholog_one2one,94.0097,97.3044
Gtf2h4,ENSG00000213780,ortholog_one2one,98.9177,99.3506
Ppp1r7,not found,,,
Cblb,ENSG00000114423,ortholog_one2one,95.2139,97.1487
Wnk1,ENSG00000060237,ortholog_one2one,80.2267,83.7112
Spag7,ENSG00000091640,ortholog_one2one,96.9163,98.6784
Abcd1,ENSG00000101986,ortholog_one2one,90.604,93.0201
Atp8b5,not found,,,
Dcaf5,ENSG00000139990,ortholog_one2one,91.0828,93.949
Btbd3,ENSG00000132640,ortholog_one2one,96.9349,97.8927
1810013L24Rik,ENSG00000182831,ortholog_one2one,98.5455,99.2727
1110051M20Rik,ENSG00000149179,ortholog_one2one,92.7492,96.0725
Atp6v0e,ENSG00000113732,ortholog_one2one,66.6667,74.0741
Reep6,not found,,,
Ppp1r1b,ENSG00000131771,ortholog_one2one,82.8431,88.2353
