gene,dai_34276789,hamvas_30342483li_26030808,luo_36514862,luo_36514862,ambalavanan_25449221,hadchoul,torgerson_30113228,wang_23897914,ahmed_37839510,zasada_31445514,zasada_31445514,bharracharya_22723293,da_paepe_20718599,fulton_30459472,gong_32412065,pietrzyk_24194948,pietrzyk_24194948,pietrzyk_24194948,pietrzyk_24194948,shen_33093882,windhorst_37090732,bhattacharya_33552042,oji_mmuo_33177681,siddiah_37123538,tsotakos_35947545,yuon_chou_37507442,yuon_chou_37507442,yuon_chou_37507442,yuon_chou_37507442,yuon_chou_37507442,zasada_31445514,maic_score,contributors
YBX1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227065745,0,0,1.227065745,RNASEQ: Yuon_chou_37507442_deg_cord
DSEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226964471,0,0,1.226964471,RNASEQ: Yuon_chou_37507442_deg_cord
ACADS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226923963,0,0,1.226923963,RNASEQ: Yuon_chou_37507442_deg_cord
SSTR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226903709,0,0,1.226903709,RNASEQ: Yuon_chou_37507442_deg_cord
TRUB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226842948,0,0,1.226842948,RNASEQ: Yuon_chou_37507442_deg_cord
RPL7L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226822694,0,0,1.226822694,RNASEQ: Yuon_chou_37507442_deg_cord
BICRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226802441,0,0,1.226802441,RNASEQ: Yuon_chou_37507442_deg_cord
ZNF510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226782188,0,0,1.226782188,RNASEQ: Yuon_chou_37507442_deg_cord
ADH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226761935,0,0,1.226761935,RNASEQ: Yuon_chou_37507442_deg_cord
SLMAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226741682,0,0,1.226741682,RNASEQ: Yuon_chou_37507442_deg_cord
TBCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143642564,1.22672143,0,0,1.22672143,RNASEQ: Yuon_chou_37507442_deg_cord
AL365272.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226701177,0,0,1.226701177,RNASEQ: Yuon_chou_37507442_deg_cord
CPNE3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226680925,0,0,1.226680925,RNASEQ: Yuon_chou_37507442_deg_cord
GMPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15009233,0,1.226660673,0,0,1.226660673,RNASEQ: Yuon_chou_37507442_deg_cord
SLC9A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226620169,0,0,1.226620169,RNASEQ: Yuon_chou_37507442_deg_cord
LINC01133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226579665,0,0,1.226579665,RNASEQ: Yuon_chou_37507442_deg_cord
CACNA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149768345,1.226559414,0,0,1.226559414,RNASEQ: Yuon_chou_37507442_deg_cord
SNX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226539162,0,0,1.226539162,RNASEQ: Yuon_chou_37507442_deg_cord
AC020763.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226518911,0,0,1.226518911,RNASEQ: Yuon_chou_37507442_deg_cord
TASOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22649866,0,0,1.22649866,RNASEQ: Yuon_chou_37507442_deg_cord
CCR12P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226478409,0,0,1.226478409,RNASEQ: Yuon_chou_37507442_deg_cord
CDT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226458158,0,0,1.226458158,RNASEQ: Yuon_chou_37507442_deg_cord
TRAV10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226437907,0,0,1.226437907,RNASEQ: Yuon_chou_37507442_deg_cord
APLP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226397406,0,0,1.226397406,RNASEQ: Yuon_chou_37507442_deg_cord
YWHAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226377155,0,0,1.226377155,RNASEQ: Yuon_chou_37507442_deg_cord
BATF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226356905,0,0,1.226356905,RNASEQ: Yuon_chou_37507442_deg_cord
LCMT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226316405,0,0,1.226316405,RNASEQ: Yuon_chou_37507442_deg_cord
ENSG00000249592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226275905,0,0,1.226275905,RNASEQ: Yuon_chou_37507442_deg_cord
MAP3K10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226255655,0,0,1.226255655,RNASEQ: Yuon_chou_37507442_deg_cord
EEF1A1P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226235405,0,0,1.226235405,RNASEQ: Yuon_chou_37507442_deg_cord
AL590064.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226194907,0,0,1.226194907,RNASEQ: Yuon_chou_37507442_deg_cord
ZFP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226174657,0,0,1.226174657,RNASEQ: Yuon_chou_37507442_deg_cord
ADGRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162391035,0,1.226154408,0,0,1.226154408,RNASEQ: Yuon_chou_37507442_deg_cord
SDHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226134159,0,0,1.226134159,RNASEQ: Yuon_chou_37507442_deg_cord
WEE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143767873,1.22611391,0,0,1.22611391,RNASEQ: Yuon_chou_37507442_deg_cord
AC011497.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226093661,0,0,1.226093661,RNASEQ: Yuon_chou_37507442_deg_cord
AC092692.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226073412,0,0,1.226073412,RNASEQ: Yuon_chou_37507442_deg_cord
PRRT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226053163,0,0,1.226053163,RNASEQ: Yuon_chou_37507442_deg_cord
CMBL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226032915,0,0,1.226032915,RNASEQ: Yuon_chou_37507442_deg_cord
TEAD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226012666,0,0,1.226012666,RNASEQ: Yuon_chou_37507442_deg_cord
MIR1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225972169,0,0,1.225972169,RNASEQ: Yuon_chou_37507442_deg_cord
SPG21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225951921,0,0,1.225951921,RNASEQ: Yuon_chou_37507442_deg_cord
REEP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225931673,0,0,1.225931673,RNASEQ: Yuon_chou_37507442_deg_cord
AQP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225911425,0,0,1.225911425,RNASEQ: Yuon_chou_37507442_deg_cord
MYO7A,0,1.225910338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910338,EXOMESEQ: Hamvas_30342483
ZDHHC7,0,1.225910288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910288,EXOMESEQ: Hamvas_30342483
TAS2R4,0,1.225910278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910278,EXOMESEQ: Hamvas_30342483
TAS2R5,0,1.225910268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910268,EXOMESEQ: Hamvas_30342483
ADCY2,0,1.225910218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910218,EXOMESEQ: Hamvas_30342483
EIF2B5,0,1.225910208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910208,EXOMESEQ: Hamvas_30342483
ATP9A,0,1.225910158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910158,EXOMESEQ: Hamvas_30342483
UCP3,0,1.225910148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910148,EXOMESEQ: Hamvas_30342483
C11orf68,0,1.225910138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910138,EXOMESEQ: Hamvas_30342483
AOC3,0,1.225910108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910108,EXOMESEQ: Hamvas_30342483
CNGA1,0,1.225910098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910098,EXOMESEQ: Hamvas_30342483
none,0,1.225910088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910088,EXOMESEQ: Hamvas_30342483
GRIK4,0,1.225910078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910078,EXOMESEQ: Hamvas_30342483
AKAP13,0,1.225910068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910068,EXOMESEQ: Hamvas_30342483
PPFIA1,0,1.225910048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910048,EXOMESEQ: Hamvas_30342483
TAS2R3,0,1.225910038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910038,EXOMESEQ: Hamvas_30342483
WFS1,0,1.225910028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910028,EXOMESEQ: Hamvas_30342483
DMXL1,0,1.225910018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910018,EXOMESEQ: Hamvas_30342483
CCDC69,0,1.225910008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225910008,EXOMESEQ: Hamvas_30342483
EFTUD2,0,1.225909998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225909998,EXOMESEQ: Hamvas_30342483
MYO19,0,1.225909988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225909988,EXOMESEQ: Hamvas_30342483
OR51A7,0,1.225909978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225909978,EXOMESEQ: Hamvas_30342483
CNOT1,0,1.225909968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225909968,EXOMESEQ: Hamvas_30342483
BCAR1,0,1.225909958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225909958,EXOMESEQ: Hamvas_30342483
FBN3,0,1.225909948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225909948,EXOMESEQ: Hamvas_30342483
MROH5,0,1.225909938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225909938,EXOMESEQ: Hamvas_30342483
VNN2,0,1.225909928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225909928,EXOMESEQ: Hamvas_30342483
PSMF1,0,1.225909888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225909888,EXOMESEQ: Hamvas_30342483
AC103858.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225891177,0,0,1.225891177,RNASEQ: Yuon_chou_37507442_deg_cord
ANGPT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225870929,0,0,1.225870929,RNASEQ: Yuon_chou_37507442_deg_cord
DNAJC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.157415995,0,1.225850681,0,0,1.225850681,RNASEQ: Yuon_chou_37507442_deg_cord
FADS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225830434,0,0,1.225830434,RNASEQ: Yuon_chou_37507442_deg_cord
SHMT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225810186,0,0,1.225810186,RNASEQ: Yuon_chou_37507442_deg_cord
FOXP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225789938,0,0,1.225789938,RNASEQ: Yuon_chou_37507442_deg_cord
ZBTB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225769691,0,0,1.225769691,RNASEQ: Yuon_chou_37507442_deg_cord
GNPDA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225749444,0,0,1.225749444,RNASEQ: Yuon_chou_37507442_deg_cord
SENP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225729196,0,0,1.225729196,RNASEQ: Yuon_chou_37507442_deg_cord
ENSG00000245025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225708949,0,0,1.225708949,RNASEQ: Yuon_chou_37507442_deg_cord
SMC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225688702,0,0,1.225688702,RNASEQ: Yuon_chou_37507442_deg_cord
PIK3R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156721509,0,1.225668455,0,0,1.225668455,RNASEQ: Yuon_chou_37507442_deg_cord
G0S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225648208,0,0,1.225648208,RNASEQ: Yuon_chou_37507442_deg_cord
KCNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225627961,0,0,1.225627961,RNASEQ: Yuon_chou_37507442_deg_cord
HCG17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225607714,0,0,1.225607714,RNASEQ: Yuon_chou_37507442_deg_cord
RECQL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225587467,0,0,1.225587467,RNASEQ: Yuon_chou_37507442_deg_cord
ENSG00000289532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225567221,0,0,1.225567221,RNASEQ: Yuon_chou_37507442_deg_cord
RFX6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225560966,0,0,0,1.225560966,RNASEQ: Yuon_chou_37507442_cpg_day28
DOC2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225546974,0,0,1.225546974,RNASEQ: Yuon_chou_37507442_deg_cord
RN7SL760P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225526728,0,0,1.225526728,RNASEQ: Yuon_chou_37507442_deg_cord
ENSG00000288863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225506481,0,0,1.225506481,RNASEQ: Yuon_chou_37507442_deg_cord
SATB1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225486235,0,0,1.225486235,RNASEQ: Yuon_chou_37507442_deg_cord
ENSG00000288779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225465988,0,0,1.225465988,RNASEQ: Yuon_chou_37507442_deg_cord
TPM3P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225445742,0,0,1.225445742,RNASEQ: Yuon_chou_37507442_deg_cord
C22orf39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143823242,1.22540525,0,0,1.22540525,RNASEQ: Yuon_chou_37507442_deg_cord
TRIM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225385004,0,0,1.225385004,RNASEQ: Yuon_chou_37507442_deg_cord
GPR174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225364758,0,0,1.225364758,RNASEQ: Yuon_chou_37507442_deg_cord
RBP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225344512,0,0,1.225344512,RNASEQ: Yuon_chou_37507442_deg_cord
ENSG00000205485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22530402,0,0,1.22530402,RNASEQ: Yuon_chou_37507442_deg_cord
ZNF75A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225283775,0,0,1.225283775,RNASEQ: Yuon_chou_37507442_deg_cord
ZNF121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225263529,0,0,1.225263529,RNASEQ: Yuon_chou_37507442_deg_cord
AC027449.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225243283,0,0,1.225243283,RNASEQ: Yuon_chou_37507442_deg_cord
MFSD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225202792,0,0,1.225202792,RNASEQ: Yuon_chou_37507442_deg_cord
PDCD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225162302,0,0,1.225162302,RNASEQ: Yuon_chou_37507442_deg_cord
LINC00954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225101566,0,0,1.225101566,RNASEQ: Yuon_chou_37507442_deg_cord
ZDBF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225081321,0,0,1.225081321,RNASEQ: Yuon_chou_37507442_deg_cord
PHB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225061076,0,0,1.225061076,RNASEQ: Yuon_chou_37507442_deg_cord
ACAP2-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225040831,0,0,1.225040831,RNASEQ: Yuon_chou_37507442_deg_cord
EPB41L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.157163454,0,1.225020586,0,0,1.225020586,RNASEQ: Yuon_chou_37507442_deg_cord
STXBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225000341,0,0,1.225000341,RNASEQ: Yuon_chou_37507442_deg_cord
AC073861.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224980096,0,0,1.224980096,RNASEQ: Yuon_chou_37507442_deg_cord
TINF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224959851,0,0,1.224959851,RNASEQ: Yuon_chou_37507442_deg_cord
ME3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224939607,0,0,1.224939607,RNASEQ: Yuon_chou_37507442_deg_cord
GPAT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224919362,0,0,1.224919362,RNASEQ: Yuon_chou_37507442_deg_cord
FRAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224899117,0,0,1.224899117,RNASEQ: Yuon_chou_37507442_deg_cord
TNK2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224878873,0,0,1.224878873,RNASEQ: Yuon_chou_37507442_deg_cord
GSAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224858628,0,0,1.224858628,RNASEQ: Yuon_chou_37507442_deg_cord
NINJ2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224838384,0,0,1.224838384,RNASEQ: Yuon_chou_37507442_deg_cord
ST7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224797895,0,0,1.224797895,RNASEQ: Yuon_chou_37507442_deg_cord
CTCF-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163628482,0,1.224777651,0,0,1.224777651,RNASEQ: Yuon_chou_37507442_deg_cord
ALG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224757406,0,0,1.224757406,RNASEQ: Yuon_chou_37507442_deg_cord
SRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224737162,0,0,1.224737162,RNASEQ: Yuon_chou_37507442_deg_cord
TSBP1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224716918,0,0,1.224716918,RNASEQ: Yuon_chou_37507442_deg_cord
DSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224615697,0,0,1.224615697,RNASEQ: Yuon_chou_37507442_deg_cord
CCDC92B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224595454,0,0,1.224595454,RNASEQ: Yuon_chou_37507442_deg_cord
ZNF853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22457521,0,0,1.22457521,RNASEQ: Yuon_chou_37507442_deg_cord
B4GALNT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224554966,0,0,1.224554966,RNASEQ: Yuon_chou_37507442_deg_cord
TREML4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224514478,0,0,1.224514478,RNASEQ: Yuon_chou_37507442_deg_cord
EPHX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224494235,0,0,1.224494235,RNASEQ: Yuon_chou_37507442_deg_cord
STK24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.145837275,1.224433504,0,0,1.224433504,RNASEQ: Yuon_chou_37507442_deg_cord
LINC01485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22441326,0,0,1.22441326,RNASEQ: Yuon_chou_37507442_deg_cord
