gene,Nichols_24571919,Chen28689251,Bao_27137150,Bhaskaran_22911455,Chao27770432,Denervaud_26353077_down_ranked,Denervaud_26353077_up_ranked,Natarajan_28851267_down,Natarajan_28851267_up,Revhaug_31454811_down_ranked,Revhaug_31454811_up_ranked,Shrestha_33446917_down_,Shrestha_33446917_up,Al_mudares_37368978_female,Al_mudares_37368978_male,Bhattacharya_25150062,Cheng_31961470,Coarfa_28818871_female_down_day21_ranked,Coarfa_28818871_female_down_day7_ranked,Coarfa_28818871_female_up_day21_ranked,Coarfa_28818871_female_up_day7_ranked,Coarfa_28818871_male_down_day21,Coarfa_28818871_male_down_day7,Coarfa_28818871_male_up_day21,Coarfa_28818871_male_up_day7,Dong_36157523,Dravet_gounot_29287116_p21,Nitkin_32753701_24hr_unranked,Nitkin_32753701_6hr_unranked,Rao_37310763_ranked,x_dravet_gounot_29287116_p10,Hurskainen_33692365_endothelial,Hurskainen_33692365_epithelial,Hurskainen_33692365_stroma,Scaffa_34417156_ranked,maic_score,contributors
TXNDC17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379267884,1.379267884,SCRNASEQ: Scaffa_34417156_ranked
PHPT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314469711,1.313683712,1.31395643,1.379249127,1.379249127,SCRNASEQ: Scaffa_34417156_ranked
EIF1AY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379230369,1.379230369,SCRNASEQ: Scaffa_34417156_ranked
LGALS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379201467,0,0,0,0,0,1.379201467,RNASEQ: Rao_37310763_ranked
KHDRBS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379174098,1.379174098,SCRNASEQ: Scaffa_34417156_ranked
TMEM256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37915534,1.37915534,SCRNASEQ: Scaffa_34417156_ranked
PSMB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379136583,1.379136583,SCRNASEQ: Scaffa_34417156_ranked
SSR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379117826,1.379117826,SCRNASEQ: Scaffa_34417156_ranked
CHD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379099069,1.379099069,SCRNASEQ: Scaffa_34417156_ranked
PSMB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379080311,1.379080311,SCRNASEQ: Scaffa_34417156_ranked
LY6G6E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379075778,0,0,0,0,0,1.379075778,RNASEQ: Rao_37310763_ranked
CDK2AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37902404,1.37902404,SCRNASEQ: Scaffa_34417156_ranked
FIS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.379005282,1.379005282,SCRNASEQ: Scaffa_34417156_ranked
PDXP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378986525,1.378986525,SCRNASEQ: Scaffa_34417156_ranked
CLK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322274816,1.321864557,1.323583348,1.378967768,1.378967768,SCRNASEQ: Scaffa_34417156_ranked
MAP1LC3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306550385,1.305580873,1.30430738,1.378930253,1.378930253,SCRNASEQ: Scaffa_34417156_ranked
SRSF11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378911496,1.378911496,SCRNASEQ: Scaffa_34417156_ranked
RAB14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312889653,1.312074845,1.312053177,1.378873981,1.378873981,SCRNASEQ: Scaffa_34417156_ranked
NDUFAB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378855224,1.378855224,SCRNASEQ: Scaffa_34417156_ranked
NISCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378836467,1.378836467,SCRNASEQ: Scaffa_34417156_ranked
HS2ST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37881771,1.37881771,SCRNASEQ: Scaffa_34417156_ranked
PTOV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378780195,1.378780195,SCRNASEQ: Scaffa_34417156_ranked
NAV2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378761438,1.378761438,SCRNASEQ: Scaffa_34417156_ranked
SMIM41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378723923,1.378723923,SCRNASEQ: Scaffa_34417156_ranked
CBX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378705166,1.378705166,SCRNASEQ: Scaffa_34417156_ranked
DCP1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378701334,0,0,0,0,0,1.378701334,RNASEQ: Rao_37310763_ranked
LAMC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318343708,1.317691254,1.318736693,1.378667652,1.378667652,SCRNASEQ: Scaffa_34417156_ranked
GTF2H5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378648894,1.378648894,SCRNASEQ: Scaffa_34417156_ranked
C19orf53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378630137,1.378630137,SCRNASEQ: Scaffa_34417156_ranked
SUMO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322122521,1.321718297,1.323395236,1.378592622,1.378592622,SCRNASEQ: Scaffa_34417156_ranked
COTL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378573865,1.378573865,SCRNASEQ: Scaffa_34417156_ranked
ARAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378536351,1.378536351,SCRNASEQ: Scaffa_34417156_ranked
RER1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378517593,1.378517593,SCRNASEQ: Scaffa_34417156_ranked
DUSP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378498836,1.378498836,SCRNASEQ: Scaffa_34417156_ranked
LOC102639811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378480079,1.378480079,SCRNASEQ: Scaffa_34417156_ranked
NEXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378461322,1.378461322,SCRNASEQ: Scaffa_34417156_ranked
FXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378453875,0,0,0,0,0,1.378453875,RNASEQ: Rao_37310763_ranked
MATR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378442564,1.378442564,SCRNASEQ: Scaffa_34417156_ranked
CPED1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37840505,1.37840505,SCRNASEQ: Scaffa_34417156_ranked
SH3BGRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378367535,1.378367535,SCRNASEQ: Scaffa_34417156_ranked
ENAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31634484,1.315653355,1.316213776,1.378348778,1.378348778,SCRNASEQ: Scaffa_34417156_ranked
LANCL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378330791,0,0,0,0,0,1.378330791,RNASEQ: Rao_37310763_ranked
RBBP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378330021,1.378330021,SCRNASEQ: Scaffa_34417156_ranked
CCT6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378311264,1.378311264,SCRNASEQ: Scaffa_34417156_ranked
CHD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378273749,1.378273749,SCRNASEQ: Scaffa_34417156_ranked
ARHGAP21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314983706,1.314239502,1.314576093,1.378236234,1.378236234,SCRNASEQ: Scaffa_34417156_ranked
NOP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309824722,1.308954618,1.308313064,1.378217477,1.378217477,SCRNASEQ: Scaffa_34417156_ranked
ARID1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378208136,0,0,0,0,0,1.378208136,RNASEQ: Rao_37310763_ranked
TMEM167A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37819872,1.37819872,SCRNASEQ: Scaffa_34417156_ranked
RSRC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378179963,1.378179963,SCRNASEQ: Scaffa_34417156_ranked
ARHGAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378161205,1.378161205,SCRNASEQ: Scaffa_34417156_ranked
FDX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378142448,1.378142448,SCRNASEQ: Scaffa_34417156_ranked
MLF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378104934,1.378104934,SCRNASEQ: Scaffa_34417156_ranked
ATP6V1G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378086176,1.378086176,SCRNASEQ: Scaffa_34417156_ranked
ZC3H12A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378085909,0,0,0,0,0,1.378085909,RNASEQ: Rao_37310763_ranked
CKAP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378048662,1.378048662,SCRNASEQ: Scaffa_34417156_ranked
MDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378011147,1.378011147,SCRNASEQ: Scaffa_34417156_ranked
NDUFA12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37799239,1.37799239,SCRNASEQ: Scaffa_34417156_ranked
CETN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377973633,1.377973633,SCRNASEQ: Scaffa_34417156_ranked
TUT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377936118,1.377936118,SCRNASEQ: Scaffa_34417156_ranked
COL5A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322712663,1.322332591,1.324114489,1.377917361,1.377917361,SCRNASEQ: Scaffa_34417156_ranked
RPS25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377879846,1.377879846,SCRNASEQ: Scaffa_34417156_ranked
PCBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377861089,1.377861089,SCRNASEQ: Scaffa_34417156_ranked
CAPRIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31019594,1.309295893,1.308777811,1.377842332,1.377842332,SCRNASEQ: Scaffa_34417156_ranked
RNF187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377823575,1.377823575,SCRNASEQ: Scaffa_34417156_ranked
AAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321589489,1.321123503,1.32270918,1.377804817,1.377804817,SCRNASEQ: Scaffa_34417156_ranked
PLS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37778606,1.37778606,SCRNASEQ: Scaffa_34417156_ranked
PHF14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377767303,1.377767303,SCRNASEQ: Scaffa_34417156_ranked
SRRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377748546,1.377748546,SCRNASEQ: Scaffa_34417156_ranked
MEOX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377729788,1.377729788,SCRNASEQ: Scaffa_34417156_ranked
BRSK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377721776,0,0,0,0,0,1.377721776,RNASEQ: Rao_37310763_ranked
CHMP2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377711031,1.377711031,SCRNASEQ: Scaffa_34417156_ranked
NT5DC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377692274,1.377692274,SCRNASEQ: Scaffa_34417156_ranked
PSMB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377673517,1.377673517,SCRNASEQ: Scaffa_34417156_ranked
RPL23A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377654759,1.377654759,SCRNASEQ: Scaffa_34417156_ranked
DDB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377636002,1.377636002,SCRNASEQ: Scaffa_34417156_ranked
MAP2K7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377601244,0,0,0,0,0,1.377601244,RNASEQ: Rao_37310763_ranked
ANKRD11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377598487,1.377598487,SCRNASEQ: Scaffa_34417156_ranked
FAM171A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315649995,1.314941554,1.315406,1.37757973,1.37757973,SCRNASEQ: Scaffa_34417156_ranked
SEC62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377560973,1.377560973,SCRNASEQ: Scaffa_34417156_ranked
NDUFB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322227224,1.321815804,1.323528021,1.377485944,1.377485944,SCRNASEQ: Scaffa_34417156_ranked
AKAP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377467187,1.377467187,SCRNASEQ: Scaffa_34417156_ranked
PSMD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377448429,1.377448429,SCRNASEQ: Scaffa_34417156_ranked
SELENOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377429672,1.377429672,SCRNASEQ: Scaffa_34417156_ranked
PLK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377410915,1.377410915,SCRNASEQ: Scaffa_34417156_ranked
NAP1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3773734,1.3773734,SCRNASEQ: Scaffa_34417156_ranked
CD300LD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377361437,0,0,0,0,0,1.377361437,RNASEQ: Rao_37310763_ranked
THRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377354643,1.377354643,SCRNASEQ: Scaffa_34417156_ranked
DYNLRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306559904,1.305590623,1.304318446,1.377335886,1.377335886,SCRNASEQ: Scaffa_34417156_ranked
NDUFV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377317129,1.377317129,SCRNASEQ: Scaffa_34417156_ranked
TOP2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377279614,1.377279614,SCRNASEQ: Scaffa_34417156_ranked
HNRNPDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377260857,1.377260857,SCRNASEQ: Scaffa_34417156_ranked
KIF5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37716707,1.37716707,SCRNASEQ: Scaffa_34417156_ranked
HIF1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377148313,1.377148313,SCRNASEQ: Scaffa_34417156_ranked
PPP1R3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377110799,1.377110799,SCRNASEQ: Scaffa_34417156_ranked
FUBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377092041,1.377092041,SCRNASEQ: Scaffa_34417156_ranked
GYG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377073284,1.377073284,SCRNASEQ: Scaffa_34417156_ranked
PNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37703577,1.37703577,SCRNASEQ: Scaffa_34417156_ranked
SCP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377017012,1.377017012,SCRNASEQ: Scaffa_34417156_ranked
BRF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377004851,0,0,0,0,0,1.377004851,RNASEQ: Rao_37310763_ranked
KCNQ1OT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376998255,1.376998255,SCRNASEQ: Scaffa_34417156_ranked
CUL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376923226,1.376923226,SCRNASEQ: Scaffa_34417156_ranked
LENG8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376886816,0,0,0,0,0,1.376886816,RNASEQ: Rao_37310763_ranked
TGFB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316097361,1.315399837,1.315926075,1.376885711,1.376885711,SCRNASEQ: Scaffa_34417156_ranked
BAG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376866954,1.376866954,SCRNASEQ: Scaffa_34417156_ranked
RAP2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37682944,1.37682944,SCRNASEQ: Scaffa_34417156_ranked
UQCC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376769193,0,0,0,0,0,1.376769193,RNASEQ: Rao_37310763_ranked
PDLIM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376754411,1.376754411,SCRNASEQ: Scaffa_34417156_ranked
COPS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32032354,1.319777905,1.321193217,1.376716896,1.376716896,SCRNASEQ: Scaffa_34417156_ranked
TNS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376698139,1.376698139,SCRNASEQ: Scaffa_34417156_ranked
LIMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376660624,1.376660624,SCRNASEQ: Scaffa_34417156_ranked
PTPRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37662311,1.37662311,SCRNASEQ: Scaffa_34417156_ranked
LOC690507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376585595,1.376585595,SCRNASEQ: Scaffa_34417156_ranked
CFTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376566838,1.376566838,SCRNASEQ: Scaffa_34417156_ranked
GSDME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376535175,0,0,0,0,0,1.376535175,RNASEQ: Rao_37310763_ranked
MTHFD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376529323,1.376529323,SCRNASEQ: Scaffa_34417156_ranked
RAD21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376510566,1.376510566,SCRNASEQ: Scaffa_34417156_ranked
DPP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31212818,1.311275287,1.311145812,1.376491809,1.376491809,SCRNASEQ: Scaffa_34417156_ranked
PPP1R9A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376473052,1.376473052,SCRNASEQ: Scaffa_34417156_ranked
SIVA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376454294,1.376454294,SCRNASEQ: Scaffa_34417156_ranked
NRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376435537,1.376435537,SCRNASEQ: Scaffa_34417156_ranked
CEBPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37641678,1.37641678,SCRNASEQ: Scaffa_34417156_ranked
