,,,,,,,,,,TRPA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KCNB2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SBSPON,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LOC100130301,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RPL7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,STAU2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM70,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LY96,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,JPH1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HNF4G,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZFHX4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PEX2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZC2HC1A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MRPS28,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TPD52,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZBTB10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF704,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PAG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PMP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FABP9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IMPA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC10A5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CHMP4C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SNX16,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LRRCC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,E2F5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PSKH2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ATP6V0D2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC7A13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM82B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CPNE3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CNGB3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CNBD1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DCAF4L2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RIPK2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,OSGIN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NBN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DECR1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM55A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,OTUD6B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LRRC69,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC26A7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RUNX1T1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C8orf87,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RBM12B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM67,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CDH17,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GEM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RAD54B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIAA1429,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DPY19L4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,INTS8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCNE2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UQCRB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MTERFD1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PTDSS1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SDC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CPQ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TSPYL5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MTDH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LAPTM4B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MATN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C8orf47,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,POP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NIPAL2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KCNS2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,STK3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,VPS13B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RGS22,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FBXO43,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SPAG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RNF19A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANKRD46,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SNX31,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GRHL2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RRM2B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UBR5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ODF1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KLF10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AZIN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BAALC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FZD6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CTHRC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC25A32,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DCAF13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RIMS2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DCSTAMP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DPYS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LRP12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZFPM2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,OXR1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ABRA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANGPT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RSPO2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM74,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NUDCD1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PKHD1L1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EBAG9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SYBU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KCNV1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CSMD3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TRPS1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EIF3H,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UTP23,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AARD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC30A8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MED30,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EXT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SAMD12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TNFRSF11B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COLEC10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MAL2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NOV,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ENPP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TAF2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DSCC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DEPTOR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COL14A1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MRPL13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MTBP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SNTB1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HAS2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZHX2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DERL1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WDR67,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM83A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZHX1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ATAD2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WDYHV1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FBXO32,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KLHL38,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANXA13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM91A1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FER1L6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TRMT12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TATDN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NDUFB9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MTSS1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF572,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SQLE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIAA0196,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NSMCE2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TRIB1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM84B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,POU5F1B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MYC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GSDMC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ASAP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ADCY8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EFR3A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,OC90,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HHLA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KCNQ3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LRRC6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM71,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PHF20L1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WISP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NDRG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ST3GAL1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZFAT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM135B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COL22A1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TRAPPC9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CHRAC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PTK2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DENND3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC45A4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GPR20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TSNARE1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BAI1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,JRK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PSCA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,THEM6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LYPD2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LY6D,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GML,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CYP11B1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CYP11B2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C8orf31,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GPIHBP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZFP41,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GLI4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF696,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TOP1MT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RHPN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MAFA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZC3H3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GSDMD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C8orf73,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NAPRT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EEF1D,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TIGD5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PYCRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TSTA3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF623,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF707,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC166,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MAPK15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM83H,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SCRIB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NRBP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EPPK1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLEC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PARP10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SPATC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,OPLAH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GPAA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CYC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SHARPIN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MAF1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HEATR7A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BOP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DGAT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SCRT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM249,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FBXL6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC52A2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ADCK5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CPSF1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC39A4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,VPS28,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TONSL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIFC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FOXH1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PPP1R16A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GPT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MFSD3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RECQL4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LRRC24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C8orf82,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ARHGAP39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF251,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF34,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF517,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COMMD5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF250,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF16,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C8orf33,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FOXD4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C9orf66,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DOCK8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KANK1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DMRT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DMRT3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DMRT2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SMARCA2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,VLDLR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KCNV2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIAA0020,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RFX3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GLIS3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC1A1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SPATA6L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PPAPDC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RCL1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,JAK2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,INSL6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,INSL4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RLN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RLN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLGRKT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PDCD1LG2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIAA1432,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ERMP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MLANA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIAA2026,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IL33,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TPD52L3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UHRF2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GLDC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KDM4C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PTPRD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MPDZ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NFIB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZDHHC21,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CER1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FREM1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TTC39B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SNAPC3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PSIP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC171,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C9orf92,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BNC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CNTLN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SH3GL2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ADAMTSL1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM154A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RRAGA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HAUS6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLIN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DENND4C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ACER2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC24A2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MLLT3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FOCAD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PTPLAD2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFNW1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFNA21,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFNA16,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFNA14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KLHL9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFNA6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFNA2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFNA8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFNE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MTAP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DMRTA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IZUMO3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TUSC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CAAP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFT74,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LRRC19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TEK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EQTN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IFNK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C9orf72,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LINGO2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ACO1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DDX58,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TOPORS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NDUFB6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TAF1L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM215,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,APTX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,B4GALT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SPINK4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BAG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NFX1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AQP7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NOL6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANKRD18B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PRSS3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UBAP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DCAF12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UBAP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIF24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C9orf24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM219A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DNAI1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ARID3C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SIGMAR1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GALT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IL11RA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCL27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCL19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM205A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIAA1045,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C9orf131,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FANCG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PIGO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,STOML2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM214B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UNC13B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RUSC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM166B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TESK1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CD72,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SIT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC107,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ARHGEF39,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CA9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TLN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CREB3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GBA2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RGP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MSMP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NPR2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SPAG8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM221B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,OR13J1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HRCT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,OR2S2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RECK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCIN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CLTA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GNE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MELK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PAX5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZCCHC7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GRHPR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZBTB5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,POLR1E,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FBXO10,,,,,,,,,,,,,,,,,,,,
