gene,maic_score
NAAA,1.508406114
LAMP3,1.508406114
ATP11A,1.508406114
ITGAL,1.508406114
PLVAP,1.508406114
CXCL3,1.508406114
LPL,1.508406114
FAM111A,1.508406114
CDH5,1.508406114
BTF3,1.508280342
MROH1,1.508095466
CDKN2C,1.50765129
TNFSF12,1.507374774
TNFSF13,1.506824836
PCSK5,1.506336753
LYSMD2,1.505731176
DDIAS,1.505475181
CSTA,1.505187439
SLFN12,1.504645753
LIPG,1.504625245
CLEC4E,1.50410611
SESN1,1.502959632
ATP13A3,1.50255025
ZNF579,1.502499367
THYN1,1.502143637
LOC102636299,1.501741389
TP53COR1,1.501739774
TNNC1,1.501355934
NXPE4,1.501338642
TMEM100,1.500910739
TMOD3,1.500385187
C17orf50,1.500151436
IFIT3,1.499373272
RGS3,1.498988125
LRRC15,1.498820397
RPL24,1.498758782
SLC16A12,1.498605577
CCDC85A,1.498225611
CEMIP2,1.497808176
LDB2,1.49747335
TDO2,1.49727325
PNO1,1.497101019
SLC26A4,1.496251521
TXNRD1,1.495999012
NMRK2,1.495276656
Gm13826,1.495237487
TINAGL1,1.494733338
GDF6,1.494563991
LPIN1,1.494486947
F10,1.49423109
TUB,1.49421125
RASL12,1.493860882
CPT1C,1.493727934
EEF1B2,1.493311817
PALMD,1.493217283
FAM110D,1.493167195
GUCY1B1,1.49312381
CHRNA7,1.493112988
ANTXR2,1.493034341
CHCHD10,1.493023128
NCEH1,1.493021069
ASNS,1.493019976
CCR1,1.493019079
AGXT,1.493018725
LIPH,1.493018686
IGF2BP2,1.493018649
HIGD1B,1.493018628
CLSTN2,1.493018578
RGS9,1.493018518
EPHA2,1.493018498
MAFF,1.493018488
SLC6A3,1.493018438
TBC1D2,1.493018428
SESN2,1.493018408
TPSB2,1.493018388
LITAF,1.493018348
IGF2BP3,1.493018338
SLC3A2,1.493018318
CCL3,1.493018288
TINAG,1.493018238
INF2,1.493018218
A2M,1.493018198
HTATIP2,1.493018188
LGALS3BP,1.493018158
MSR1,1.493018138
ZFYVE28,1.493018098
ASTN2,1.493018088
SAT1,1.493018078
NPNT,1.493018028
NTRK3,1.493018008
IL17RD,1.493017998
CDH3,1.493017968
MCF2L,1.493017958
EPHB4,1.493017928
COX6B2,1.493017898
LPAR2,1.493017888
JAM2,1.493017878
CD68,1.493017868
SHANK3,1.493017818
PLK3,1.493017808
SNX10,1.493017788
ZC3HAV1L,1.493017768
KIF26A,1.493017738
ANO1,1.493017718
PGM5,1.493017708
LDHB,1.493017698
ARRB1,1.493017688
IGF2BP1,1.493017628
TUBB3,1.493017558
DCTD,1.493017498
PDGFRB,1.493017488
AHR,1.493017478
ERG,1.493017438
PDGFC,1.493017428
GFPT2,1.493017418
SCN1B,1.493017408
ECM2,1.493017378
HSD11B2,1.493017358
TBXAS1,1.493017318
PDE7B,1.493017308
RENBP,1.493017288
CHST8,1.493017218
SEMA3G,1.493017198
SLC37A2,1.493017138
AMOT,1.493017118
BST1,1.493017078
CD80,1.493017068
ETS1,1.493016998
THSD1,1.493016988
CBFA2T3,1.493016978
ARL15,1.493016968
TMEM43,1.493016938
NCALD,1.493016908
MX2,1.493016898
ADAMTS7,1.493016868
SFXN1,1.493016808
CASP4,1.493016798
LEPROT,1.493016768
HS3ST1,1.493016758
CHAD,1.493016688
A4GALT,1.493016678
HOXA3,1.493016658
RECK,1.493016648
NRG1,1.493016608
PCDH18,1.493016588
NRXN1,1.493016558
SLC36A2,1.493016548
TRIM36,1.493016538
TTC9,1.493016518
ASPN,1.493016508
CAMK4,1.493016478
SPECC1L,1.493016468
PRRT2,1.493016458
CLEC1A,1.493016428
GCOM1,1.493016418
SMARCA2,1.493016398
HSPB8,1.493016388
DAB1,1.493016378
NTN3,1.493016348
KCNQ4,1.493016338
GRIA1,1.493016318
PMAIP1,1.493016308
ICAM1,1.493016288
GGACT,1.493016268
TMEM54,1.493016208
TLR7,1.493016198
CDC34,1.493016168
GRIA3,1.493016148
NTN1,1.493016118
VWF,1.493016088
ABI3BP,1.493016028
ARL14,1.492735687
ASPRV1,1.492240976
PIRT,1.492014454
SLC12A3,1.492014424
KLKB1,1.492014414
MBOAT4,1.492014404
CDHR1,1.492014364
HOXB1,1.491956331
SHC3,1.491874647
POU4F1,1.491874269
TAT,1.491874257
GOT1,1.491807564
TMOD2,1.491257144
FAT1,1.491141362
SNRPE,1.490827211
RNF169,1.490811608
HKDC1,1.490484066
FOSL1,1.49015872
DIP2C,1.489795272
APOLD1,1.489514552
Stfa2l1,1.489311654
ABCB1,1.488583691
RNF122,1.488564386
TMSB10,1.48848935
Zfp949,1.488473386
EPPK1,1.487941491
TREM1,1.487395355
ACKR4,1.487326898
SAP25,1.48692079
HINT1,1.486289547
CAPN11,1.485977024
GCNT1,1.48582598
GALC,1.485239541
IPMK,1.485153425
STK38L,1.485040366
ZNF503,1.484660895
RPL29,1.484219627
JMJD7-PLA2G4B,1.484110761
LPCAT1,1.483509401
ABCC1,1.483247661
LOC101928991,1.483188157
PLEKHF1,1.482729464
BMP6,1.482695442
RPS15A,1.482271902
SLC26A10,1.481612845
CHL1,1.480911931
SEZ6L,1.48081961
GDF9,1.480461824
SEC61B,1.480439137
TUBB4A,1.480299512
GNG2,1.480042043
IGDCC3,1.480013416
SNTG2,1.479786279
VSIG1,1.4795667
SLCO1A2,1.479532208
SOCS3,1.479121669
SLC29A1,1.479029094
Akr1c13,1.478236637
PKIA,1.477796623
KIAA0408,1.477319795
RPL22L1,1.477091668
ZWINT,1.476611127
SH2B2,1.476486518
COL15A1,1.47562133
RPL36A,1.475564536
GYPC,1.475460763
TLE1,1.47501113
TMEM121B,1.474788525
LY6G6D,1.474762659
KAZALD1,1.474347683
NME2,1.474127465
NRG2,1.473910454
HEYL,1.473486761
INKA2,1.4732706
GNL3,1.472849565
ERH,1.472775123
PLEKHG5,1.472641108
CELSR1,1.472228268
ADGRL1,1.471820795
CLCA1,1.471619049
RPL22,1.471502493
CACNA1G,1.471021655
ASAP3,1.470977959
CA13,1.470825109
PLLP,1.47043584
LOC102634854,1.470304857
FAM110C,1.470154256
TES,1.470051609
WDR86,1.469744733
GRIK4,1.469672347
CCDC184,1.469484557
HEY1,1.469297983
UQCRQ,1.469177774
ABCA17P,1.468928449
CA14,1.468745473
ORAI2,1.468563678
PNMA8B,1.468122034
ELOB,1.468117068
TOX3,1.468025307
GALNT18,1.467751724
DEPDC1B,1.467319838
BEAN1,1.467150907
FSTL1,1.467118808
ATP2A2,1.466998297
COL4A6,1.46680897
THG1L,1.466523683
PPP4R4,1.466471411
SBK3,1.466304254
SPARC,1.466179299
RASIP1,1.466138168
ATN1,1.466127857
GLB1L3,1.465973147
NFKBIZ,1.465340679
LRRTM3,1.465323551
RPL23,1.465295062
DUSP9,1.464534615
RPS19,1.464462824
PITPNC1,1.464226032
BAZ1A,1.464171013
CLEC14A,1.464073211
AKAP8L,1.463784062
ACOX1,1.463770475
NACA,1.463679507
ST6GALNAC5,1.463620546
KCNC3,1.463471568
ALDH1A3,1.463176437
FBXL7,1.46288503
ST3GAL6,1.462597295
MBD6,1.462250802
ARHGEF25,1.462032634
GIMAP8,1.461893684
NDUFA4L2,1.461618399
FOSL2,1.461492821
RAB11FIP1,1.461482052
RPL11,1.46098004
MUC4,1.46094516
CAMK2B,1.460813031
WDR35,1.460551246
PRKD2,1.460421577
JUNB,1.460366539
SPOCK2,1.460311992
TPGS2,1.460292718
CALB2,1.460286435
SERPINB7,1.460286425
IBSP,1.460286415
NAT2,1.460286405
TXNDC2,1.460286375
FAM83A,1.460286365
NOL3,1.45999394
MRPS18B,1.459910935
SLC25A5,1.459856215
MFNG,1.459798163
TIE1,1.459785254
RIN1,1.459660353
Xlr3a,1.459622748
HAS3,1.459412873
RPL8,1.459343176
CYP4F22,1.459168451
ADGRG1,1.458927044
RTRAF,1.458860161
HOOK1,1.458807458
BDKRB2,1.458570494
MORF4L1,1.458405393
SHISA6,1.458336442
OSBPL3,1.458220495
RAB6B,1.458184682
IL4I1,1.458151927
RPL13,1.457977199
TMEM35B,1.457787684
EIF3K,1.457574005
LRBA,1.457539601
CACNA2D3,1.457428538
CD300LF,1.457424814
GADD45B,1.457330943
NETO2,1.457208442
CALM1,1.457194333
TMEM176A,1.4570994
KMT2B,1.457063313
TRPV6,1.456991022
HNRNPA2B1,1.456836789
TPP1,1.456776239
FGFR4,1.456669825
C3orf70,1.456564057
SSR2,1.456500064
B4GALNT2,1.456458931
HOXA2,1.456354441
RNF40,1.456344398
CHRM1,1.456250583
RPL36AL,1.456182924
WNK1,1.456162932
CCRL2,1.456147353
DCLK1,1.456044746
H3-5,1.455986973
REEP6,1.455948931
OTOF,1.455942759
YWHAH,1.45588421
IMPACT,1.455740623
CASP2,1.455640467
PADI4,1.455630897
ARPC3,1.455602832
ATP5MD,1.455337764
SAFB2,1.455276164
EIF3H,1.455088038
ATP2A3,1.455052021
SLC39A4,1.454955991
RAD51C,1.454922769
CRELD2,1.454904466
C1QTNF1,1.454860533
RPL14,1.454631039
Wfdc17,1.454570707
VTA1,1.454480059
CDK2AP2,1.454219974
HSPA4L,1.454117019
RPL27,1.45403959
CFAP69,1.454026541
RPS5,1.453864625
TERT,1.453782917
FBXO32,1.453758294
NPM1,1.453699669
SBK1,1.453582083
CBX3,1.453544131
RPL26,1.453397451
HYOU1,1.453243078
MYO5A,1.45323582
POMP,1.453128602
SERF2,1.453005476
CPA1,1.452981398
ARAP3,1.452897577
SH3BGRL3,1.452889289
RPL35,1.452779633
MTURN,1.452731394
RPS11,1.452676119
SLC25A42,1.452649025
WHRN,1.452640767
RPL18,1.452578384
EFNB2,1.452567133
CDK4,1.452486086
RIC3,1.45248061
AAAS,1.452404768
PFDN5,1.452398904
IFIT1,1.452324288
OAZ1,1.452316534
STON2,1.452244271
NEDD8,1.452238691
KRTCAP2,1.452165108
EMCN,1.452143184
SEM1,1.452095532
HSPH1,1.452085433
TMSB4X,1.452029726
ADCY3,1.452006974
EIF3C,1.451967467
CCDC42,1.451928781
FECH,1.451874571
RPL28,1.451852762
H3-3B,1.451799933
ARL4D,1.451773736
TPR,1.451702445
HNRNPH1,1.451693034
SIPA1L2,1.451620458
RPL6,1.451614804
RPL9,1.451574317
SRP9,1.451535878
CDK5RAP2,1.451533102
GNAI2,1.451464665
YBX1,1.451431671
ARPP19,1.45140028
SETSIP,1.451341939
RPS26,1.451314814
RPL32,1.451288945
PPIA,1.45126426
NECTIN1,1.451244831
SNRPF,1.451240686
SNRPG,1.45121816
NDUFA3,1.451196618
KLF11,1.45119407
SNX3,1.451176002
EMD,1.451156257
RPLP0,1.451137333
Zfp870,1.451133173
PDLIM1,1.451122318
CLTA,1.45111918
RPL21,1.451101752
CFL1,1.451085008
YWHAE,1.451068905
RPL7,1.451053407
TUBA1A,1.451038478
ASIC2,1.451024524
CFD,1.451015904
RPS8,1.451010191
PPIB,1.450996773
ATP5MC2,1.450971246
SNRPD1,1.450959086
NSA2,1.450947298
RPL17,1.450935858
SUB1,1.450913943
TPM3,1.450903431
RPL36,1.45088321
ATOX1,1.45087347
RPS2,1.450863958
YWHAB,1.45085466
TBCA,1.450845563
MRFAP1,1.450827927
PDIA6,1.450819365
ITGB1,1.450810962
TNFRSF10A,1.450807922
RRBP1,1.450794592
THRSP,1.450794208
RPL7A,1.450786608
NAB2,1.450784593
RPS3,1.450778748
TOMM7,1.450771004
ATP5MG,1.45076337
EEF1A1,1.450748404
TLE5,1.45074106
FRRS1,1.450736532
ATP5MF,1.450719524
RPS20,1.450705532
Gm5848,1.450698632
TNNI3,1.450687637
RHOC,1.450678276
RPLP2,1.450671594
UBE2S,1.450664959
EDF1,1.450658367
NDUFA5,1.450645305
NDUFA8,1.45063883
TLN2,1.450635089
PABPC1,1.450632389
EIF5B,1.450619602
RPS24,1.450613253
RPL19,1.450600632
PSMA2,1.450588108
ASCC1,1.450582942
COX5B,1.450581877
SSB,1.450575667
RPL35A,1.450569475
RPS9,1.450563301
BSG,1.450544874
SARNP,1.450532659
Tnik,1.450531139
ATP5F1C,1.45052657
NEDD4,1.450520493
EEF2,1.450514427
PARK7,1.45050837
RPS4Y1,1.450502323
EIF3F,1.450490256
GAS5,1.45047822
NDUFA6,1.450472213
COX7C,1.450466213
RPL37,1.450460219
PPP1R3B,1.450454944
ABRACL,1.45045423
ARPC1B,1.450448247
NXPE2,1.450448143
SLC25A4,1.450418405
TRA2B,1.450412449
NDUFB8,1.450400547
DEK,1.450394601
PPP1R14A,1.450385526
RPL18A,1.450382718
PATZ1,1.450377338
RPL30,1.450370846
RPL37A,1.450364913
ANXA2,1.450358983
ATP5MC1,1.450347128
NDUFA4,1.450341203
HNRNPA0,1.450329359
MYADM,1.450326487
PPP1R14B,1.450323439
ATP5PF,1.450311604
COX7A2,1.450305689
PSMB1,1.450299774
COX4I1,1.450293861
COX6C,1.450282037
PTMA,1.450270217
COX8A,1.450264309
CHCHD2,1.450258401
MYL12A,1.450252494
HK2,1.450247848
EIF2S2,1.450246587
RAN,1.450240682
EIF4G2,1.450234776
STX17,1.450225243
TCEAL9,1.450222968
ATP5PO,1.450217064
NDUFB11,1.450211161
RPL38,1.450199356
PPIC,1.450193455
MYL6,1.450187553
BZW1,1.450181652
PLSCR4,1.450179582
ATP5I,1.450163951
RPL4,1.450158051
UQCR11,1.450152151
NID1,1.450146252
TSC22D1,1.450140353
CLEC3B,1.450124474
MAP1LC3B,1.450122657
TOMM6,1.450116759
EMILIN2,1.450112962
SH3BP5,1.450111695
NCL,1.450099065
HDGF,1.450093167
EIF3E,1.450087269
WASF2,1.450081372
RPS23,1.450075475
FABP3,1.450074227
CALM2,1.450069577
TOP1,1.45006368
ARPC5,1.450057783
SMAGP,1.450051886
RNF7,1.45004599
TNK2,1.450044182
METAP2,1.450040093
COX5A,1.4500283
MYH6,1.450024054
SEPTIN7,1.450022403
RPS21,1.450016507
GUK1,1.45001061
DNAJC8,1.450004714
FAU,1.449998817
EIF1,1.449992921
RPS27,1.449987025
HNRNPM,1.449981129
CTTNBP2,1.449977043
ATP5F1D,1.449963441
ATP5PD,1.449951649
HNRNPAB,1.449945753
CSRP1,1.449939857
IER2,1.449933961
HYPK,1.449928065
ZNF22,1.449923893
HNRNPD,1.449916273
TAGLN2,1.449910378
LOC102633050,1.449886795
MT-RNR1,1.449880899
EEF1G,1.449875003
MTMR2,1.449873887
RPS29,1.449869108
ARF1,1.449863212
RBX1,1.449851421
SWI5,1.449845525
CARD10,1.449843874
RPL27A,1.449833734
EIF4A1,1.449827838
RPS12,1.449821943
MT-RNR2,1.449810152
NDUFA2,1.449804256
RPL39,1.44979836
INPP5K,1.449773991
MYL12B,1.449762987
SELENOF,1.449757092
HNRNPA3,1.449745301
AKR1A1,1.449739405
CDC42,1.44973351
ANP32B,1.449721719
GNB2,1.449715823
GRIPAP1,1.449715066
NDST3,1.449712166
SERBP1,1.449709928
RPL5,1.449698137
DAD1,1.449686346
PCDHGA3,1.449674215
RPS14,1.449668659
HSP90B1,1.449656868
DNAH8,1.449646853
UBL5,1.449645077
ATRX,1.449627391
SELENOW,1.449621495
FKBP1A,1.4496156
ARF5,1.449609705
DYNC1I2,1.449603809
HNRNPK,1.449597914
CTNNB1,1.449592018
UBE2D1,1.449581899
H1f0,1.449580227
RPL13A,1.449533064
RPL12,1.449527168
TNXB,1.449524709
PCDH17,1.449521273
ARL6IP1,1.449515377
RPS17,1.449509482
PSMA7,1.449503586
TUBA1B,1.449497691
SNRPB,1.4494859
RPLP1,1.449480004
ASL,1.449474905
NUCKS1,1.449474109
STMN2,1.449468214
ZFP36L2,1.449456423
MBTD1,1.449453052
WDR89,1.449450527
NLRP3,1.449446388
SFTA2,1.449438736
RNASET2,1.449426945
PCSK6,1.449425113
SFTPC,1.449415154
GDE1,1.449409259
BRI3,1.449397468
MT1A,1.449391573
ID1,1.449379782
NDUFA1,1.449362095
BEX2,1.4493562
S100G,1.449350304
PI4K2B,1.449344409
ETFB,1.449338514
SPCS2,1.449332618
MAP2K6,1.449325606
FNTA,1.449325558
SSR4,1.449320827
SPINT2,1.449314932
CTSZ,1.449309036
NDUFC2,1.449303141
MRPL52,1.449297245
DDOST,1.44929135
TSPAN8,1.449285455
TSPAN1,1.449262402
CLDN3,1.449261873
PLA2G1B,1.449255977
S100A11,1.449250082
PRRC2C,1.449244186
NDUFB9,1.449238291
ACAA2,1.449232395
MGST1,1.4492265
SLC5A9,1.449226033
WFDC2,1.449220605
OST4,1.449214709
UTP20,1.449199541
LAMP1,1.449197023
TMED10,1.449191127
OSTC,1.449185232
ATP5MC3,1.449179336
APP,1.449173441
NENF,1.449167545
CD63,1.449155755
C12orf57,1.449149859
BEX3,1.449143964
NDUFB5,1.449138068
RASGRP3,1.44913702
ATP5PB,1.449132173
ACSS3,1.449126531
CLDN18,1.449120382
SRP54,1.449114986
HSPE1,1.449108591
COL6A1,1.449102696
TMED9,1.4490968
RAMP1,1.449090905
SRRT,1.449076786
TSPO,1.449073218
AKAP9,1.449067323
EMP2,1.449061427
Dstnl1,1.449055532
DAG1,1.44903195
MCL1,1.449026055
HADH,1.449020159
ELF5,1.449014264
FST,1.449012991
CD9,1.449002473
RDM1,1.448996577
F3,1.448977307
COLQ,1.4489671
IFFO1,1.448951477
SLC5A3,1.448927572
DOCK8,1.448925832
BICRA,1.448919937
SLC9A7,1.448908146
ZBTB18,1.44890225
CADM4,1.448890295
CHST3,1.448878668
TJP1,1.448877838
HIP1R,1.448872773
UBR3,1.448855087
ARMC8,1.448849191
HSD11B1,1.4488374
ITPR2,1.448829441
FDPS,1.448828107
ATM,1.448825609
ZC3HAV1,1.448819714
GFOD1,1.448796132
CYYR1,1.448790237
Serpina3c,1.448778377
TRNP1,1.448768914
LY6E,1.448760759
IDS,1.448754864
ST3GAL1,1.448719491
MAU2,1.4487077
TASOR2,1.448701805
XIST,1.448695909
EHD4,1.448654641
FAS,1.448648746
OSBP,1.44864285
ARHGEF3,1.448631059
ENOX2,1.448629196
PDIA3,1.448619269
DOCK9,1.448613373
CRIM1,1.448583896
ATXN1L,1.448579471
JUN,1.44856621
DIPK2A,1.448536732
KLF9,1.448530837
HPX,1.448530023
KDM2A,1.448529746
TSC22D3,1.448507255
ANKRD40,1.44850136
MYO5C,1.448480022
METTL7A,1.448465987
SNHG9,1.448460091
CD33,1.448455928
ASCC3,1.448448301
GSAP,1.448430299
PLGRKT,1.448418823
MMADHC,1.448412928
NPC2,1.448401137
ANKRD13C,1.448395241
SAMD9L,1.448389346
SEC23IP,1.448383451
UBXN6,1.448380577
VAT1,1.448377555
GPRC6A,1.448354171
LTA4H,1.448342182
PTGR2,1.448330854
ZMYM2,1.448330392
LPGAT1,1.448318601
CLPTM1,1.448312705
WBP2,1.448300914
UGCG,1.448295019
ZNF436,1.448281132
NFIB,1.448277332
Dcaf12l1,1.448247855
ATXN7L3B,1.44824196
OGN,1.448236064
RAPGEF6,1.448230169
TMEM109,1.448224273
MYO18A,1.448218378
NOL7,1.448200692
PYCARD,1.448194796
CD3G,1.448183005
GMEB1,1.448181689
CES1,1.448181097
RICTOR,1.448171214
CD3D,1.448165319
RGS10,1.448141737
TMEM41B,1.448131968
MRPL36,1.448128262
ARHGDIB,1.448124051
CD52,1.448094573
DAPL1,1.448088678
ITM2B,1.448082783
PTPN18,1.448076887
CAPG,1.44804741
ZNF706,1.448041514
ACAD9,1.448032526
ERP29,1.448029724
XYLT2,1.448010741
GCC2,1.447982806
MALAT1,1.44798256
TLN1,1.447976664
EMB,1.447970769
ZEB2,1.447947187
S100A6,1.447935396
AACS,1.447933085
CAPZA2,1.447929501
ACTR2,1.447923605
PRDX5,1.447905919
GDF10,1.447898653
TALDO1,1.447894128
CTSC,1.447882337
SON,1.447876442
ROCK1,1.447870546
LAMTOR2,1.447864651
PSMA1,1.44785286
TPPP,1.447843048
BIRC6,1.447841069
CPD,1.447835174
GAS2L1,1.447833644
UBE2D3,1.447817487
MAP3K10,1.447801832
ARID3A,1.44778801
TLE4,1.447787732
TAX1BP1,1.447764428
ACTR3,1.447758533
OSTF1,1.447740846
RBMS1,1.447734951
IGSF23,1.447734204
YWHAZ,1.447699578
CD302,1.447681892
SYT12,1.447677961
FCGR3B,1.447664206
SERPINA1,1.44765831
CSNK1A1,1.447652415
SMPDL3A,1.447646519
TMEM14C,1.447640624
COX6A2,1.447634764
SMDT1,1.447634728
EHD1,1.447623502
MRPL33,1.447622937
TAF10,1.447617042
CMIP,1.447611147
SERINC3,1.447599356
WDR26,1.44759346
CD74,1.447575774
UNC119,1.447569878
CASD1,1.447569324
SAMSN1,1.447540401
BAZ2A,1.447535324
S100A4,1.447505028
DNAJC15,1.447487342
DLG2,1.447476634
COX17,1.447475551
VAPA,1.447469656
RN7SK,1.447446074
RNASE4,1.447410701
ELOVL1,1.447404806
ATP8A1,1.44739891
PEBP1,1.447387119
CYP2F1,1.447386164
IDH2,1.447381224
LDLR,1.447375329
ANK2,1.447369433
DDAH2,1.447355391
PDCD5,1.447345851
IFITM3,1.447339956
BLOC1S1,1.447328165
CD36,1.447322269
RBM39,1.447316374
EEF1D,1.447310479
CST3,1.447304583
MICOS10,1.447298688
SKI,1.447286897
NFYA,1.447286724
SF3B1,1.447281001
NDUFB10,1.447275106
PRPF4B,1.44726921
PSMB5,1.447263315
MAP2K2,1.447257419
PLEKHA2,1.447250062
TIMM13,1.447245629
NDUFA11,1.447239733
YWHAQ,1.447233838
ENY2,1.447222047
TMED2,1.447216151
RHOA,1.447210256
MGP,1.447198465
SOD3,1.44719257
VCAN,1.447168988
LTBP4,1.447157197
Glt28d2,1.447152663
NDUFB2,1.44712772
FLT3LG,1.447110033
ROMO1,1.447104138
OGDHL,1.447094076
ADH1C,1.447092347
VPS37C,1.447087845
CRISPLD2,1.447074661
PLPP3,1.447056974
HHIP,1.447045183
FRAS1,1.447042608
CYGB,1.447038125
C11orf58,1.447027497
F2R,1.447015706
ELOC,1.446992124
CSGALNACT1,1.4469914
PSMC3,1.446974438
DPYSL2,1.446968542
CCT2,1.446956752
GTPBP4,1.446940452
DMWD,1.446938685
NDUFC1,1.446927274
MICOS13,1.446921379
PALLD,1.446915483
ATP1A1,1.446909588
TPM2,1.446897797
SEMA4G,1.44688976
FOXA1,1.446888965
HMGN2,1.446886006
POLR2J,1.446880111
NDUFB6,1.446874215
UQCC2,1.44686832
TGFB1I1,1.446862424
NDUFS6,1.446856529
CFDP1,1.446850633
FUT8,1.446839324
NME3,1.446839246
PURB,1.446838843
SRP14,1.446832947
YBX2,1.446829914
COMMD1,1.446821156
HSBP1,1.446797574
MPC2,1.446791679
MUC5AC,1.446789526
PIK3IP1,1.44678914
CNN2,1.446785783
RBM8A,1.446773993
TOMM20,1.446768097
GTF2I,1.446744515
RBIS,1.446732724
VCP,1.446715038
PHEX,1.446709143
TOMM22,1.446697352
PPP1CA,1.446690086
UHRF1BP1L,1.446689527
VDAC2,1.446685561
VDAC1,1.446679665
TXNDC17,1.44667377
PHPT1,1.446667874
EIF1AY,1.446661979
KHDRBS3,1.446644293
TSPAN4,1.446640366
TPST1,1.446640093
TMEM256,1.446638397
PSMB2,1.446632502
SSR3,1.446626606
CHD3,1.446620711
PSMB3,1.446614815
CDK2AP1,1.446597129
FIS1,1.446591234
SCLT1,1.446590647
MAP1LC3A,1.446567652
SRSF11,1.446561756
RAB14,1.446549965
NDUFAB1,1.44654407
BAIAP3,1.446541964
NISCH,1.446538175
HS2ST1,1.446532279
NAV2,1.446514593
SMIM41,1.446502802
CBX1,1.446496906
BCL9,1.446491207
LAMC1,1.446485115
GTF2H5,1.44647922
C19orf53,1.446473325
SUMO1,1.446461534
BLVRB,1.446460368
COTL1,1.446455638
SNRK,1.446444805
TCAP,1.446441487
RER1,1.446437952
DUSP1,1.446432056
LOC102639811,1.446426161
NEXN,1.446420266
MATR3,1.44641437
CPED1,1.446402579
CYP2S1,1.446391767
SH3BGRL,1.446390788
ENAH,1.446384893
RBBP6,1.446378997
CCT6A,1.446373102
CHD4,1.446361311
ARHGAP21,1.44634952
SLC5A1,1.446348605
NOP10,1.446343625
IKZF1,1.446342048
TMEM167A,1.446337729
RSRC2,1.446331834
ARHGAP5,1.446325938
FDX1,1.446320043
MLF2,1.446308252
ATP6V1G1,1.446302357
CASQ2,1.446292328
CKAP4,1.446290566
MDH1,1.446278775
NDUFA12,1.446272879
CETN3,1.446266984
TUT4,1.446255193
COL5A2,1.446249297
METTL6,1.446242608
RPS25,1.446237507
PCBP1,1.446231611
CAPRIN1,1.446225716
RNF187,1.44621982
AAMP,1.446213925
FAM171A2,1.446206072
SRRM1,1.446196238
UNC5D,1.446192888
MEOX2,1.446190343
CLEC5A,1.446188064
CHMP2A,1.446184447
PSMB4,1.446172657
RPL23A,1.446166761
DDB1,1.446160866
ANKRD11,1.446149075
ARMCX4,1.446143169
SEC62,1.446137284
NDUFB3,1.446113702
FAM181B,1.446112209
AKAP12,1.446107807
PSMD7,1.446101911
SELENOK,1.446096016
NAP1L1,1.446078329
DYNLRB1,1.446066538
FOXP1,1.44606562
NDUFV3,1.446060643
TOP2B,1.446048852
HNRNPDL,1.446042957
KIF5B,1.446013479
HIF1A,1.446007584
PPP1R3C,1.445995793
FUBP1,1.445989898
PNN,1.445972211
SCP2,1.445966316
KCNQ1OT1,1.44596042
CUL1,1.445936839
ANKFN1,1.445927206
TGFB2,1.445925048
BAG1,1.445919152
RAP2A,1.445907361
ACSL1,1.44589457
PDLIM2,1.44588378
COPS9,1.445871989
MAP3K8,1.445868954
TNS3,1.445866093
LIMD1,1.445854302
PKP2,1.445836042
LOC690507,1.44583072
RAD21,1.445807139
PPP1R9A,1.445795348
P2RX7,1.44579513
FAM89A,1.445790788
SIVA1,1.445789452
NRP1,1.445783557
CMTM8,1.445771766
BRD7,1.44576587
NAXE,1.44575408
C16orf89,1.445748184
IPO4,1.445745751
GPR4,1.44570093
EMG1,1.44569569
PA2G4,1.445695125
RIOK3,1.44568923
RPS6,1.445665648
HPCA,1.445656323
USP25,1.445653857
PLEKHM2,1.445645971
BCAP31,1.445636171
CCDC86,1.445630275
CA4,1.44562438
EIF3A,1.445618484
KRT79,1.445612589
LINGO1,1.445611928
MBNL1,1.445606693
MAN2A1,1.445600798
ANGPTL4,1.445596251
PTBP3,1.445594902
TKT,1.445589007
LLPH,1.445583112
SFR1,1.445571321
VPS26A,1.44555953
MYOZ2,1.445546531
PLSCR1,1.445530052
LANCL3,1.44552377
SERPINB1,1.445506471
PAOX,1.445496811
BLMH,1.445488784
PSMC5,1.445447516
SLC38A1,1.445447092
SERPING1,1.445441621
GAS6,1.445436445
UBE2A,1.445435725
CAPN6,1.445423934
FSCN1,1.445418039
C1orf53,1.445412143
AKT1,1.445406248
NT5E,1.445397372
DCUN1D2,1.445368235
ANKRD13A,1.44536498
FBN1,1.445359084
MYOF,1.445353189
TMEM116,1.44534994
RCN3,1.445347294
STBD1,1.445329607
RHOJ,1.445311921
SENP6,1.445306025
DCTN2,1.445294234
GPHN,1.445282444
EML4,1.445276548
FKBP3,1.445270653
PFDN1,1.445264757
U2AF1,1.445258862
DENND1C,1.445248212
BRINP1,1.445247071
PRELID1,1.44523528
NYAP1,1.445234341
MTX2,1.445229384
TWSG1,1.445223489
CSDC2,1.445221697
CSNK2A1,1.445211698
SRI,1.445205803
BTF3L4,1.445199907
MRPL54,1.445194012
PSMA5,1.445188116
MESD,1.445182221
PPARGC1A,1.445179348
TCEAL8,1.445176325
TIMP2,1.445164535
BRK1,1.445158639
PBX2,1.445148773
RALA,1.445146848
SVBP,1.445140953
DPM3,1.44510558
SLIRP,1.445099685
RASGRP2,1.445095237
CTNNA1,1.445093789
CDK7,1.445076103
ARL1,1.445064312
TGFA,1.445053474
